'ai'ba'jiu 爱把酒
'ke'kan'zui'mo'ji'lin'lang 可堪醉墨几淋浪
'ke'lai'di'shi'feng'ying'wan 客来底事逢迎晚
'ke'lai'qie'jin'liang'san'bei 客来且进两三杯
'ke'lai'shi'jiu'jin'zhong'gu 客来时酒尽重沽
'ke'lian'jin'xi'yue 可怜今夕月
'ke'lian'ren 可怜人
'ke'lian'xiao 可怜宵
'ke'lu'qi'qu'juan'hou'zhi 客路崎岖倦后知
'ke'meng'yi'nan'cheng 客梦已难成
'ke'mo'chao'wu'zhuo 客莫嘲吾拙
'ke'neng'wu'shi 可能无势
'ke'wu'jiu 可无酒
'ke'yi'zhuo'wu'ying 可以濯吾缨
'ke'zhu'mei'xu 可烛眉须
'ke'zi'jiu'bu'dao 客子久不到
'ken'ba'luan'jiao'xu'duan'xian 肯把鸾胶续断弦
'ken'lai'chi'xian'ke'wu'yan 肯来持献可无言
'kong'chang'wang'feng'liu'yi'yi 空怅望风流已矣
'kong'chu'zhao'de'hai'tang'hun 空出招得海棠魂
'kong'jiang'wei'wo 空将帷幄
'kong'qian'gui'lai'ye'he 空欠归来野鹤
'kong'shan'sui'wan'shu'hua'yu 空山岁晚孰华予
'kong'shi'er'cao 空使儿曹
'kong'shi'zhen'que'nan'mie 恐是真缺难灭
'kong'tang'meng'jue'ti'qiu'shui 空堂梦觉题秋水
'kong'ting'geng'yu'tian'tu'wu 空庭更与添突兀
'kong'xiao'suo 空萧索
'kong'yan'zhu 空延伫
'kong'yi'yu 空壹郁
'kong'you'hen 空有恨
'kong'you'yan'ni'xiang'zhui 空有燕泥香坠
'kong'zhi'tu 孔之徒
'kong'zi'hai'ming'zhi 孔子还名跖
'kou'bu'neng'yan'yi'dui 口不能言臆对
'ku'he'nan'shui'ya 枯荷难睡鸭
'ku'hen'fang'fei'dou'xie 苦恨芳菲都歇
'ku'ku'dang'nian'ku 矻矻当年苦
'ku'wu'duo 苦无多
'ku'wu'miao'shou'hua'wu'tu 苦无妙手画於菟
'ku'wu'yao 苦无药
'kuai'cong'lao'bing'jie'yi'guan 快从老病借衣冠
'kuai'jiu'bing'zhang'jun 快酒兵长俊
'kuai'man'yan'song'huang'qian'mu 快满眼松篁千亩
'kuai'qing'feng'ru'shou 快清风入手
'kuai'shang'xing'chen 快上星辰
'kuai'yu'du'chu'wu'liao'xie 块予独处无聊些
'kuai'zhen'he 快斟呵
'kuai'zhi'shang'kun'lun'zhuo'fa 快直上昆仑濯发
'kuan'qu'wen'jia'shan 款曲问家山
'kuang'er'jin'yi'shi'qing'ming 况而今已是清明
'kuang'ge'ji'sui'cun'lao'zhan 狂歌击碎村醪盏
'kuang'man'wu'diao'chan'wei'wei'rong 况满屋貂蝉未为荣
'kuang'tao'xie 狂涛些
'kuang'you'xi'shan'zhang'ju 况有溪山杖屦
'kuang'yuan'wu'xiao'da 况怨无小大
'kui'nai'lian'xian 夔乃怜蚿
'kun'xiang'fu 困相扶
'lai'ban'xian'weng'shan'xia'zhu 来伴仙翁山下住
'lai'chao'qu'ye 来朝去也
'lai'dian'po'yi'hong'cheng'lv 来点破一泓澄绿
'lai'jin'dian 来近甸
'lai'kan'hong'shan'bai'zi'tu 来看红衫百子图
'lai'ri'qie'fu'tou 来日且扶头
'lai'shi'song'wo'ban'lao'chou 来时诵我伴牢愁
'lai'sui'ju'hua'kai 来岁菊花开
'lai'sui'liu'shang'qu'shui'shi 来岁流觞曲水时
'lai'wang'qi'jian 来往其间
'lai'wu'gao'ru 来吾告汝
'lai'xiang'ci'shan'gao'ge 来向此山高阁
'lai'xun'ge'zhong'jing 来寻个中静
'lan'fang'xian 懒方闲
'lan'hui'guang'feng 兰蕙光风
'lan'ling'wang'hen'zhi'ji 兰陵王恨之极
'lan'ling'wang'yi'qiu'he 兰陵王一丘壑
'lan'pei'fang'fei'wu'ren'wen 兰珮芳菲无人问
'lan'ting'he'chu'xun'yi'mo 兰亭何处寻遗墨
'lan'xuan'pu 览玄圃
'lang'gan'wu'shu'bi 琅玕无数碧
'lang'tao'sha'bu'ken'guo'jiang'dong 浪淘沙不肯过江东
'lang'tao'sha'jin'yu'jiu'qing'huai 浪淘沙金玉旧情怀
'lang'yuan'you'ge'ren'xi 阆苑有个人惜
'lao'ai'yi'pian'nan'xi'du 老爱遗篇难细读
'lao'bing'na'kan'sui'yue'qin 老病那堪岁月侵
'lao'bu'ru'ren'yi 老不如人意
'lao'da'shang'bei 老大伤悲
'lao'feng'guang 老风光
'lao'he'gao'fei 老鹤高飞
'lao'he'tou'xian 老合投闲
'lao'jin'qing'shan 老尽青山
'lao'lai'ceng'shi'yuan'ming 老来曾识渊明
'lao'lai'pa'zuo'song'xing'shi 老来怕作送行诗
'lao'qu'bu'kan'shui'si'wo 老去不堪谁似我
'lao'qu'ci'qing'bo 老去此情薄
'lao'qu'fang'zhi'kan'xian 老去方知堪羡
'lao'qu'hun'shen'wu'zhuo'chu 老去浑身无着处
'lao'qu'xing'cang'yu'yuan'wei 老去行藏与愿违
'lao'seng'pai'shou'xiao'xiang'kua 老僧拍手笑相夸
'lao'tou'pi 老头皮
'lao'tui'he'ceng'shuo'zhe'guan 老退何曾说着官
'lao'wo'chi'wan'he'zhu'shan 老我痴顽合住山
'lao'wo'shan'zhong'shui'lai'ban 老我山中谁来伴
'lao'wo'shang'huai'deng'lin'ji 老我伤怀登临际
'lao'yan'xiu'ming 老眼羞明
'lao'yi'xiang'huo'ku'fan'jing 老依香火苦翻经
'lao'yu'mi'zhen 老语弥真
'lao'zi'dang'nian 老子当年
'lao'zi'feng'liu'zhan'que 老子风流占却
'lao'zi'jin'zhao 老子今朝
'lao'zi'ping'sheng 老子平生
'lao'zi'po'suo 老子婆娑
'lao'zi'xing'bu'qian 老子兴不浅
'le'dan'piao'xie 乐箪瓢些
'le'le'xu'bei 乐了须悲
'le'ling'qu'qu'you'wei'da 乐令区区犹未达
'le'mo'le'xin'xiang'shi 乐莫乐新相识
'le'tian'shi'ju'xiang'shan'li 乐天诗句香山里
'lei'hen'di'jin'xiang'e 泪痕滴尽湘娥
'lei'lei'que'you 累累却有
'lei'wu'qu 累吾躯
'leng'ceng'shi'yu'mo'kong 棱层势欲摩空
'leng'die'fei'qing'ju'ban'kai 冷蝶飞轻菊半开
'leng'qing'qing'di'xu'duo'xiang 冷清清地许多香
'leng'yan'han'shu'ti'wu 冷烟寒树啼乌
'leng'yan'han'yun'qu'you'hen 冷雁寒云渠有恨
'li'cai'wei'ren'zai'xia'zhong 李蔡为人在下中
'li'duo'hui'shao'kan'jing 离多会少堪惊
'li'hua'ye'zuo'bai'tou'xin 梨花也作白头新
'li'hua'yuan'luo'qiu'qian'suo 梨花院落秋千索
'li'luo'fei'hua 篱落飞花
'lian'cheng'cai'huan'yi'yang'pi 连城才换一羊皮
'lian'mu'yan'shuang'shuang 帘幕燕双双
'lian'po'lao'yi 廉颇老矣
'lian'se'hong'cheng'yu'qing'shui 练色泓澄玉清水
'lian'she'gao'ren'liu'weng'yu 莲社高人留翁语
'lian'she'qi'kan'tan'zuo'meng 莲社岂堪谈昨梦
'liang'ding'ce 两定策
'liang'feng'pang'song'gao'han 两峰旁耸高寒
'liang'ge'ti'ya 两个啼鸦
'liang'guo'fu'ren'geng'shi'shui 两国夫人更是谁
'liang'hang'hong'xiu 两行红袖
'liang'liang'san'san 两两三三
'liang'liang'yan'chuan'lian'mu 两两燕穿帘幕
'liang'lun'wu'jiao'zou'ru'suo 两轮屋角走如梭
'liang'san'bei'hou'hua'yuan'shu 两三杯后花缘熟
'liang'san'dian'yu'shan'qian 两三点雨山前
'liang'shan'heng'dai 两山横黛
'liang'shou'wan'tian'he 两手挽天河
'liang'weng'xiang'dui'qing'ru'hu 两翁相对清如鹄
'liang'xia'zhan'yan 两峡崭岩
'liang'ye'geng'jiao'bing'zhu 良夜更教秉烛
'liang'ye'yan'yan'liu'ke 凉夜厌厌留客
'liang'zi'jun'wu'xi 两字君勿惜
'liao'bu'ti'qing'lei'chang'ti'xue 料不啼清泪长啼血
'liao'fan'xin'hu'qi 料凡心忽起
'liao'fu'er'er 聊复尔耳
'liao'jun'chang'bei'hua'nao 料君长被花恼
'liao'qing'shan'jian'wo'ying'ru'shi 料青山见我应如是
'liao'wei'bi'long'mian'neng'hua 料未必龙眠能画
'liao'zhang'zai 料长在
'lie'chu'rong'zhi'ye 列初荣枝叶
'lie'ri'qiu'shuang 烈日秋霜
'lie'su'xia'ren'huan 列宿下人寰
'lin'feng'heng'yu'guan 临风横玉管
'lin'feng'yi'xiao 临风一笑
'lin'hong'geng'zhang'shui'tuo 鳞鸿更仗谁托
'lin'jian'xie'ke'geng'peng'cha 林间携客更烹茶
'lin'jiang'xian'gu'zi'hua'kai'chun'lan'man 临江仙鼓子花开春烂熳
'lin'jiang'xian'ji'qu'nian'nian'wei'shou'ke 临江仙记取年年为寿客
'lin'jiang'xian'lao'qu'hun'shen'wu'zhuo'chu 临江仙老去浑身无着处
'lin'jiang'xian'leng'yan'han'yun'qu'you'hen 临江仙冷雁寒云渠有恨
'lin'jiang'xian'liu'shi'san'nian'wu'xian'shi 临江仙六十三年无限事
'lin'jiang'xian'mo'xiao'wu'jia'cang'bi'xiao 临江仙莫笑吾家苍壁小
'lin'jiang'xian'shou'nian'huang'hua'wu'yi'xu 临江仙手捻黄花无意绪
'lin'jiang'xian'shou'zhong'men'qian'wu'bai'shu 临江仙手种门前乌柏树
'lin'jiang'xian'ting'yun'ou'zuo 临江仙停运偶作
'lin'jiang'xian'ye'yu'nan'tang'xin'wa'xiang 临江仙夜语南堂新瓦响
'lin'jiang'xian'yi'zi'jiu'qing'shi'xing'lan 临江仙一自酒情诗兴懒
'lin'jiang'xian'yi'zui'san'shan'fang'shu'xia 临江仙忆醉三山芳树下
'lin'jiang'xian'zhai'yang'jin'bei'jiao'huan'le 临江仙窄样金杯教换了
'lin'jiang'xian'zhi'kong'mu'dan'liu'bu'zhu 临江仙只恐牡丹留不住
'lin'jiang'xian'zui'mao'yin'bian'hua'bu'zhu 临江仙醉帽吟鞭花不住
'lin'xun'tu'wu 嶙峋突兀
'ling'hua'zhao'mian'xu'pin'ji 菱花照面须频记
'ling'ling'yi'shui'hui'shuang'xing 泠泠一水会双星
'ling'luo'yi'qing'wei'qi 零落一顷为萁
'ling'tou'shi'mu'wang'long'an 岭头拭目望龙安
'liu'de'yi'qian'kan 留得一钱看
'liu'feng'qing 柳风轻
'liu'hun'zhang'ni 流昏涨腻
'liu'ri'gui'shi'yi'shi'yi 六日归时已是疑
'liu'ru'si 柳如丝
'liu'shao'qing'bai'niao'xiang'ying 柳梢青白鸟相迎
'liu'shao'qing'mo'lian'dan'nan 柳梢青莫炼丹难
'liu'sheng'shi 留盛事
'liu'shi'san'nian'wu'xian'shi 六十三年无限事
'liu'shui'wu'xia'lv'heng'xi 流水屋下绿横溪
'liu'xian'chu'shi'ya'luo'qun 留仙初试砑罗裙
'liu'ye'liu'dao'yi'bian 流也流到伊边
'liu'yin'he'shi'cui'mei'pin 柳因何事翠眉颦
'liu'ying'bu'ken'ru'xi'yuan 流莺不肯入西园
'liu'yue'huo'yun'shi 六月火云时
'liu'zhou'ge'tou'chen'lai'wen'ji 六州歌头晨来问疾
'liu'zhou'ge'tou'xi'hu'wan'qing 六州歌头西湖万顷
'liu'zhu'fei'yun'duo'shao 留住飞云多少
'long'quan'jia'chu 龙泉佳处
'long'shan'he'chu 龙山何处
'long'she'qi'lu 龙蛇起陆
'long'tou'xiu'fang'ma'ti'song 陇头休放马蹄松
'long'xian'zhu 龙衔烛
'long'you'xiang'feng 龙友相逢
'lou'guan'chu'qian'men 楼观矗千门
'lou'guan'hua'nan'cheng 楼观画难成
'lou'yi'qin'ku'gu 蝼蚁侵枯骨
'lou'yu'cai'bing'zhe'ju 镂玉裁冰着句
'lu'bang'ren'guai'wen 路傍人怪问
'lu'he'fan'ye 露荷翻叶
'lu'heng'xie 路横斜
'lu'ran'wu'yi'qiu 露染武夷秋
'lu'ru'men'qian'liu 路入门前柳
'lu'xian'xi'shan'gao'xie 路险兮山高些
'lu'yu'gui'su 鲈鱼归速
'lu'zhu'zi'qing'qing 菉竹自青青
'lu'zhuan'xi'qiao'hu'jian 路转溪桥忽见
'luan'hong'dian'dian'tuan'xiang'die 乱红点点团香蝶
'luan'ya'bi'jing'wu'cai'si 乱鸦毕竟无才思
'luan'yun'rao'rao'shui'chan'chan 乱云扰扰水潺潺
'lue'wu'ren'guan'yu'he'feng 略无人管雨和风
'lue'xiang'si 略相似
'lun'gong'qi'de'jiu'zong'ying 论公耆德旧宗英
'lun'miao'li 论妙理
'lun'xin'lun'xiang 论心论相
'luo'hong'fei'xue'man'fen'fen 落红飞雪谩纷纷
'luo'hua'shi'jie 落花时节
'luo'hua'shi'jie'you'feng'jun 落花时节又逢君
'luo'hua'xi 落花溪
'luo'hua'zhi 落花知
'luo'jin'yi'lei'bie'can'zhuang 罗巾浥泪别残妆
'luo'lie'er'sun'xin'fu 罗列儿孙新妇
'luo'mao'can'jun'hua'fa 落帽参军华发
'luo'ri'xiao'shuang'han 落日晓霜寒
'luo'ru'jin'jie 罗襦襟解
'luo'xing'wan'dian 落星万点
'luo'ying'bao'bian'gui'xiu 落英饱便归休
'lv'bin'dou'wu'bai'fa'qin 绿鬓都无白发侵
'lv'bin'long'cong'yong'li 绿鬓珑璁慵理
'lv'bin'zhu'yan'yi'jiu 绿鬓朱颜依旧
'lv'cheng'yin'ye 绿成阴也
'lv'chuang'chan'di'tiao'hong'zhuang 绿窗刬地调红妆
'lv'chuang'zhu'hu'jiang'hu'yang 绿窗朱户江湖样
'lv'shu'ting'ti'jue 绿树听鹈鴂
'lv'shui'hong'lian'mi'jiu'ti 绿水红莲觅旧题
'lv'tou'ya'qi'xi 绿头鸭七夕
'lv'yang'di'ying'chuang 绿杨低映窗
'lv'yang'yin'li 绿杨阴里
'lv'yi'chi'jie 绿衣持节
'lv'yin'ti'niao 绿阴啼鸟
'lv'yin'xia 绿阴夏
'lv'zhang'lian'yun'cui'fu'kong 绿涨连云翠拂空
'lv'zhu'yuan'po 绿竹缘坡
'ma'sa'shi'wen 摩挲试问
'ma'sa'su'yue 摩挲素月
'ma'shang'pi'pa'guan'sai'hei 马上琵琶关塞黑
'ma'shang'san'nian 马上三年
'ma'shang'xiu'mian'pin'zhe 马上羞面频遮
'ma'you'qing'chu'nu'bai'fan 马有青刍奴白饭
'mai'gua'ren'guo'zhu'bian'cun 卖瓜人过竹边村
'mai'zai'chi'guan'duo'he'yi 买栽池馆多何益
'man'ba'xie'lai'hong'fen'mian 满把携来红粉面
'man'chuang'xue'hu 满床靴笏
'man'dao'bu'ru'gui'qu'zhu 谩道不如归去住
'man'fan'hong'yu 谩翻红玉
'man'huai'zhu'yu'lei'lang'lang 满怀珠玉泪浪浪
'man'jiang'hong'ban'shan'jia'ju 满江红半山佳句
'man'jiang'hong'han'jie'dong'nan 满江红汉节东南
'man'jiang'hong'ji'ge'qing'ou 满江红几个轻鸥
'man'jiang'hong'lao'zi'dang'nian 满江红老子当年
'man'jiang'hong'lao'zi'ping'sheng 满江红老子平生
'man'jiang'hong'liang'xia'zhan'yan 满江红两峡崭岩
'man'jiang'hong'su'jiu'xing'shi 满江红宿酒醒时
'man'jiang'hong'wo'dui'jun'hou 满江红我对君侯
'man'jiang'hong'zi'mo'fei'chen 满江红紫陌飞尘
'man'kong'xiao'shao 满空箫勺
'man'lao'che'ma 谩劳车马
'man'mian'chen'ai 满面尘埃
'man'tian'chun'xue'lai 漫天春雪来
'man'ting'fang'xi'yan'xie'yang 满庭芳西崦斜阳
'man'yan'fen'fen'he'wu 满眼纷纷何物
'man'yan'feng'guang'bei'gu'lou 满眼风光北固楼
'man'ying'de'shang'jin'gan'jiu 谩赢得伤今感旧
'man'zhuo'jin'jiao'ye 满酌金蕉叶
'man'zuo'yi'guan'si'xue 满座衣冠似雪
'mang'mang'yu'ji'dou'wu 茫茫禹迹都无
'mao'bi'liu'lang'shui'jie 貌比六郎谁洁
'mao'lin'xiu'zhu 茂林修竹
'mao'lin'xiu'zhu'lan'ting 茂林修竹兰亭
'mao'lin'ying'dai'shui'jia'zhu 茂林映带谁家竹
'mao'she'shu'li'jiang'shang'lu 茅舍疏篱江上路
'mao'yan'shang 茅檐上
'mei'e'wu'zhen'shi 美恶无真实
'mei'gong'fu'shuo'li 没工夫说里
'mei'hua'ke'cui'can 梅花可摧残
'mei'hua'ye'jie'ji'xiang'si 梅花也解寄相思
'mei'hua'zheng'zi'bu'e 梅花政自不恶
'mei'li'yin'gong'zao'jian 眉里阴功早见
'mei'man'yi'qian'yu'li 美满一千馀里
'mei'shou'zheng'ru'chuan 眉寿正如川
'mei'si'xue 梅似雪
'mei'tou'bu'si'qu'nian'pin 眉头不似去年颦
'mei'yu 梅雨
'mei'yu'dou'cheng'ni'qie 美玉都成泥切
'mei'zi'sheng'shi'dao'ji'hui 梅子生时到几回
'mei'zi'tui'hua'shi 梅子褪花时
'men'qian'fu'lao'xin'xin 门前父老忻忻
'men'qian'man'chu'ri'gan'ge 门前蛮触日干戈
'men'qian'ping'lu'cheng'jiang 门前平陆成江
'men'qian'wan'hu'chun'han 门前万斛春寒
'men'qian'you'ke'xiu'ying'su 门前有客休迎肃
'men'wai'cang'guan'qian'bai'bei 门外苍官千百辈
'men'wai'cang'lang'shui 门外沧浪水
'men'wai'du'xing'ren'ye'fang 门外独醒人也访
'men'wai'ren'xing'fang'cao'lu 门外人行芳草路
'men'wai'shui'han'man'chu'zhan 门外谁酣蛮触战
'meng'hui'ren'yuan'xu'duo'chou 梦回人远许多愁
'meng'jue'dong'chuang 梦觉东窗
'meng'jue'nan'ke'ri'wei'xie 梦觉南柯日未斜
'meng'li'hai'xiang'song 梦里还相送
'meng'li'qing'lou 梦里青楼
'meng'long'bi'lu'ye'hua'xiu 朦胧避路野花羞
'meng'san'dao 梦三刀
'meng'zhong'die 梦中蝶
'meng'zhong'hu'die 梦中蝴蝶
'meng'zhong'qin'duan'xian 梦中琴断弦
'meng'zhong'ren'si'yu 梦中人似玉
'meng'zhong'xiang'dui'ye'long'zhong 梦中相对也龙钟
'meng'zhong'yi'jian'cen'ci'shi 梦中一见参差是
'mi'ju'ru'dong'ye 觅句如东野
'mi'lu'gu'su 麋鹿姑苏
'mian'huang'du 眠黄犊
'mian'pi'er'shang'yin'shui'bai 面皮儿上因谁白
'miao'cang'ming'wang'yang'dong'shi 渺沧溟望洋东视
'miao'ge'zheng'chang'xin'que 妙歌争唱新阕
'miao'jue'ying'nan'you 妙绝应难有
'miao'ling'xiu'fa 妙龄秀发
'miao'miao'chou'yu 眇眇愁余
'miao'wu'qing'ge'yong'qian'hou 妙舞清歌拥前后
'miao'yu'lai'ti'qiao'shang'zhu 妙语来题桥上柱
'min'chen'ji 泯陈迹
'ming'bian'guan'he'yao'yao 明便关河杳杳
'ming'chao'gui'lu'you'ren'cui 明朝归路有人催
'ming'chao'zai'zuo'dong'yang'yue 明朝再作东阳约
'ming'li'ben'chi 名利奔驰
'ming'li'chu 名利处
'ming'mou'hao'chi 明眸皓齿
'ming'wan'fan'xiang'bai 茗盌泛香白
'ming'xi'jing'qiu'hao'xie 明兮镜秋毫些
'ming'you'tian'fu'gui'he'shi 命由天富贵何时
'ming'yue'bie'zhi'jing'que 明月别枝惊鹊
'ming'yue'he'fang'qian'li'ge 明月何妨千里隔
'ming'yue'jing'xin'mo 明月镜新磨
'ming'yue'lin'guan 明月临关
'ming'yue'lou'tai'xiao'gu'ye 明月楼台箫鼓夜
'ming'yue'tuan'tuan'gao'shu'ying 明月团团高树影
'mo'ba'yi'fen'zeng'jian 莫把一分增减
'mo'bei'ge 莫悲歌
'mo'bi'chun'yin'shang'ma'chi 莫避春阴上马迟
'mo'chou'ping'qing'chi'jin'lei 莫愁缾罄耻金罍
'mo'dao'chang'sheng'xue'bu'de 莫道长生学不得
'mo'de'guan'xian'cui 蓦地管弦催
'mo'de'zhuo'jiang'lai'duan'song 蓦地捉将来断送
'mo'fu'liang'biao'jia'zhi 莫负凉飚佳致
'mo'gu'feng'yue'jin'xi 莫孤风月今夕
'mo'guai'dong'li'yun'jian 莫怪东篱韵减
'mo'hen'chun'feng'kan'jin 莫恨春风看尽
'mo'hu'lai'zheng'er'fang'ren'le 莫呼来政尔妨人乐
'mo'hu'yuan'qie'zi'duo'zhao'he 莫呼猿且自多招鹤
'mo'ji'qing'men'qian 莫击磬门前
'mo'jiao'hua'fa'kong'cui 莫教华发空催
'mo'jiao'qiu'shan'xue'tuan'tuan 莫教秋扇雪团团
'mo'jiao'tou'shang'qian'diao'chan 莫教头上欠貂蝉
'mo'jiao'xian'guan'bian'sheng'yi 莫教弦管便生衣
'mo'juan'zhu'lian'qi 莫卷珠帘起
'mo'lian'dan'nan 莫炼丹难
'mo'mo'shi'quan'dou'shan'jiao 脉脉石泉逗山脚
'mo'nen'pai'huai 莫恁徘徊
'mo'ran'lian'mei'que'ting'ting 蓦然敛袂却亭亭
'mo'shan'xi'fan'shu'yin'shui 蓦山溪饭蔬饮水
'mo'shan'xi'hua'tang'lian'juan 蓦山溪画堂帘卷
'mo'shan'xi'xiao'qiao'liu'shui 蓦山溪小桥流水
'mo'shang'you'ren'kua'gu'guo 陌上游人夸故国
'mo'shuo'gong'dao'shi'ye 莫说弓刀事业
'mo'shuo'xi'zhou'lu 莫说西州路
'mo'si'liang 莫思量
'mo'suo'ying'zhi 摸索应知
'mo'ti'chun'guang'hua'xia'you 莫殢春光花下游
'mo'tou'tong'tai'wa 磨透铜台瓦
'mo'wang'zhong'zhou'tan'shu'li 莫望中州叹黍离
'mo'wen'jia'tu'si'bi 莫问家徒四壁
'mo'wen'xing'wang'jin'ji'zhu 莫问兴亡今几主
'mo'xian'bai'fa'bu'si'liang 莫嫌白发不思量
'mo'xian'qian'hou'geng'pin'zhen 莫嫌浅后更频斟
'mo'xian'shou'xing'xiang'zhu 莫献寿星香烛
'mo'xian'zhang'ju'pin'lai'wang 莫嫌杖屦频来往
'mo'xiang'chi'er'shuo'meng 莫向痴儿说梦
'mo'xiao'wu'jia'cang'bi'xiao 莫笑吾家苍壁小
'mo'xie'ge'wu'qu'xiang'cui 莫携歌舞去相催
'mo'xie'nong'yu'lan'bian'qu 莫携弄玉栏边去
'mo'xu'ba'qian'jin'pao'zhi 莫虚把千金抛掷
'mo'yan'yin'bei'xiao 莫厌银杯小
'mo'yi'sheng'ge'duo'le'shi 莫倚笙歌多乐事
'mo'yi'wang'huai 莫倚忘怀
'mo'yin'bie'ge 莫因别个
'mo'yin'shi'mo'pao'zun'jiu 莫吟诗莫抛尊酒
'mo'yin'xun'wang'que'chun'lu 莫因循忘却莼鲈
'mo'yong'jing'qi'zhen'ge'qu 莫拥旌旗真个去
'mo'yuan'ling'xiu 莫怨灵修
'mo'zhu'ling'chun'gui'he 莫祝灵椿龟鹤
'mo'zuo'lu'pang'hua 莫作路旁花
'mu'dan'bi'de'shui'yan'se 牡丹比得谁颜色
'mu'dan'zuo'ye'fang'kai'bian 牡丹昨夜方开遍
'mu'duan'san'shan'yi'zu 目断三山伊阻
'mu'lan'hua'man'jiu'shi'lou'shang'ke 木兰花慢旧时楼上客
'mu'lan'hua'man'ke'lian'jin'xi'yue 木兰花慢可怜今夕月
'mu'lan'hua'man'lu'bang'ren'guai'wen 木兰花慢路傍人怪问
'mu'mo'cui'lou'chu 木末翠楼出
'mu'nian'bu'fu'duan'chang'ci 暮年不赋短长词
'mu'si'zhao'san'you'he'yi 暮四朝三又何异
'mu'song'chao'ying 暮送朝迎
'mu'xian'sheng 穆先生
'mu'yun'duo 暮云多
'na'bian'cai'jian 那边才见
'na'bian'ying'shi'shuo'nong'shi 那边应是说侬时
'na'bian'ying'shi'wang'gui'qi 那边应是望归期
'na'bian'yu'zhu'xiao'ti'fen 那边玉箸销啼粉
'na'kan'chou'shang'geng'tian'chou 那堪愁上更添愁
'na'kan'geng'zhe'zi'gui'ti 那堪更着子规啼
'na'shi'xian'shuo'xiang 那时闲说向
'na'zhi'que'you 那知却有
'na'zhi'you'geng'kan'you 那知有更堪忧
'nai'weng'yi'jiu'guan'xie'er 乃翁依旧管些儿
'nai'yi'fan'chou 奈一番愁
'nan'de'zheng'fang'yuan 难得正方圆
'nan'di 难敌
'nan'er'shi'ye 男儿事业
'nan'er'wu'nai'wu'che'he 男儿无奈五车何
'nan'ge'zi'san'fa'pi'jin'chu 南歌子散发披襟处
'nan'guan'hua'shen 南馆花深
'nan'lou'lao'zi 南楼老子
'nan'wang'shi'jun'hou'ri 难忘使君后日
'nan'xiang'zi'deng'jing'kou'bei'gu'ting'you'huai 南乡子登京口北固亭有怀
'nan'xiang'zi'ri'ri'lao'lai'yi 南乡子日日老莱衣
'nan'xiang'zi'wu'chu'zhe'chun'guang 南乡子无处着春光
'nao'sha 恼杀
'nen'bing'you'bo 嫩冰犹薄
'nen'han'qing'xiao 嫩寒清晓
'neng'ji'duo'chun 能几多春
'ni'qian'he'ren 拟倩何人
'ni'qian'liu'ying'shuo'yu 拟倩流莺说与
'ni'qin'gong 泥秦宫
'ni'xiang'shi'ren'qiu'you'fu 拟向诗人求幼妇
'nian'nian'ci'ji'shang'li'bie 年年此际伤离别
'nian'nian'jin'rui'yan'xi'feng 年年金蕊艳西风
'nian'nian'suo'jin'mei'hua'xiao 年年索尽梅花笑
'nian'nian'tuan'shan'yuan'qiu'feng 年年团扇怨秋风
'nian'nian'zui'li 年年醉里
'nian'nu'jiao'feng'kuang'yu'heng 念奴娇风狂雨横
'nian'nu'jiao'jiang'nan'jin'chu 念奴娇江南尽处
'nian'nu'jiao'jun'shi'hao'chu 念奴娇君诗好处
'nian'nu'jiao'kan'gong'feng'gu 念奴娇看公风骨
'nian'nu'jiao'long'shan'he'chu 念奴娇龙山何处
'nian'nu'jiao'lun'xin'lun'xiang 念奴娇论心论相
'nian'nu'jiao'miao'ling'xiu'fa 念奴娇妙龄秀发
'nian'nu'jiao'shi'shui'tiao'hu 念奴娇是谁调护
'nian'nu'jiao'shu'shu'dan'dan 念奴娇疏疏淡淡
'nian'nu'jiao'wei'gu'mei'jiu 念奴娇为沽美酒
'nian'nu'jiao'wei'xu'cao'cao 念奴娇未须草草
'nian'nu'jiao'xi'zhen'zi'mei 念奴娇西真姊妹
'nian'qu'nian'lai'huan'you'xiao 年去年来还又笑
'nian'shao'wan'dou'mou 年少万兜鍪
'niao'juan'fei 鸟倦飞
'niao'juan'fei'hai'ping'lin'qu 鸟倦飞还平林去
'niao'juan'fei'hai'yi 鸟倦飞还矣
'niao'niao'dong'feng 袅袅东风
'niao'yi'bian'chun'se 袅一鞭春色
'ning'bing'yu 凝冰玉
'ning'bu'zhi'qi 宁不知其
'ning'yuan'nao'xie 宁猿猱些
'ning'zuo'wo 宁作我
'nong'fen'tiao'zhu'qian'shou 弄粉调朱纤手
'nong'jia 侬家
'nong'jiao'wu'li 弄娇无力
'nong'qiu'shui 弄秋水
'nong'xi'nai'he 弄溪奈何
'nong'zi'shen'huang'yi'hua'tu 浓紫深黄一画图
'ou'ran'zhong'bang'yu'xi'dong 偶然重傍玉溪东
'ou'xiang'ting'yun'tang'shang'zuo 偶向停云堂上坐
'pa'chou'gang'ba'jiu'jin'chi 怕愁刚把酒禁持
'pa'fang'nong'hu'shang'xian'xing 怕妨侬湖上闲行
'pa'qi'liang'wu'wu'ban'jun'shi 怕凄凉无物伴君时
'pa'ren'qing'lei'liu 怕人清泪流
'pa'shi'dang'nian 怕是当年
'pa'shi'qiu'tian'feng'lu 怕是秋天风露
'pa'shi'qu'zhong'you'dai'chu'ge'sheng 怕是曲中犹带楚歌声
'pa'wan'li'chang'jing 怕万里长鲸
