'ai'hao 爱好
'jin'jia'tiao'zheng'dan'dang'shi'ku'cun'ming'xi 进价调整单当时库存明细
'jin'jia'tiao'zheng'dan'ku'cun'tiao'zheng'ming'xi 进价调整单库存调整明细
'jin'jia'tiao'zheng'dan'pi'ci'ming'xi 进价调整单批次明细
'jin'jia'tiao'zheng'dan'sheng'xiao'dan'wei'ming'xi 进价调整单生效单位明细
'jin'ru'xia'yi'hang'biao'zhi 进入下一行标志
'jin'xiang'shui'lv 进项税率
'jin'yun'xu'men'dian'tiao'jia'sheng'xiao 仅允许门店调价生效
'jing'ban'ren 经办人
'jing'du 精度
'jing'que'jin'e 精确金额
'jing'que'shu'liang 精确数量
'jing'xiao'fang'shi 经销方式
'jing'ying'ce'lue'yu'mu'di 经营策略与目的
'jing'ying'fen'xi'wen'jian 经营分析文件
'jing'ying'ji'hua 经营计划
'jing'ying'mian'ji 经营面积
'jing'ying'mu'di 经营目的
'jing'ying'pin'shu 经营品数
'jing'ying'pin'zhong'shu 经营品种数
'jing'ying'shu'xing 经营属性
'jing'ying'shu'xing'tiao'zheng'fan'wei 经营属性调整范围
'jing'ying'shuo'ming 经营说明
'jing'zheng'lei'xing'men'dian'shang'pin'jia'ge'shi'tu 竞争类型门店商品价格视图
'jiu'he'suan'jia 旧核算价
'jiu'ku'cun'jia 旧库存价
'ju'tui'shu'liang 拒退数量
'ju'tui'yuan'yin 拒退原因
'jue'ce'shu'xin'xi 决策树信息
'jue'ce'yin'su'bi'zhong 决策因素比重
'jue'ce'yin'su'biao 决策因素表
'jue'ce'yin'su'dai'ma 决策因素代码
'jue'ce'yin'su'ming'cheng 决策因素名称
'jue'ce'yin'su'zhi 决策因素值
'ka'ban'shu 卡板数
'ka'cheng'ben 卡成本
'ka'cheng'ben'fu'kuan'fang'shi 卡成本付款方式
'ka'fu'kuan'fang'shi 卡付款方式
'ka'hao 卡号
'ka'ji'lu 卡记录
'ka'jie'zhi 卡介质
'ka'lei'xing 卡类型
'ka'lei'xing'chong'zhi'ji'fen'gui'ze 卡类型充值积分规则
'ka'lei'xing'chong'zhi'ji'fen'gui'ze'cao'zuo'ri'zhi 卡类型充值积分规则操作日志
'ka'ming'cheng 卡名称
'ka'xin'xi 卡信息
'ka'zong'zhang 卡总帐
'ka'zong'zhang'zong'biao 卡总帐总表
'kai'dan'ren 开单人
'kai'dan'ri'qi 开单日期
'kai'hu'hang'hang'hao 开户行行号
'kai'hu'hang'ji'zhang'hao 开户行及帐号
'kai'hu'hang'ming'cheng 开户行名称
'kai'hu'yin'hang 开户银行
'kai'piao'ren 开票人
'kai'piao'ri'qi 开票日期
'kai'piao'shi'jian 开票时间
'kai'shi'ri'qi 开始日期
'kai'shi'shi'jian 开始时间
'kai'shi'shi'ke 开始时刻
'kai'ye'shi'jian 开业时间
'kao'jin'di'dian 靠近地点
'ke'chong'fu'shi'yong 可重复使用
'ke'dan'jia'cu'xiao'huo'dong'ma 客单价促销活动码
'ke'dan'liang'cu'xiao'huo'dong'ma 客单量促销活动码
'ke'ding'huo 可定货
'ke'dui'jiang'shang'pin 可兑奖商品
'ke'dui'jiang'wu'shi'tu 可兑奖物视图
'ke'hu 客户
'ke'hu'dai'ma 客户代码
'ke'hu'dang'qian'ying'shou'kuan'shi'tu 客户当前应收款视图
'ke'hu'fu'kuan'ren 客户付款人
'ke'hu'hao 客户号
'ke'hu'jiao'kuan 客户交款
'ke'hu'jie'qing'dan 客户结清单
'ke'hu'jie'qing'dan'ming'xi 客户结清单明细
'ke'hu'jie'suan'dan 客户结算单
'ke'hu'jie'suan'dan'ming'xi 客户结算单明细
'ke'hu'jie'suan'tiao'zheng'dan 客户结算调整单
'ke'hu'jie'suan'tiao'zheng'dan'ming'xi 客户结算调整单明细
'ke'hu'lei'bie'biao 客户类别表
'ke'hu'lei'xing 客户类型
'ke'hu'lei'xing'bian'hao 客户类型编号
'ke'hu'lei'xing'biao 客户类型表
'ke'hu'lei'xing'ming'cheng 客户类型名称
'ke'hu'ling'shou'jia 客户零售价
'ke'hu'ming'cheng 客户名称
'ke'hu'qun'miao'shu 客户群描述
'ke'hu'qun'xing'bie 客户群性别
'ke'hu'shang'pin'biao 客户商品表
'ke'hu'shang'pin'dai'ma 客户商品代码
'ke'hu'shang'pin'jia'ge'tiao'zheng'dan 客户商品价格调整单
'ke'hu'shang'pin'jia'ge'tiao'zheng'dan'ming'xi 客户商品价格调整单明细
'ke'hu'shang'pin'jia'ge'tiao'zheng'dan'ri'zhi 客户商品价格调整单日志
'ke'hu'shou'kuan'dan 客户收款单
'ke'hu'shou'kuan'dan'shou'kuan'fang'shi'ming'xi 客户收款单收款方式明细
'ke'hu'wei'fu'kuan'dan'ju'biao 客户未付款单据表
'ke'hu'xin'yong'e'du 客户信用额度
'ke'hu'xin'yong'e'du'kou'kuan'ri'zhi 客户信用额度扣款日志
'ke'hu'xing'ming 客户姓名
'ke'hu'yi'fu'kuan'dan'ju'biao 客户已付款单据表
'ke'hu'yi'jie'biao'zhi 客户已结标志
'ke'hu'yi'jie'suan'e 客户已结算额
'ke'hu'yi'jie'suan'shu 客户已结算数
'ke'hu'yu'shou'kuan'cao'zuo'li'shi 客户预收款操作历史
'ke'hu'yu'shou'kuan'dan 客户预收款单
'ke'hu'yu'shou'kuan'dan'ri'zhi 客户预收款单日志
'ke'hu'zhang'kuan'nian'bao 客户帐款年报
'ke'hu'zhang'kuan'ri'bao 客户帐款日报
'ke'hu'zhang'kuan'ri'bao'qi'chu'zhi 客户帐款日报期初值
'ke'hu'zhang'kuan'yue'bao 客户帐款月报
'ke'hu'zhuan'huan'biao 客户转换表
'ke'hu'zong'biao 客户总表
'ke'hu'zu'shang'pin'jia'ge'tiao'zheng'dan 客户组商品价格调整单
'ke'hu'zu'shang'pin'jia'ge'tiao'zheng'dan'ming'xi 客户组商品价格调整单明细
'ke'hu'zu'shang'pin'jia'ge'tiao'zheng'dan'ri'zhi 客户组商品价格调整单日志
'ke'jian 可见
'ke'jiang'li'ji'fen 可奖励积分
'ke'jiang'li'ji'fen'biao 可奖励积分表
'ke'mu 科目
'ke'mu'dai'ma 科目代码
'ke'mu'ming 科目名
'ke'mu'ming'cheng 科目名称
'ke'mu'shuo'ming 科目说明
'ke'ti'shu'liang 可提数量
'ke'tiao'zheng'dui'jiang'wu'shi'tu 可调整兑奖物视图
'ke'tui'shu'liang 可退数量
'ke'xiu'gai 可修改
'ke'xuan'zhi 可选值
'ke'xuan'zhi'biao'zhi 可选值标志
'ke'xuan'zu'shu 可选组数
'ke'yong'ping'tai 可用平台
'ke'yong'ti'huo'shang'pin'zu 可用提货商品组
'ke'yuan'di 客源地
'ke'yuan'di'ming'cheng 客源地名称
'kong'bai'pan'dian'dan 空白盘点单
'kong'bai'pan'dian'dan'hao 空白盘点单号
'kong'bai'pan'dian'dan'ming'xi 空白盘点单明细
'kong'jian'biao'ti 控件标题
'kong'jian'lei'xing 控件类型
'kong'jian'ming'cheng 控件名称
'kong'zhi'mo'shi 控制模式
'kong'zhi'zhong'xin'ri'zhi 控制中心日志
'kou'kuan'jin'e 扣款金额
'kou'kuan'mo'xing 扣款模型
'kou'kuan'qu'jian'dan'wei 扣款区间单位
'kou'kuan'qu'jian'dan'wei'shu 扣款区间单位数
'kou'kuan'shi'jian 扣款时间
'kou'ling 口令
'ku'cun 库存
'ku'cun'cheng'ben 库存成本
'ku'cun'cheng'ben'e 库存成本额
'ku'cun'cheng'ben'jia 库存成本价
'ku'cun'cheng'ben'tiao'zheng 库存成本调整
'ku'cun'cheng'ben'tiao'zheng'e 库存成本调整额
'ku'cun'cheng'ben'tiao'zheng'zong'e 库存成本调整总额
'ku'cun'dao'xiao'qi'tiao'zheng'dan 库存到效期调整单
'ku'cun'dao'xiao'qi'tiao'zheng'dan'ming'xi 库存到效期调整单明细
'ku'cun'e 库存额
'ku'cun'ji'lu'tiao'zheng 库存记录调整
'ku'cun'jia 库存价
'ku'cun'jia'cha'e 库存价差额
'ku'cun'jia'cha'jia 库存价差价
'ku'cun'jin'e 库存金额
'ku'cun'kuai'zhao 库存快照
'ku'cun'kuai'zhao'tiao'zheng'dan 库存快照调整单
'ku'cun'kuai'zhao'tiao'zheng'dan'ming'xi 库存快照调整单明细
'ku'cun'kuai'zhao'xiao'shou'ming'xi 库存快照销售明细
'ku'cun'nian'bao 库存年报
'ku'cun'qu'shui'nian'bao 库存去税年报
'ku'cun'qu'shui'ri'bao 库存去税日报
'ku'cun'qu'shui'yue'bao 库存去税月报
'ku'cun'ri'bao 库存日报
'ku'cun'shi'tu 库存视图
'ku'cun'shu'liang 库存数量
'ku'cun'tiao'zheng'nian'bao 库存调整年报
'ku'cun'tiao'zheng'qu'shui'nian'bao 库存调整去税年报
'ku'cun'tiao'zheng'qu'shui'ri'bao 库存调整去税日报
'ku'cun'tiao'zheng'qu'shui'yue'bao 库存调整去税月报
'ku'cun'tiao'zheng'ri'bao 库存调整日报
'ku'cun'tiao'zheng'ri'bao'qi'chu'zhi 库存调整日报期初值
'ku'cun'tiao'zheng'shu'ju'fa'song'jie'guo 库存调整数据发送结果
'ku'cun'tiao'zheng'yue'bao 库存调整月报
'ku'cun'yue'bao 库存月报
'ku'cun'zhuan'yi'dan 库存转移单
'ku'cun'zhuan'yi'dan'ming'xi 库存转移单明细
'ku'cun'zhuan'yi'guan'xi 库存转移关系
'ku'cun'zong'he 库存总和
'kuai'jie'jian 快捷键
'kuai'zhao'shi'jian 快照时间
'kuai'zhao'shi'ke'ku'cun'jia 快照时刻库存价
'kuai'zhao'shi'ke'ku'cun'jin'e 快照时刻库存金额
'kuai'zhao'shu 快照数
'kuai'zhao'shu'liang 快照数量
'kuai'zhao'xiao'shou'shu 快照销售数
'kuan'du 宽度
'kuan'du'dan'wei 宽度单位
'kun'bang'cu'xiao'huo'dong'ma 捆绑促销活动码
'kun'bang'hou'de'shang'pin 捆绑后的商品
'kun'bang'shu'liang 捆绑数量
'lai'ke'e 来客额
'lai'ke'jia 来客价
'lai'ke'shu 来客数
'lai'yuan 来源
'lai'yuan'cu'xiao'dan'hao 来源促销单号
'lai'yuan'cu'xiao'dan'xing'hao 来源促销单行号
'lai'yuan'dan'hao 来源单号
'lai'yuan'dan'jia 来源单价
'lai'yuan'dan'ju 来源单据
'lai'yuan'dan'ju'biao'ming 来源单据表名
'lai'yuan'dan'ju'han'shui'jin'e 来源单据含税金额
'lai'yuan'dan'ju'lai'yuan'dan'wei 来源单据来源单位
'lai'yuan'dan'ju'lei'xing 来源单据类型
'lai'yuan'dan'ju'shui'e 来源单据税额
'lai'yuan'dan'ju'zhuang'tai 来源单据状态
'lai'yuan'dan'wei 来源单位
'lai'yuan'dan'wei'dai'ma 来源单位代码
'lai'yuan'dan'wei'ding'dan'hao 来源单位定单号
'lai'yuan'dan'wei'ming'cheng 来源单位名称
'lai'yuan'dan'xing'hao 来源单行号
'lai'yuan'ding'dan'hao 来源定单号
'lai'yuan'ding'dan'lei'xing 来源定单类型
'lai'yuan'ding'dan'ming'xi'ji'lu'hao 来源定单明细记录号
'lai'yuan'ding'dan'xing'hao 来源定单行号
'lai'yuan'fen'lei 来源分类
'lai'yuan'hang'hao 来源行号
'lai'yuan'jiao'yi'xu'hao 来源交易序号
'lai'yuan'lei'xing 来源类型
'lai'yuan'men'dian'hao 来源门店号
'lai'yuan'men'dian'yu'gou'dan'hao 来源门店预购单号
'lai'yuan'men'dian'yu'gou'dan'xing'hao 来源门店预购单行号
'lai'yuan'pei'huo'zeng'pin'xie'yi'hao 来源配货赠品协议号
'lai'yuan'ri'qi 来源日期
'lai'yuan'shang'pin 来源商品
'lai'yuan'shu'liang 来源数量
'lai'yuan'tian'dan'ri'qi 来源填单日期
'lai'yuan'tong'zhi'dan'hao 来源通知单号
'lai'yuan'wang'luo'dan'ju'biao'ming 来源网络单据表名
'lai'yuan'wang'zhan'di'zhi 来源网站地址
'lai'yuan'wu'liu 来源物流
'lai'yuan'xiang'mu'hao 来源项目号
'lai'yuan'xie'yi'hang'hao 来源协议行号
'lai'yuan'xie'yi'hao 来源协议号
'lai'yuan'zu'zhi 来源组织
'lan'ka'xian'zhi'jin'e 蓝卡限制金额
'lei'bie 类别
'lei'bie'ceng'ji'ma 类别层级码
'lei'bie'dai'ma 类别代码
'lei'bie'fan'wei 类别范围
'lei'bie'lei'bie'biao 类别类别表
'lei'bie'ma 类别码
'lei'bie'ming'cheng 类别名称
'lei'ji'cheng'gong'ren'zheng'ci'shu 累计成功认证次数
'lei'ji'fa'fang'jin'e 累计发放金额
'lei'ji'fa'fang'jin'e'xian'zhi 累计发放金额限制
'lei'ji'fa'fang'shu'liang 累计发放数量
'lei'ji'fa'fang'shu'liang'xian'zhi 累计发放数量限制
'lei'ji'jin'huo'e 累计进货额
'lei'ji'ren'zheng'ci'shu 累计认证次数
'lei'ji'xiao'shou'e 累计销售额
'lei'ji'zhi'fu'e 累计支付额
'lei'ming 类名
'lei'mu'fan'wei 类目范围
'lei'mu'fan'wei'dai'ma 类目范围代码
'lei'mu'fan'wei'jia'ge'zu 类目范围价格组
'lei'mu'fan'wei'shang'pin 类目范围商品
'lei'xing 类型
'lei'xing'bian'hao 类型编号
'lei'xing'ming'cheng 类型名称
'lei'zhi'pei'shang 类直配商
'leng'lian'lei'xing 冷链类型
'leng'lian'shang'pin'lei'xing 冷链商品类型
'li'huo'zu 理货组
'lian'jie'shu'liang 连接数量
'lian'xi'di'zhi 联系地址
'lian'xi'dian'hua 联系电话
'lian'xi'fang'shi 联系方式
'lian'xi'ren 联系人
'lian'xi'ren'chuan'hu 联系人传呼
'lian'xi'ren'di'zhi 联系人地址
'lian'xi'ren'di'zhi'you'bian 联系人地址邮编
'lian'xi'ren'dian'hua 联系人电话
'lian'xi'ren'ming'cheng 联系人名称
'lian'xiao'lv 联销率
'lian'xiao'lv'cu'xiao 联销率促销
'lian'xiao'lv'cu'xiao'dan 联销率促销单
'lian'xiao'lv'cu'xiao'dan'ming'xi 联销率促销单明细
'lian'xiao'lv'cu'xiao'dan'ri'zhi 联销率促销单日志
'lian'xiao'lv'cu'xiao'dan'sheng'xiao'dan'wei'ming'xi 联销率促销单生效单位明细
'lian'xu'cheng'gong'deng'lu'shi'jian'xian'zhi 连续成功登录时间限制
'lian'xu'chu'cuo'deng'lu'shi'jian'xian'zhi 连续出错登录时间限制
'lian'xu'chu'cuo'deng'lu'suo'ding'shi'jian 连续出错登录锁定时间
'liang'fan'jia 量贩价
'liang'you'shun'xu 量优顺序
'lin'shi'lu'ru'shang'pin'dan'wei 临时录入商品单位
'lin'shi'lu'ru'shang'pin'gui'ge 临时录入商品规格
'lin'shi'lu'ru'shang'pin'ming'cheng 临时录入商品名称
'lin'shi'lu'ru'shang'pin'shang'biao 临时录入商品商标
'ling'pai'biao 令牌表
'ling'pai'fu'wu'shi'xian 令牌服务时限
'ling'pai'guan'li 令牌管理
'ling'pai'guan'xi 令牌关系
'ling'pai'jiao'zhun'shi'jian 令牌校准时间
'ling'pai'lei'xing 令牌类型
'ling'pai'piao'yi'shi'jian'chuang 令牌漂移时间窗
'ling'pai'ping'jun'bai'tian'piao'yi'shi'jian 令牌平均白天漂移时间
'ling'pai'ren'zheng'ri'zhi 令牌认证日志
'ling'pai'xu'lie'hao 令牌序列号
'ling'pai'zhuang'tai 令牌状态
'ling'shou'cheng'ben 零售成本
'ling'shou'chu'li'biao'zhi 零售处理标志
'ling'shou'cu'xiao'jin'jia'e 零售促销进价额
'ling'shou'dan 零售单
'ling'shou'dan'fu'kuan 零售单付款
'ling'shou'dan'fu'kuan'huan'chong'chi 零售单付款缓冲池
'ling'shou'dan'huan'chong'chi 零售单缓冲池
'ling'shou'dan'ming'xi 零售单明细
'ling'shou'dan'ming'xi'huan'chong'chi 零售单明细缓冲池
'ling'shou'dan'ming'xi'you'hui 零售单明细优惠
'ling'shou'dan'ming'xi'you'hui'huan'chong'chi 零售单明细优惠缓冲池
'ling'shou'e 零售额
'ling'shou'fa'piao 零售发票
'ling'shou'fa'piao'ming'xi 零售发票明细
'ling'shou'fu'kuan'fang'shi 零售付款方式
'ling'shou'gui'ge 零售规格
'ling'shou'he'shou'e 零售核售额
'ling'shou'he'suan'e 零售核算额
'ling'shou'jia 零售价
'ling'shou'jin'e 零售金额
'ling'shou'jin'jia'e 零售进价额
'ling'shou'ku'bei'fen'zhou'qi 零售库备份周期
'ling'shou'liang 零售量
'ling'shou'qu'shui'e 零售去税额
'ling'shou'qu'shui'he'suan'e 零售去税核算额
'ling'shou'shu 零售数
'ling'shou'shu'ju'zan'cun'ku'ming 零售数据暂存库名
'ling'shou'shu'liang 零售数量
'ling'shou'shu'ru'shu'liang 零售输入数量
'ling'shou'shui'e 零售税额
'ling'shou'tui'huo'cheng'ben 零售退货成本
'ling'shou'tui'huo'cu'xiao'jin'jia'e 零售退货促销进价额
'ling'shou'tui'huo'e 零售退货额
'ling'shou'tui'huo'he'shou'e 零售退货核售额
'ling'shou'tui'huo'he'suan'e 零售退货核算额
'ling'shou'tui'huo'jin'jia'e 零售退货进价额
'ling'shou'tui'huo'qu'shui'e 零售退货去税额
'ling'shou'tui'huo'qu'shui'he'suan'e 零售退货去税核算额
'ling'shou'tui'huo'shu 零售退货数
'ling'shou'tui'huo'shu'liang 零售退货数量
'ling'shou'tui'huo'shui'e 零售退货税额
'ling'shou'ying'shou'zong'e 零售应收总额
'ling'shou'you'hui'e 零售优惠额
'ling'yong'dan'wei 领用单位
'ling'yong'ren 领用人
'liu'cheng'dao'xiang'tu 流程导向图
'liu'cheng'dao'xiang'tu'cao'zuo'ri'zhi 流程导向图操作日志
'liu'cheng'dao'xiang'tu'jian'tou 流程导向图箭头
'liu'cheng'dao'xiang'tu'lian'jie 流程导向图连接
'liu'cheng'dao'xiang'tu'lian'jie'dui'xiang 流程导向图连接对象
'liu'cheng'dao'xiang'tu'lian'jie'zi'ti 流程导向图连接字体
'liu'cheng'dao'xiang'tu'tu'xing 流程导向图图形
'liu'cheng'dao'xiang'tu'tu'xing'dui'xiang 流程导向图图形对象
'liu'cheng'dao'xiang'tu'tu'xing'zi'ti 流程导向图图形字体
'liu'shui'hao 流水号
'lou'ceng 楼层
'lou'pan 楼盘
'lu'ming 路名
'lu'ru'ren 录入人
'lu'ru'shi'jian 录入时间
'luo'jia 裸价
'lv'xing'she 旅行社
'man'jin'e 满金额
'man'shu'liang 满数量
'man'zu'ci'shu 满足次数
'mao'li'lv 毛利率
'mao'li'shang'xian 毛利上限
'mao'li'xia'xian 毛利下限
'mei'bi'jiao'yi'zui'gao'ji'fen'xian'zhi 每笔交易最高积分限制
'mei'che'lai'ke'shu 每车来客数
'mei'ci'fa'fang'jin'e'xian'zhi 每次发放金额限制
'mei'ci'fa'fang'shu'liang'xian'zhi 每次发放数量限制
'mei'dan'shu'liang'shang'xian 每单数量上限
'mei'jin'e 每金额
'mei'jin'huo'shu'liang 每进货数量
'mei'pei'huo'shu'liang 每配货数量
'mei'ri'shua'ka'ci'shu 每日刷卡次数
'mei'shu'liang 每数量
'mei'ti'bei'wang'wen'jian 媒体备忘文件
'mei'ti'chen'lie'tu'wen'jian 媒体陈列图文件
'mei'ti'wen'jian'ming 媒体文件名
'mei'ti'wen'jian'quan'ming 媒体文件全名
'mei'xiang'hui'kou 每箱回扣
'mei'yi'jia'shang'pin'ji'fen'gui'ze 美宜佳商品积分规则
'mei'yi'jia'shang'pin'ji'fen'gui'ze'jia'su'ming'xi 美宜佳商品积分规则加速明细
'mei'yi'jia'shang'pin'ji'fen'gui'ze'ri'zhi 美宜佳商品积分规则日志
'mei'yue'fei'yong 每月费用
'men'dian 门店
'men'dian'bian'hao 门店编号
'men'dian'biao'jia'qian'ding'huo 门店标价签定货
'men'dian'bu'tie'fei'yong 门店补贴费用
'men'dian'cai'chan'bao'xian'biao 门店财产保险表
'men'dian'cang'wei'biao 门店仓位表
'men'dian'cang'wei'shang'pin'guan'xi'biao 门店仓位商品关系表
'men'dian'cheng'dan 门店承担
'men'dian'chu'li'zhuang'tai 门店处理状态
'men'dian'de'cang'wei 门店的仓位
'men'dian'diao'bo'dan 门店调拨单
'men'dian'diao'bo'dan'ming'xi 门店调拨单明细
'men'dian'diao'bo'dan'pi'ci'ming'xi 门店调拨单批次明细
'men'dian'diao'bo'dan'shen'qing'dan'ming'xi 门店调拨单申请单明细
'men'dian'diao'bo'dan'shen'qing'dan'ri'zhi 门店调拨单申请单日志
'men'dian'diao'bo'huan'chong'biao 门店调拨缓冲表
'men'dian'diao'bo'shen'qing'dan 门店调拨申请单
'men'dian'diao'bo'yuan'yin 门店调拨原因
'men'dian'dui'zhang'dan'ri'zhi 门店对帐单日志
'men'dian'fa'song'biao'zhi 门店发送标志
'men'dian'fan'wei 门店范围
'men'dian'fei'yong'dan 门店费用单
'men'dian'fei'yong'dan'ming'xi 门店费用单明细
'men'dian'fei'yong'dan'ri'zhi 门店费用单日志
'men'dian'fei'yong'lei'xing 门店费用类型
'men'dian'fen'lei'zi'liao 门店分类资料
'men'dian'fen'tan'bi'li 门店分摊比例
'men'dian'fu'wu'fei 门店服务费
'men'dian'fu'wu'fei'cu'xiao'jia'ge 门店服务费促销价格
'men'dian'fu'wu'fei'jia'ge 门店服务费价格
'men'dian'fu'wu'fei'yuan'jia'ge 门店服务费原价格
'men'dian'hang'hao 门店行号
'men'dian'he'tong'jia 门店合同价
'men'dian'ji'fen'fang'an'ming'xi 门店积分方案明细
'men'dian'jiao'huo'shen'qing'dan 门店叫货申请单
'men'dian'jiao'huo'shen'qing'dan'lei'xing 门店叫货申请单类型
'men'dian'jiao'huo'shen'qing'dan'ming'xi 门店叫货申请单明细
'men'dian'jiao'huo'yu'an 门店叫货预案
'men'dian'jie'shou'shi'jian 门店接收时间
'men'dian'jing'ying'shu'xing 门店经营属性
'men'dian'ku'cun'diao'bo'dan 门店库存调拨单
'men'dian'ku'cun'diao'bo'dan'cheng'ben'ming'xi 门店库存调拨单成本明细
'men'dian'ku'cun'diao'bo'dan'ming'xi 门店库存调拨单明细
'men'dian'ku'cun'diao'bo'dan'ri'zhi 门店库存调拨单日志
'men'dian'ku'cun'shu 门店库存数
'men'dian'lei'bie'biao 门店类别表
'men'dian'lei'xing'bei'fen'wen'jian 门店类型备份文件
'men'dian'lei'xing'dai'ma 门店类型代码
'men'dian'lei'xing'men'dian'ming'xi 门店类型门店明细
'men'dian'lei'xing'shang'pin'ming'xi 门店类型商品明细
'men'dian'ling'shou'biao 门店零售表
'men'dian'ling'shou'biao'fu'kuan'ming'xi 门店零售表付款明细
'men'dian'ling'shou'biao'shang'pin'ming'xi 门店零售表商品明细
'men'dian'ling'shou'biao'shang'pin'you'hui'ming'xi 门店零售表商品优惠明细
'men'dian'ling'shou'dan 门店零售单
'men'dian'ling'shou'dan'fu'kuan'ming'xi 门店零售单付款明细
'men'dian'ling'shou'dan'ming'xi 门店零售单明细
'men'dian'ling'shou'dan'pi'ci'ming'xi 门店零售单批次明细
'men'dian'ling'shou'dan'ri'zhi 门店零售单日志
'men'dian'ling'shou'dan'shang'pin'ming'xi 门店零售单商品明细
'men'dian'ling'shou'dan'you'hui'ming'xi 门店零售单优惠明细
'men'dian'ling'shou'tui'huo'dan 门店零售退货单
'men'dian'ling'shou'tui'huo'dan'pi'ci'ming'xi 门店零售退货单批次明细
'men'dian'ling'shou'tui'huo'dan'shang'pin'ming'xi 门店零售退货单商品明细
'men'dian'ling'shou'tui'huo'dan'tui'kuan'ming'xi 门店零售退货单退款明细
'men'dian'ming'cheng 门店名称
'men'dian'ming'xi'shu 门店明细数
'men'dian'pan'dian 门店盘点
'men'dian'pan'dian'ming'xi 门店盘点明细
'men'dian'pei'zhi'fang'an 门店配置方案
'men'dian'pin'pai'lei'bie 门店品牌类别
'men'dian'qi'chu'ku'cun 门店期初库存
'men'dian'qi'chu'ku'cun'ji'lu 门店期初库存记录
'men'dian'qi'chu'ye'wu'shi'jian 门店期初业务时间
'men'dian'qi'hao 门店期号
'men'dian'ri'bao 门店日报
'men'dian'shang'pin'tui'huo'tong'zhi'dan 门店商品退货通知单
'men'dian'shang'pin'tui'huo'tong'zhi'dan'ming'xi 门店商品退货通知单明细
'men'dian'shang'pin'tui'huo'tong'zhi'dan'ming'xi'ming'xi 门店商品退货通知单明细明细
'men'dian'shang'pin'tui'huo'zhi'ling'ming'xi'dang'qian'zhi 门店商品退货指令明细当前值
'men'dian'shou'jia'zu'bian'hua'ming'xi 门店售价组变化明细
'men'dian'shu 门店数
'men'dian'shu'ju'biao'zhi 门店数据标志
'men'dian'shu'ju'jia'gong'ji'lu 门店数据加工记录
'men'dian'shu'ju'ku'sheng'cheng'fu'wu'qi'pei'zhi 门店数据库生成服务器配置
'men'dian'shu'ju'ku'sheng'cheng'ren'wu'jin'du'jian'kong 门店数据库生成任务进度监控
'men'dian'shu'ju'ku'sheng'cheng'ren'wu'ming'xi 门店数据库生成任务明细
'men'dian'shu'ju'ku'sheng'cheng'xuan'xiang 门店数据库生成选项
'men'dian'shu'liang 门店数量
'men'dian'suo'you'shang'pin 门店所有商品
'men'dian'tai'du 门店态度
'men'dian'tou'zi'zi'liao 门店投资资料
'men'dian'wen'jian'zi'liao 门店文件资料
'men'dian'xian'zhi'ye'wu 门店限制业务
'men'dian'xiao'shou'nian'bao 门店销售年报
'men'dian'xiao'shou'ri'bao 门店销售日报
'men'dian'xiao'shou'yue'bao 门店销售月报
'men'dian'yu'tiao'jia'fang'an'dui'zhao'biao 门店与调价方案对照表
