'ai'ai'feng'yan'wan 暧暧风烟晚
'shou'chi'bai'yu'wei'gan'shi 手持白羽未敢释
'shou'chi'jin'zhu'chui'hong'lei 手持金箸垂红泪
'shou'fen'ci'fang'nian 守分辞方辇
'shou'jie'fei'nao'bo'diao'hu 手接飞猱搏雕虎
'shou'yi'shen'yao 授以神药
'shou'you'bi'jian'xing 兽有比肩行
'shu'ci'xie'zhi'ji 书此谢知己
'shu'dao'zhi'nan 蜀道之难
'shu'di'jin'zhi'cheng 蜀地锦织成
'shu'guo'yong'jie'gui 属国拥节归
'shu'hu'bian'guang'cai 倏忽变光彩
'shu'jiang'feng'dan'shui'ru'luo 蜀江风澹水如罗
'shu'ke'shi 黍可食
'shu'se'jian'tong'long 曙色渐曈昽
'shu'shuo'hui'ming'qi'feng'yu 倏烁晦冥起风雨
'shu'xia'cang'tai'ri'jian'ban 树下苍苔日渐斑
'shu'ye'wu'sheng'shen'qu'hou 树叶无声神去后
'shu'yi'qing'jing'yuan'yang'xi 暑衣清净鸳鸯喜
'shu'you'bai'nian'hua 树有百年花
'shu'yun'shou'xi'yu'xie 倏云收兮雨歇
'shu'zhi'yao'sheng'liu 孰知腰胜柳
'shu'zhou'jin'yi'fu 数州今已伏
'shua'yu'lang'feng'qian 刷羽阆风前
'shuai'lin'yuan'feng'yu 衰林怨风雨
'shuang'chan'juan 双婵娟
'shuang'du'wan'qiu'men 霜度万秋门
'shuang'dui'ke'lian'ying 双对可怜影
'shuang'han'jian'dao'leng 霜寒剪刀冷
'shuang'hua'you'feng'zhi 霜滑有风枝
'shuang'hua'zao'qiong'xi 霜华藻琼鈒
'shuang'jian'hong'lan'bu'dai'qiu 霜翦红兰不待秋
'shuang'qi'ji'zi'gai 双栖集紫盖
'shuang'qing'chang'xin'gong 霜清长信宫
'shuang'shuang'ye'tian'que 双双野田雀
'shuang'si'qing'gui'ji 霜丝青桂楫
'shuang'xian'rong'yi'gu 霜霰戎衣故
'shuang'yan'yi'qi'ling'zi'xia 双咽一气凌紫霞
'shuang'zhe'chu'guo'men 双辙出郭门
'shuang'zhong'gu'han'sheng'bu'qi 霜重鼓寒声不起
'shui'chang'lu'qie'huai 水长路且坏
'shui'dao'tu'wu'xin 谁道土无心
'shui'de'feng'xi'xiao'er'yi'bo 水得风兮小而已波
'shui'feng'pu'yun'sheng'lao'zhu 水风浦云生老竹
'shui'ge'dong'ting'shen 水隔洞庭深
'shui'gong'chi'ji'fang'an'tan 水工持楫防暗滩
'shui'guo'duo'chou'you'you'qing 水国多愁又有情
'shui'hui'bian'ce'qu'si'yun 谁挥鞭策驱四运
'shui'jia'jin'ye'pian'zhou'zi 谁家今夜扁舟子
'shui'jia'nv'er'lin'ye'zhuang 谁家女儿临夜妆
'shui'jia'you'jiu'pan'yi'zui 谁家有酒判一醉
'shui'lian'jia'si'tao 谁怜颊似桃
'shui'lian'tuan'shan'qie 谁怜团扇妾
'shui'ling'chu'shu'duo'xin'ci 水菱初熟多新刺
'shui'luo'jin'ling'shu 水落金陵曙
'shui'ming'ci'hu'shi'xian'zhen 谁明此胡是仙真
'shui'shen'yan'hao'hao 水深烟浩浩
'shui'shi'en'qing'shen 谁使恩情深
'shui'shi'nv'luo'zhi 谁使女萝枝
'shui'tiao'yan'zhuang'hui'cui'e 谁调妍妆回翠蛾
'shui'wei'nan'shan'gao 谁谓南山高
'shui'wei'xi'jiang'shen 谁谓西江深
'shui'yan'ci'chu'chan'juan'zi 谁言此处婵娟子
'shui'yan'pin'shi'tan 谁言贫士叹
'shui'yan'yan'ge'shan 谁言掩歌扇
'shui'zhi'ku'han'tiao 谁知苦寒调
'shui'zhi'xi'lu'zhe 谁知系虏者
'shui'zhong'xing'lu'nan 水中行路难
'shui'zhuo'bu'ke'yin 水浊不可饮
'shun'yong'qi'nan'feng 舜咏起南风
'shuo'chui'duan'bian'sheng 朔吹断边声
'shuo'feng'dong'qiu'cao 朔风动秋草
'shuo'feng'kou'qun'mu 朔风扣群木
'shuo'yan'dao'nan'hai 朔雁到南海
'shuo'yun'han'dong'yu 朔云含冻雨
'si'cong'di'di'lai 似从地底来
'si'fang'qing'dong'yan'chen'qi 四方倾动烟尘起
'si'hai'you'huan'hun 四海有还魂
'si'hen'tian'ji'shi'shi'jie 死恨天鸡识时节
'si'jiang'hai'shui'tian'gong'lou 似将海水添宫漏
'si'jue'han'gong'chun 思绝汉宫春
'si'qi'you'can'yu'nian'chen 思起犹惭玉辇尘
'si'sheng'tong'hen'han'jiang'jun 死生同恨汉将军
'si'shi'yao'yi'jin 四时徭役尽
'si'tian'dong'hai 思填东海
'si'tuo'wan'gui'lin 死托万鬼邻
'si'ye'yan'yu'shen 四野烟雨深
'si'yu'ji'hun'yu 似与羁魂语
'si'yue'cao'bu'sheng 四月草不生
'si'yue'yun'zhong'jian 似月云中见
'si'zhu'fa'ge'xiang 丝竹发歌响
'si'zi'ge'fen'san 四子各分散
'si'zuo'shui'cheng'huan 四坐谁成欢
'song'hua'chun'feng'shan'shang'fa 松花春风山上发
'song'qie'zhen'xin'zai'ren'kou 送妾贞心在人口
'song'si'duo'yu'sheng 送死多于生
'song'yue'lin'shang'chun 嵩岳临上唇
'song'zhi'wen'jiang'nan'qu 宋之问江南曲
'song'zi'qi'jin'hua 松子栖金华
'su'can'yi'bei'ming 素骖亦悲鸣
'su'che'shui'jia'zi 素车谁家子
'su'shou'chou'zhen'leng 素手抽针冷
'su'shou'qing'tiao'shang 素手青条上
'su'shou'zi'ti'kuang 素手自提筐
'su'shuang'huan'mei'jiu 鹔鹴换美酒
'su'shuang'qiu'zai'jin'ping'shang 鷫鸘裘在锦屏上
'su'su'ta'sha'ren'si'gui 趚趚蹋沙人似鬼
'su'su'yang'yan'li 肃肃羊雁礼
'su'wen'xian'da'feng 素闻贤达风
'su'xi'shi'shu'jian 夙昔诗书贱
'sui'bian'shi'yun'ji 绥边事云集
'sui'feng'ren'dian'dao 随风任颠倒
'sui'jiu'bo'lan'he'hun'po 遂就波澜合魂魄
'sui'mu'han'yi'zhuang 岁暮寒益壮
'sui'sui'chun'cao'sheng 岁岁春草生
'sui'sui'dan'fang'lu 岁岁但防虏
'sui'sui'feng'ying'sha'an'jian 岁岁逢迎沙岸间
'sui'sui'nian'nian'nai'le'he 岁岁年年奈乐何
'sui'sui'nian'nian'ren'bu'tong 岁岁年年人不同
'sui'ting'cai'lian'qu 虽听采莲曲
'sui'ye'gu'cheng'wei'xia'guan 碎叶孤城未下关
'sui'you'hu'wu'ren'qu 遂有胡无人曲
'sui'you'nan'ji'mu 岁游难极目
'sui'you'wu'zhan'zheng 虽有无战争
'sun'zai'bao'xi'gao'bu'jian'jie 笋在苞兮高不见节
'suo'fei'bai'qian'ben 所费百钱本
'suo'gui'wu'you'huan 所贵无忧患
'suo'ji'jun'en'na'ke'yi 所冀君恩那可依
'suo'jin'wu'zu 缩金乌足
'suo'nian'qi'hui'gu 所念岂回顾
'suo'shou'huo'fei'qin 所守或匪亲
'suo'yi'ge'hua'rong 所以隔华戎
'suo'yi'hao'li 所以蒿里
'suo'you'wei'li'bing 所游惟利并
'ta'qing'er'san'yue 踏青二三月
'ta'ren'yu'ci'ju'ming'jing 他人于此举铭旌
'tai'bai'ru'yue'di'ke'cui 太白入月敌可摧
'tai'gu'yi'lai'wu'chi'xue 太古已来无尺雪
'tai'hang'sui'xian 太行虽险
'tai'ping'jin'ruo'si 太平今若斯
'tan'ci'bei'shang'ku 叹此北上苦
'tan'wo'bai'tou'yin 弹我白头吟
'tan'wo'wan'li'you 叹我万里游
'tan'xiao'jie'wang'gong 谈笑皆王公
'tang'shui'sheng'yi'yi 塘水声溢溢
'tang'zheng'sui'bei'yuan 汤征随北怨
'tao'li'ru'jiu'shi 桃李如旧识
'ti'hu'jiang'yan'ru 提壶将焉如
'ti'hu'kan'ru'xi'zhong'liu'qu 提壶看入兮中流去
'ti'ji'wei'gan'ren'qu'jin 蹄迹未干人去近
'ti'se'ji'hou'yan 啼涩饥喉咽
'ti'xie'yu'long'wei'jun'si 提携玉龙为君死
'ti'zhuang'fei'cui'qin 啼妆翡翠衾
'tian'bing'duan'zhan'qing'hai'rong 天兵断斩青海戎
'tian'bing'zhao'xue'xia'yu'guan 天兵照雪下玉关
'tian'chang'yin'xin'duan 天长音信断
'tian'di'sheng'wo'shang'ru'ci 天地生我尚如此
'tian'di'wu'diao'huan 天地无凋换
'tian'gong'ge'shi'du'xiang'lian 天公隔是妒相怜
'tian'guan'zi'kai'zhang 天关自开张
'tian'hui'bei'dou'gua'xi'lou 天回北斗挂西楼
'tian'ji'wang'wei'yang 天际望维扬
'tian'jiao'yuan'sai'xing 天骄远塞行
'tian'jie'lv'yun'ying 天借绿云迎
'tian'shang'die'yan'hong'cuo'e 天上叠巘红嵯峨
'tian'shang'feng'huang'xiu'ji'meng 天上凤凰休寄梦
'tian'shang'he'lao'wan'gu'chun 天上何劳万古春
'tian'shi'cang'zu'gu'rou'fen 田氏仓卒骨肉分
'tian'shi'wang'qin'fei'bei'hu 天实亡秦非北胡
'tian'shu'mei'pian'shan 天书美片善
'tian'wang'gui'gong'bu'zhu'lao 天王贵宫不贮老
'tian'xing'cheng'yu'nian 天行乘玉辇
'tian'ya'yi'wei'bie 天涯一为别
'tian'zi'fu'you'si'hai 天子富有四海
'tian'zi'jiang'zhi'ping'shuo'mo 天子将之平朔漠
'tian'zi'jiu'jiu'ba'shi'yi'wan'sui 天子九九八十一万岁
'tian'zi'zhao'zhao'ben'ru'ri 天子昭昭本如日
'tiao'bei'sheng'wei'xie 调悲声未谐
'tiao'si'jing'duan'ge 调丝竞短歌
'tiao'tiao'bu'ke'jian 迢迢不可见
'tiao'xiao'lai'xiang'xue 调笑来相谑
'ting'bei'gong'shuo'yuan'xing'qi 停杯共说远行期
'ting'can'wei'zhi'shang 停骖为之伤
'ting'qian'su'chu'wei 庭前宿处危
'ting'shang'bai'sha'kan'bu'jian 汀上白沙看不见
'ting'shang'lei'ying'jin 停觞泪盈巾
'ting'shu'wu 庭树乌
'ting'suo'chang'ran'yi'yuan'ren 停梭怅然忆远人
'ting'yu'ku'xin'ci 听余苦辛词
'ting'yu'wei'ai'ci 庭宇为哀次
'ting'zhou'bai'pin'cao 汀洲白蘋草
'tong'cao'tou'hua'ye'ye'qun 蓪草头花椰叶裙
'tong'ju'nv'ban'zheng'yi'shang 同居女伴正衣裳
'tong'lv'lian'bo'jing 同侣怜波静
'tong'suan'yi'shi'fei 通算衣食费
'tou'shang'yu'yan'chai 头上玉燕钗
'tou'shi'da'bi'chuan 鍮石打臂钏
'tu'bei'tu'li'yu 土孛土里浴
'tu'bei'zhang'li'hua 徒悲张丽华
'tu'bu'chi 兔不迟
'tu'che'yan'cheng'wei 涂车俨成位
'tu'di'bei'shi'rao'chong'she 土地卑湿饶虫蛇
'tu'fu'ke'cheng'qiang 土扶可成墙
'tu'hua'shi'tian'zhen 图画失天真
'tu'ling'bai'ri'mu 徒令白日暮
'tu'ruo'jie'hai'jing 突若截海鲸
'tu'si'gu'wu'qing 兔丝固无情
'tu'yun'jiao'man'qin 徒云脚漫勤
'tu'zhao'kui'huo'xin 徒照葵藿心
'tu'zhi'gang 徒陟冈
'tuan'shan'bei'ge'wan'gu'chou 团扇悲歌万古愁
'tuan'shan'fu'tuan'shan 团扇复团扇
'tuan'yuan'lang'yan'qian 团圆郎眼前
'tuan'yuan'mo'zuo'bo'zhong'yue 团圆莫作波中月
'tuan'zuo'yu'xia'ren 团作愚下人
'tui'bo'ji'qing 颓波激清
'tui'che'zhuan'tian'lun 推车转天轮
'tui'chu'huang'sha'xi'fan'jun'gu 推出黄沙兮泛君骨
'tui'en'cheng'yi'yi 颓恩诚已矣
'tun'bei'reng'fu'ying 吞悲仍抚膺
'tuo'chuan'yi'he'ku 拖船一何苦
'tuo'di'xun'wei'shang 拓地勋未赏
'tuo'nang'xie'jiu'jiu'yi'bei 驼囊泻酒酒一杯
'tuo'xin'zi'you'chu 托心自有处
'wa'wu'zhuo'lao'yi'fu'fu 瓦甒浊醪蚁浮浮
'wan'e'bu'shi'chou 弯蛾不识愁
'wan'fu'mo'kai 万夫莫开
'wan'ge'du'qiu'shui 挽歌渡秋水
'wan'hu'chui'yang'li 万户垂杨里
'wan'hu'dao'yi'sheng 万户捣衣声
'wan'hu'yu'yu'ming 弯弧玉羽鸣
'wan'jin'chong'zeng'bu'ru'tu 万金宠赠不如土
'wan'lai'jiang'men'shi'da'mu 晚来江门失大木
'wan'li'bie'wu'xiang 万里别吴乡
'wan'ren'zao'pan'shi 万人凿盘石
'wan'sheng'hu'yu'ling'yun'xiang 万乘忽欲凌云翔
'wan'shi'cong'ta'jiang'shui'liu 万事从他江水流
'wan'tai'bu'zi'de 婉态不自得
'wan'wan'shen'qi'zhi'yan'yan 剜剜深脐脂焰焰
'wan'wu'wu'tai 万物无态
'wan'wu'xing'xie'jie'zi'ran 万物兴歇皆自然
'wan'zhi'dao'hai 顽直到海
'wan'zhi'po'bi'tuan'xiang'xue 万枝破鼻团香雪
'wan'zhuan'e'mei'neng'ji'shi 宛转蛾眉能几时
'wan'zhuan'jun'wang'chuang 宛转君王床
'wang'bo'cai'lian'gui 王勃采莲归
'wang'bo'jiang'nan'nong 王勃江南弄
'wang'chang'ling'cai'lian'qu'san'shou 王昌龄采莲曲三首
'wang'chang'ling'chang'xin'yuan 王昌龄长信怨
'wang'chang'ling'fang'ge'xing 王昌龄放歌行
'wang'chang'ling'sai'shang'qu 王昌龄塞上曲
'wang'chen'fei'wu'shi 望尘非吾事
'wang'cheng'lv'ju'kuan 亡城律讵宽
'wang'han'e'mei'yuan 王翰蛾眉怨
'wang'han'yin'ma'chang'cheng'ku'xing 王翰饮马长城窟行
'wang'han'zi'ye'chun'ge 王翰子夜春歌
'wang'ji'pu 望极浦
'wang'jian'cai'sang 王建采桑
'wang'jian'gong'wu'du'he 王建公无渡河
'wang'jian'wei'rui'ju'cui'hua 望见葳蕤举翠华
'wang'jian'wu'qi'qu 王建乌栖曲
'wang'jian'wu'ye'ti 王建乌夜啼
'wang'jian'yin'ma'chang'cheng'ku'xing 王建饮马长城窟行
'wang'jin'nan'fei'yan 望尽南飞燕
'wang'lie'sai'shang'qu'er'shou 王烈塞上曲二首
'wang'mei'pin'hui'gu 望美频回顾
'wang'mu'yan'ran'gan'jun'yi 王母嫣然感君意
'wang'rui'gong'wu'du'he 王睿公无渡河
'wang'rui'song'shen 王睿送神
'wang'rui'ying'shen 王睿迎神
'wang'shen'jie'yu'yuan 王沈婕妤怨
'wang'sun'xie'zhu'dan 王孙挟珠弹
'wang'wei'ban'jie'yu'san'shou 王维班婕妤三首
'wang'wei'long'xi'xing 王维陇西行
'wang'wei'song'shen 王维送神
'wang'wei'ying'shen 王维迎神
'wang'wu'jing'feng'tai'qu 王无竞凤台曲
'wang'ya'sai'shang'qu'er'shou 王涯塞上曲二首
'wang'yin'chang'xin'yuan 王諲长信怨
'wang'zhen'bai'sai'shang'qu 王贞白塞上曲
'wei'ai'jiang'nan'chun 为爱江南春
'wei'chen'xian'mou'you 微臣献谋猷
'wei'cong'dan'xiao'luo 谓从丹霄落
'wei'dang'he'huan'shan 惟当合欢扇
'wei'dang'shi'bi'yan 惟当事笔研
'wei'gan'yuan'guang'mo 危竿缘广漠
'wei'gao'yu 为膏雨
'wei'gong'yao'gong'song'kai'fu 魏公姚公宋开府
'wei'guan'shao'ling'wang 未盥邵陵王
'wei'guo'shu'zhong'he'tian'di 为国输忠合天地
'wei'han'ru'jin'yuan 微寒入禁垣
'wei'heng'shuang'fei'cui 帷横双翡翠
'wei'hu'gao'zai 危乎高哉
'wei'jie'jiang'ren'yu 未解将人语
'wei'jin'zheng'ren'gu 为浸征人骨
'wei'jun'sao'xiong'wan 为君扫凶顽
'wei'jun'yi'hang'cui'wan'ren 为君一行摧万人
'wei'jun'zou'si'tong 为君奏丝桐
'wei'kong'gui'lai'jiu'xiang'mie 惟恐归来旧香灭
'wei'kou'mo'xue'ruan'si'zong 为口莫学阮嗣宗
'wei'liu'hu'zhi'kong'ke 惟留胡之空壳
'wei'ming'zhong'rao'zhu'ren'wu 未明重绕主人屋
'wei'ping'xiang'yue'kong 帏屏向月空
'wei'qie'shi'gu'jiu 畏妾事姑舅
'wei'shou'xu'si'zhu'yun'bei 为手须似朱云辈
'wei'shui'xian'yang'bu'fu'dou 渭水咸阳不复都
'wei'ting'shuang'fei'feng'huang'qu 为听双飞凤凰曲
'wei'tu'chan'yan'bu'ke'pan 畏途巉岩不可攀
'wei'wang'wo'nei'cang'bing'fu 魏王卧内藏兵符
'wei'wu'chun'feng'duo 为舞春风多
'wei'xian'cu'zhu'zou'ba'yu 危弦促柱奏巴渝
'wei'xian'gong'yuan'qi 危弦共怨凄
'wei'xiao'yi'cheng'zhuang 未晓已成妆
'wei'xin'you'jing'lu 危心犹警露
'wei'yan'ru'han'gong 谓言入汉宫
'wei'yang'wu'chu'cheng 维扬吴楚城
'wei'yi'lian'chun'se 逶迤恋春色
'wei'ying'wu'xiang'feng'xing 韦应物相逢行
'wei'you'he'hua'shou'hong'si 惟有荷花守红死
'wei'you'huang'hun'niao'que'bei 惟有黄昏鸟雀悲
'wei'you'qing'jia'qu 惟有清笳曲
'wei'you'wu'ting'qian'shan'song'shu'zhi 唯有吾庭前杉松树枝
'wei'yu'ke'zhi'xin 未语可知心
'wen'chi'xia'jue'jian 温池下绝涧
'wen'dao'a'jiao'shi'en'chong 闻道阿娇失恩宠
'wen'dao'guan'jun'you'lue'ren 闻道官军犹掠人
'wen'ge'shi'jue'you'ren'lai 闻歌始觉有人来
'wen'jun'huan'ai'cong'ci'bi 文君欢爱从此毕
'wen'jun'xi'you'he'shi'hai 问君西游何时还
'wen'jun'yin'zeng'bai'tou'yin 文君因赠白头吟
'wen'ke'ci'di'ying 闻客次第迎
'wen'lang'kan'hao'wu 问郎看好无
'wen'mo'jiang'he'qiu 文墨将何求
'wen'shuo'xing'ren'yi'gui'zhi 闻说行人已归止
'wen'ting'yun'ao'nao'qu 温庭筠懊恼曲
'wen'ting'yun'chang'lin'huan 温庭筠常林欢
'wen'ting'yun'chun'jiang'hua'yue'ye 温庭筠春江花月夜
'wen'ting'yun'gong'wu'du'he 温庭筠公无渡河
'wen'ting'yun'jiang'nan'qu 温庭筠江南曲
'wen'ting'yun'san'zhou'ge 温庭筠三洲歌
'wen'ting'yun'tang'tang 温庭筠堂堂
'wen'ting'yun'yang'chun'qu 温庭筠阳春曲
'wen'ting'yun'zhang'jing'wan'cai'lian'qu 温庭筠张静婉采莲曲
'wen'xuan'ying'dui'tao'li'yan 文轩莺对桃李颜
'wen'yu'xin'yi'jing 闻语心已惊
'wen'zhi'qi'lao'he'dai'ren 问之耆老何代人
'weng'shou'jie'yu'yuan 翁绶婕妤怨
'wo'shou'ku'xiang'wen 握手苦相问
'wo'ting'nan'gong'qing'lou'chang 卧听南宫清漏长
'wo'ting'wei'yang'qu 卧听未央曲
'wo'wen'zhi 我闻之
'wo'yu'pan'long'jian'ming'zhu 我欲攀龙见明主
'wo'yu'shi'zhu'fan'cao'mu 我欲使诸凡草木
'wo'yu'shi'zhu'fan'niao'que 我欲使诸凡鸟雀
'wo'zi'gu'you'you'er'ruo'yun 我自顾悠悠而若云
'wu'bing'zhao'hai'xue 吴兵照海雪
'wu'chu'nong'bing'wu'ju'meng 吴楚弄兵无剧孟
'wu'dao'fen'bing'qu 五道分兵去
'wu'du'liu'yuan'chun 勿度柳园春
'wu'duan'jia'yu'wu'ling'shao 无端嫁与五陵少
'wu'ge'chu'wu'huan'wei'bi 吴歌楚舞欢未毕
'wu'geng'ji 乌更急
'wu'gong'huo'qi'fen'er'ke 吴宫火起焚尔窠
'wu'ji'yue'nv'he'feng'rong 吴姬越女何丰茸
'wu'ji'yue'yan'chu'wang'fei 吴姬越艳楚王妃
'wu'ji'zhou'shang'zhi'bai'zhu 吴姬舟上织白纻
'wu'ji'zi'chang'cai'lian'qu 吴姬自唱采莲曲
'wu'jiang'nang'kuo'da'kuai 吾将囊括大块
'wu'jing'jia'jia'yin'chao'shui 无井家家饮潮水
'wu'li'yi'yang'bian 五里一扬鞭
'wu'ling'kuang'jia'qi 无令旷佳期
'wu'ma'kong'zhi'zhu 五马空踯躅
'wu'ma'mo'liu'lian 五马莫留连
'wu'ma'ru'fei'long 五马如飞龙
'wu'mao'zi'you'jiang 乌帽紫游缰
'wu'niu'chuan'yue'shi 吴牛喘月时
'wu'qi'bu'ding'zhi'tiao'ruo 乌栖不定枝条弱
'wu'qi'ji'san'chang 五起鸡三唱
'wu'qing'chun'se'shang'shi'fan 无情春色尚识返
'wu'qing'shi'hua'shi 无情是画师
'wu'sang'he'yi'yi 无桑何以衣
'wu'se'shi'zi 五色师子
'wu'shan'lian'chu'meng 巫山连楚梦
'wu'shan'wu'xia'gao'he'yi 巫山巫峡高何已
'wu'shan'xiao'nv'ge'yun'bie 巫山小女隔云别
'wu'shao'wei'chang'men'yuan 吴少微长门怨
'wu'shao'wei'yuan'ge'xing 吴少微怨歌行
'wu'shi'xian'se'hai'shang'wen 五十弦瑟海上闻
'wu'shi'yu'yan'di 误使玉颜低
'wu'ti'bai'men'liu 乌啼白门柳
'wu'ti'yin'yang'hua 乌啼隐杨花
'wu'wang'gong'li'zui'xi'shi 吴王宫里醉西施
'wu'wang'tai'xie'chun'meng'zhong 吴王台榭春梦中
'wu'wu'er'bu'qi 乌乌尔不栖
'wu'xin'da'jiao'he 无信达交河
'wu'xin'zhi'wu'shang'ru'ci 无心之物尚如此
'wu'xiu'chui'xin'chong 舞袖垂新宠
'wu'xun'huang'qi'weng 吾寻黄绮翁
'wu'yan'lin'zhuang'yue 雾掩临妆月
'wu'yi'ba'diao'long 舞衣罢雕笼
'wu'yin'zhen'liu'he 无因振六翮
'wu'you'da'jiang'hu 无由达江浒
'wu'yu'yue'yin'wei'zhong'qu 吴歈越吟未终曲
'wu'yuan'qiu'cao'lv 五原秋草绿
'wu'yuan'shi'zhen'yun 乌鸢识阵云
'wu'yue'xi'shi'cai 五月西施采
'wu'zao'you'ke'shi 无枣犹可食
'wu'zhuo'niu'bei 乌啄牛背
'wu'zui'jian'zhu'gong'bu'shang 无罪见诛功不赏
'xi'bi'chang'she 夕避长蛇
'xi'cai'nong'feng'pin 夕采弄风蘋
'xi'chang'jiao'ye'shen 溪长茭叶深
'xi'chi'jiao'jiao'tang'shui'man 鸂鶒胶胶塘水满
'xi'chi'zi'fu'chen 鸂鶒自浮沉
'xi'dang'tai'bai'you'niao'dao 西当太白有鸟道
'xi'dian'bie'jun'wang 夕殿别君王
'xi'hai'zai'ruo'mu 西海栽若木
'xi'he'song'jiang'an'suo'gui 羲和送将安所归
'xi'he'xi'he 羲和羲和
'xi'hu'qian'wan'zhong 溪湖千万重
'xi'jiang'xiao'li'zhu'ban'lun 西江小吏朱斑轮
'xi'jin'gu'shang'tu 洗尽骨上土
'xi'jun'jiu'guang'jing 希君旧光景
'xi'jun'xing'ming'hai'xu'qu 惜君性命还须取
'xi'ling'lu'bian'yue'qiao'qiao 西陵路边月悄悄
'xi'qiang'lin'song'yu 西墙邻宋玉
'xi'qin'tu'fan'ying 西擒吐蕃鹦
'xi'ren'an'zai'zai 昔人安在哉
'xi'ren'he'chu'wei'ci'qu 昔人何处为此曲
'xi'shan'ri'mei'dong'shan'hun 西山日没东山昏
'xi'shan'zuo'gong'chao'man'chi 西山作宫潮满池
'xi'tao'he'shi'hai 西讨何时还
'xi'tong'mei'yan'ming 奚僮眉眼明
'xi'wang'shi'er'lou 西望十二楼
'xi'you'xiang'he'chu 嬉游向何处
'xi'yu'meng'meng'shi'ji'he 细雨蒙蒙湿芰荷
'xi'yu'zhu'ting'lian'hua'dong 戏鱼住听莲花东
'xi'zhao'di'feng'huo 夕照低烽火
'xi'zheng'zao'wan'xiu 西征早晚休
'xi'zhi'di'si'xiong'bu'zang 昔之弟死兄不葬
'xia'che'he'qing'ying 下车何轻盈
'xia'lian'kai'jian'shui 夏莲开剑水
'xia'lu'chu'nan'xia 黠虏初南下
'xia'shan'duan'xiu'jiao'xie'hong 夏衫短袖交斜红
'xia'shi'da'xiao 下士大笑
'xia'shi'qiu'tao'kong'miao'mi 下视秋涛空渺弥
'xia'you'chong'bo'ni'zhe'zhi'hui'chuan 下有冲波逆折之回川
'xia'you'kuang'jiao'ju'wei'wei 下有狂蛟锯为尾
'xia'you'lian'qiang'duo'gu'ke 下有连樯多估客
'xia'ze'ya'chi'heng 下则牙齿横
'xian'ba'luo'yi'qi'feng'huang 闲把罗衣泣凤凰
'xian'bei'ying'ge'shan 衔杯映歌扇
'xian'bi'ye'zhong'shou 陷壁夜中收
'xian'chao'ceng'jiao'wu'ni'chang 先朝曾教舞霓裳
'xian'chuan'shen'hao'li 闲穿深蒿里
'xian'cong'hai'di'mi'peng'lai 先从海底觅蓬莱
'xian'duan'feng'huang'qin 弦断凤凰琴
'xian'fei'nan'zhong'qi 仙妃难重期
'xian'fu'gan'quan'gong 献赋甘泉宫
'xian'han'jiu 献汉酒
'xian'ke'shi'ping 险可使平
'xian'ren'shi'wu'ai'chui'sheng 仙人十五爱吹笙
'xian'ren'xiang'cun 仙人相存
'xian'sheng'shou 献圣寿
'xian'wei'wei'yi'qu'bu'hai 仙卫逶迤去不还
'xian'wen'shi'chang'shi 先问十常侍
'xian'xi'wei'you'shi'jian'lu 险巇惟有世间路
'xian'xiong'xiao'gu'ku'wu'wu 贤兄小姑哭呜呜
'xian'xu'jia'she'cheng 县胥家舍成
'xian'ye'wu'yi'gui'wei'de 闲揲舞衣归未得
'xian'zhi'yin'qin'shang'yan'xian 纤指殷勤伤雁弦
'xian'zuo'dong'wu'yin 闲作东武吟
'xiang'feng'bu'xiang'shi 相逢不相识
'xiang'feng'hong'chen'nei 相逢红尘内
'xiang'feng'wei'xiang'shi 相逢畏相失
'xiang'gu'huai'can'you'he'yi 相顾怀惭有何已
'xiang'hu'bao'an'xie 相呼抱鞍歇
'xiang'hun'long'qi'ning'hui'ge 香昏龙气凝辉阁
'xiang'jian'bai'tong'di 相见白铜鞮
'xiang'jian'bu'xiang'qin 相见不相亲
'xiang'jian'qing'yi'shen 相见情已深
'xiang'jing'guo 相经过
'xiang'kan'yan'se'bu'fu'yan 相看颜色不复言
'xiang'piao'du'ruo'zhou 香飘杜若洲
'xiang'qi'nong'chun'feng 缃绮弄春风
'xiang'ru'bu'yi'pin'jian'ri 相如不忆贫贱日
'xiang'ru'fu'qi'gong 相如赋岂工
'xiang'ru'hai'xie'wen'jun'hui 相如还谢文君回
'xiang'ru'qu'shu'ye'wu'di 相如去蜀谒武帝
'xiang'ru'zuo'fu'de'huang'jin 相如作赋得黄金
'xiang'si'ku 相思苦
'xiang'si'wu'bie'qu 相思无别曲
'xiang'tan'xi'liu'hui 相叹惜流晖
'xiang'wei'gan'cao'hua 香微甘草花
'xiang'xiao'cui'yu'zhang 香销翠羽帐
'xiang'yang'di'lu'chang 襄阳堤路长
'xiang'yi'bu'ke'jian 相忆不可见
'xiang'yin'shi'lai'gui 相引时来归
'xiang'yu'yao'wo'chuan 相与邀我船
'xiao'bai'hong'yi'yu'yi'wu 小白鸿翼于夷吾
'xiao'er'fan'yan'lu 小儿贩盐卤
'xiao'fu'duo'zi'tai 小妇多姿态
'xiao'ge'he'hua'gong'ren'yu 笑隔荷花共人语
'xiao'gu'zhi'bai'zhu 小姑织白纻
'xiao'liang'qing 小梁倾
'xiao'niu'heng 小牛横
'xiao'san'yun'xia'wan 萧散云霞晚
'xiao'sheng'bi'huo'chao'zhong'qi 笑声碧火巢中起
'xiao'sheng'chui'ri'se 箫声吹日色
