'ai'ai'ding'men'wai 蔼蔼鼎门外
'sui'bie'ming'ke'ting'xiao'yuan 遂别鸣珂听晓猿
'sui'feng'hao'qu'luo'shui'jia 随风好去落谁家
'sui'gong'yang'liu'yin 隋宫杨柳阴
'sui'gui'you'lu'lu 虽贵犹碌碌
'sui'he'di'shang'gu'jiang'jin 隋河堤上古江津
'sui'jiu'kan'ru'qi 岁久看如漆
'sui'ling'hou'dai'deng'tan'zhe 遂令后代登坛者
'sui'miao'jiang'fa'chu'zhou'cheng'le'tian 岁杪将发楚州呈乐天
'sui'neng'li'tian'he'zu'gui 虽能戾天何足贵
'sui'pei'san'pin'san'ban'zhong 虽陪三品散班中
'sui'ren'pin'xin'tai 岁稔贫心泰
'sui'shi'sheng'ming'qi'wu'yue 遂使声名齐五岳
'sui'xiang'ge'xi'wen 碎响隔溪闻
'sui'yin'cu'cu'yi'xiang'chuang 随阴促促移象床
'sui'zhi'hong'tian're 遂致烘天热
'suo'dao'shi'shi'qing 所悼时世情
'suo'mo'jing'he'shi 索寞竟何事
'suo'mo'wu'yan'hao'xia'fei 索漠无言蒿下飞
'suo'qi'bu'zu'shi 所栖不足恃
'suo'si'zai'zhong'zhen 所死在忠贞
'suo'xiang'zhu'cheng 索相拄撑
'ta'chao'ge'bing'yin 沓潮歌并引
'ta'fang'gong'deng'su'xiao'mu 踏芳共登苏小墓
'ta'ge'ci'si'shou 踏歌词四首
'ta'hua'mi'jing'zhi'dong'qian 蹋花觅径至洞前
'ta'nian'ci'ri'ying'chou'chang 他年此日应惆怅
'ta'nian'huang'zhi'zhui 它年黄纸追
'ta'qian'song'shu'yi'lin'cun 塔前松树已鳞皴
'ta'qu'xing'wu'qiong 蹋曲兴无穷
'tai'cheng 台城
'tai'cheng'huai'gu 台城怀古
'tai'cheng'liu'dai'jing'hao'hua 台城六代竞豪华
'tai'niang'ge'bing'yin 泰娘歌并引
'tai'niang'jia'ben'chang'men'xi 泰娘家本阊门西
'tai'se'lian'shen'zhu 苔色连深竹
'tai'shan'shen'kou'liu'shi'nian 泰山沈寇六十年
'tai'shi'yu'lai'qing 台势雨来倾
'tan'kong'po'jing'ru 潭空破镜入
'tan'mian'wu'feng'jing'wei'mo 潭面无风镜未磨
'tan'shui'bie'bai'er'shi'er 叹水别白二十二
'tan'tou'nie'ji'tiao'sha'cai 滩头蹑屐挑沙菜
'tan'xiao'wei'gu'shi 谈笑为故事
'tan'xin'ri'nuan'chang'jiao'xian 潭心日暖长蛟涎
'tan'yang'ru'nan'ji 贪养汝南鸡
'tang'huang'lin'lv'ye 堂皇临绿野
'tang'lang'zhong'zhai'yu'zhu'gong'tong'yin'jiu'kan'mu'dan 唐郎中宅与诸公同饮酒看牡丹
'tang'yi'duan'xiu'she 唐羿断修蛇
'tao'hong'li'bai'jie'kua'hao 桃红李白皆夸好
'tao'hua'jing'jin'cai'hua'kai 桃花净尽菜花开
'tao'hua'man'xi'shui'si'jing 桃花满溪水似镜
'tao'jin'nv'ban'man'jiang'wei 淘金女伴满江隈
'tao'qi'liu'mo'hao'jing'guo 桃蹊柳陌好经过
'tao'ye'chuan'qing'zhu'zhi'yuan 桃叶传情竹枝怨
'tao'yuan'fang'xian'guan 桃源访仙官
'tao'yuan'xing 桃源行
'teng'xiang'lu'qi'wei 腾骧露鬐尾
'teng'yin'li'wen'xiang'xuan'hu 腾音砺吻相喧呼
'ti'jian'wu'guang'lv'sheng'jue 题剑无光履声绝
'ti'qi'qian'chong'zhao'lu'bang 缇骑千重照路傍
'ti'wang'lang'zhong'xuan'yi'li'xin'ju 题王郎中宣义里新居
'ti'xue'fen'jiao'ling 涕血纷交零
'ti'yu'jia'gong'zhu'jiu'zhai 题于家公主旧宅
'ti'zhao'yin'si 题招隐寺
'tian'cheng'liang'fei'gong 天成谅非功
'tian'cheng'wang'ru'xian 田塍望如线
'tian'di'su'qing'kan'si'wang 天地肃清堪四望
'tian'di'ying'xiong'qi 天地英雄气
'tian'fu'yu'ji'li 田夫语计吏
'tian'gao'di'ping'qian'wan'li 天高地平千万里
'tian'han'duo'lie'qi 天寒多猎骑
'tian'ji'xiang'hu'shu'xia'chu 天鸡相呼曙霞出
'tian'jia'lian'zhu'xi 田家连竹溪
'tian'jia'san'shou 田家三首
'tian'jiang'jin'ye'yue 天将今夜月
'tian'jiao'wan'fa'sai'zhu'hua 天教晚发赛诸花
'tian'le'yi'sheng'ji'gu'han 天乐一声肌骨寒
'tian'liang'bing'ti'an 天凉病体安
'tian'shang'hu'cheng'bai'yun'qu 天上忽乘白云去
'tian'shang'tong'shi'cao'zhao'ren 天上同时草诏人
'tian'sheng'you'guang'fei'zi'xuan 天生有光非自炫
'tian'sheng'you'shi'bu'ke'e 天生有时不可遏
'tian'sheng'yu'zu'er'he'wei 天生羽族尔何微
'tian'sheng'zhong'qin'ge'you'lei 天生众禽各有类
'tian'shun'lang'ge 田顺郎歌
'tian'wai'ba'zi'guo 天外巴子国
'tian'weng'xiao'xiang'nian 田翁笑相念
'tian'xia'neng'ge'yu'shi'niang 天下能歌御史娘
'tian'xia'yan'hou'jin'da'ning 天下咽喉今大宁
'tian'ya'fu'yun'sheng 天涯浮云生
'tian'yuan'song'ju'jin'mi'lu 田园松菊今迷路
'tian'zhong'mu'shu'shao'chu'gou 田中牧竖烧刍狗
'tian'zi'di'wang'zhai 天资帝王宅
'tian'zi'she'yao'ji 天子舍妖姬
'tian'zi'shou'he'deng'gao'lou 天子受贺登高楼
'tian'zi'zhi'ming'yu'zhao'shu 天子知名与诏书
'tiao'tong'ci'bu'tong 调同词不同
'tiao'xie'zhu'xian'qin 调谐朱弦琴
'ting'cao'chun'shen'shou'dai'chang 庭草春深绶带长
'ting'chang'he'na'sheng 听唱纥那声
'ting'chang'xin'fan'yang'liu'zhi 听唱新翻杨柳枝
'ting'ji'qiu'chong'ming 庭际秋虫鸣
'ting'jiu'gong'zhong'le'ren'mu'shi'chang'ge 听旧宫中乐人穆氏唱歌
'ting'qian'jian'ji'chao'ying'ri 庭前剑戟朝迎日
'ting'qian'shao'yao'yao'wu'ge 庭前芍药妖无格
'ting'qu'xuan'hu'li'she'sheng 听取喧呼吏舍声
'ting'wei'zhang'luo'zi'bu'guan 廷尉张罗自不关
'ting'wu'yi'you'chu'qi'chu 庭梧已有雏栖处
'ting'yi'fang'shu'yin 庭移芳树阴
'ting'zhe'jing'wei'shui 听者竟为谁
'tong'bing'fan'jing'er'ji'yu 同病凡经二纪余
'tong'dao'bu'cong'shi 通道不从时
'tong'dao'qian'niu'zhi'nv'jia 同到牵牛织女家
'tong'er'zou'bu'jiao'nv'zheng 童儿走步娇女争
'tong'fu'cheng'dong'tao'li'hua 同赋城东桃李花
'tong'fu'yi'yi'he 铜符一以合
'tong'hu'lou'shui'he'shi'xie 铜壶漏水何时歇
'tong'hu'tian'ye'chou 铜壶添夜筹
'tong'ji'you'lai'zai'shi'qu 通籍由来在石渠
'tong'jun'you'lu'na'zhi'wei 桐君有箓那知味
'tong'le'tian'deng'qi'ling'si'ta 同乐天登栖灵寺塔
'tong'le'tian'song'he'nan'feng'yin'xue'shi 同乐天送河南冯尹学士
'tong'que'ren'gui'zi'ru'lian 铜雀人归自入帘
'tong'she'xian'lang'yu'wai'xiong 同舍仙郎与外兄
'tong'ting'cui'song'ying'xiao'ri 彤庭翠松迎晓日
'tong'tuo'mo'shang'hao'feng'chui 铜驼陌上好风吹
'tong'wei'san'chu'ke 同为三楚客
'tong'xiang'luo'yang'xian'du'ri 同向洛阳闲度日
'tong'yin'lian'xiao'zui 痛饮连宵醉
'tong'zhu'xun'gao'ya'hai'men 铜柱勋高压海门
'tong'zi'zheng'ying'guo'xi'hou 童子争迎郭细侯
'tou'ang'wei'xian'xian 头昂尾幰幰
'tou'gao'shu'zhang'chu'shan'hui 头高数丈触山回
'tou'huang'chui'yi'ji 投荒垂一纪
'tou'qu'huo'suo'yuan 投躯获所愿
'tu'ci'zhu'li'you 徒此助离忧
'tu'jie'ri'shen'mian 徒嗟日沈湎
'tu'shi'ci'chen'yu'kai'fu 徒使词臣庾开府
'tu'shi'jun'zi'shang 徒使君子伤
'tu'shi'zeng'sheng'chen 徒使甑生尘
'tu'yu'yang'gao'shan 徒欲仰高山
'tuan'shan'fu'tuan'shan 团扇复团扇
'tuan'shan'ge 团扇歌
'tuan'tuan'man'shan'fu 团团缦山腹
'tui'chao'hai'gong'fu 退朝还公府
'tui'yi'cheng'xi'nian 推移成昔年
'tun'men'ji'ri'wu'hui'biao 屯门积日无回飙
'tuo'lun'zhi'er'xin'liu'qu 拖纶掷饵信流去
'tuo'yan'xia'shao'ting'ge'ting 酡颜侠少停歌听
'wa'li'lai'tang'tu 瓦砾来唐突
'wa'ming'yi'yi'sheng 蛙螟衣已生
'wai'lai'shi'yi'wang 外来始一望
'wan'bo'niu'zhu 晚泊牛渚
'wan'gu'dao'jin'tong'ci'hen 万古到今同此恨
'wan'gu'wu'qi'yin 丸鼓骛奇音
'wan'hu'hou'xu'gu'shang'lai 万户侯须骨上来
'wan'hu'qian'men'cheng'ye'cao 万户千门成野草
'wan'hu'xian'cong'zhi'gui'zhi 万户先从纸贵知
'wan'huo'lie'qi'ting 万货列旗亭
'wan'ji'si'xia'tian 晚急思霞天
'wan'jing'ren'zong'mie 万径人踪灭
'wan'juan'dui'chuang'shu 万卷堆床书
'wan'lai'feng'qi'hua'ru'xue 晚来风起花如雪
'wan'li'chang'cheng'huai 万里长城坏
'wan'li'chang'jiang'shui 万里长江水
'wan'li'du'gui'ke 万里独归客
'wan'qi'jin'gu'qing 玩奇筋骨轻
'wan'qing'jin'bo'yong'ming'yue 万顷金波涌明月
'wan'ren'tou'shang'jian'yi'xing 万人头上见仪形
'wan'sheng'jing'qi'fen'yi'ban 万乘旌旗分一半
'wan'si'tou'huang'shi'er'nian 万死投荒十二年
'wan'song'ting'xia'qing'feng'man 万松亭下清风满
'wan'sui'kong'yu'lao'bing'shen 晚岁空余老病身
'wan'xiang'han'jia'qi 万象含佳气
'wan'ye'bu'zi'yin 万叶不自吟
'wan'yi'chan'ke'dang'jin'dian 晚依禅客当金殿
'wang'cheng'cu'su'yi 王程促速意
'wang'cheng'xiao'ru'kui'dan'feng 王城晓入窥丹凤
'wang'dong'ting 望洞庭
'wang'fu'shi 望夫石
'wang'ji'shi'suo'zhu 妄迹世所逐
'wang'jin'huang'mao'shi'hai'bian 望尽黄茆是海边
'wang'jun'lou'chuan'xia'yi'zhou 王濬楼船下益州
'wang'lai'yi'shi'ji'qian'zai 望来已是几千载
'wang'nian'fang'wo'dao'lian'zhou 往年访我到连州
'wang'nian'zhen'shu'dao'qi'zhou 往年镇戍到蕲州
'wang'qu'liang'zhou'mu 往取凉州牧
'wang'que'wu'qiong'si 望阙无穷思
'wang'que'yao'bai'wu 望阙遥拜舞
'wang'wang'yi'lie'xian 往往疑列仙
'wang'xiang'he'hui'gui 罔象何恢诡
'wang'zhu'feng'chun'shi'du'shang 枉渚逢春十度伤
'wei'bao'chun'feng'mi'luo'dao 为报春风汨罗道
'wei'bao'qiu'lai'yan'ji'hang 为报秋来雁几行
'wei'bao'ru'lin'zhang'ren'dao 为报儒林丈人道
'wei'bao'yuan'chang'yu'kang'xing 为报元常欲抗行
'wei'bo'xiao'yan'qi 微波笑颜起
'wei'dai'jian'qing'tian 惟待见青天
'wei'dao'an 韦道安
'wei'dao'lian'zhi'zhi 味道怜知止
'wei'er'she'wo'qian'kuang'chuang 为尔设幄潜匡床
'wei'feng'ming'gui'lin 威凤鸣归林
'wei'feng'wen'zhang'zai'ren'yi 威凤文章在仁义
'wei'gen'yi'yi'zhen 危根一以振
'wei'he'fan'zheng'xi 围合繁钲息
'wei'ji'que'wang'gui 位极却忘贵
'wei'jian'fu'rong'han'xiao'lu 唯见芙蓉含晓露
'wei'jian'li'men'tong'de'bang 唯见里门通德榜
'wei'jun'chi'yi'dou 为君持一斗
'wei'jun'fu'bing'dao'fang'shan 为君扶病到方山
'wei'jun'fu'bing'shang'gao'tai 为君扶病上高台
'wei'kong'chen'ai'zhuan'mo'mie 唯恐尘埃转磨灭
'wei'kong'zhong'qian'ji 唯恐踵前迹
'wei'lang'fen'si'ji'shang'dou'tong'she 为郎分司寄上都同舍
'wei'qi'zai'yan'ce 围棋在岩侧
'wei'qu'feng'tao'shi 委曲风涛事
'wei'que'xin'zhi'li'shu'chong 魏阙新知礼数崇
'wei'ren'bi'quan'tou'gao'chu 畏人避犬投高处
'wei'rui'hu'kui'bi 葳蕤互亏蔽
'wei'ruo'zhu'xia'mei'tai'di 未若竹下莓苔地
'wei'sheng'feng'bai'jian 威生奉白简
'wei'shi'xiang'wang'gu'gong'di 为是襄王故宫地
'wei'shi'yan'you'zhang 魏氏言有章
'wei'shi'you'qing'ying 唯是有青蝇
'wei'shuang'zhong'suo'jian 微霜众所践
'wei'suan'sheng'ya'shang'you'yu 唯算生涯尚有余
'wei'wen'mei'yu'sun'chao'yi 为闻梅雨损朝衣
'wei'wen'you'chun'lv 为问游春侣
'wei'wo'yi'mo'fu 为我一磨拂
'wei'xi'dang'shi'guang'jing'cu 唯惜当时光景促
'wei'xia'shang'man'tian 为霞尚满天
'wei'xian'yin'you'jue 危弦音有绝
'wei'xie'tong'liao'lao'bo'shi 为谢同寮老博士
'wei'yi'jian'mai'fen 逶迤见脉分
'wei'yong'tong'zhu'bu 唯用筒竹布
'wei'you'cai'qiao'ge 唯有采樵歌
'wei'you'chao'yun'meng'xiang'qi 唯有朝云梦想期
'wei'you'chui'yang'guan'bie'li 唯有垂杨管别离
'wei'you'jiu'ge'ci'shu'shou 唯有九歌词数首
'wei'you'luo'hua'wu'su'tai 唯有落花无俗态
'wei'you'mu'dan'zhen'guo'se 唯有牡丹真国色
'wei'you'shun'lang'quan'xue'de 唯有顺郎全学得
'wei'you'song'qiu'yun 唯有嵩丘云
'wei'yu'chu'xin'shen 为余出新什
'wei'yu'liang'xin'zai 唯余两心在
'wei'yun'wei'yu'jin'bu'zhi 为云为雨今不知
'wei'zhi'cong'dong'lai 微之从东来
'wei'zhi'li'chang'jia 为之立长架
'wei'zhi'xian'mei'yan'se'ju 未至衔枚颜色沮
'wei'zhong'bu'nei'gu 为忠不内顾
'wei'zu'bu'ru'kui 卫足不如葵
'wen'bi'meng'xiong'you'wei'zhao 闻彼梦熊犹未兆
'wen'chun'cong'ci'qu 问春从此去
'wen'dao'chu'fen'you'wei'mie 闻道楚氛犹未灭
'wen'dao'jin'nian'han'shi'ri 闻道今年寒食日
'wen'dao'tang'zhou'zui'qing'jing 闻道唐州最清静
'wen'dao'tian'tai'you'yi'ai 闻道天台有遗爱
'wen'feng'chui'su'mai 温风吹宿麦
'wen'feng'wei'dun'lao'you'zheng 文锋未钝老犹争
'wen'gao'bu'lai'fang'zhen'nu 文告不来方振怒
'wen'jun'qian'ri'du'ting'zheng 闻君前日独庭争
'wen'lang'jiang'shang'chang'ge'sheng 闻郎江上唱歌声
'wen'mo'fen'lai'ying 文墨纷来萦
'wen'qin'lei'jin'yu'ru'he 闻琴泪尽欲如何
'wen'shi'han'zhong'lei 文师汉中垒
'wen'shuo'gong'ming'shi 闻说功名事
'wen'xing'jin'xiang'dou'niu'ming 文星今向斗牛明
'wen'yao'xiang'yi'ni 文鳐翔旖旎
'wen'yuan'ci'fu'xin 文园词赋新
'wen'yuan'zhen'jin'sheng 文苑振金声
'wen'zhang'si'jin'qi'ru'hong 文章似锦气如虹
'wen'zhang'sui'bu'xiu 文章虽不朽
'wen'zi'duo'du'ze 文字多督责
'wen'zi'yin'qin'ji'yi'shen 文字殷勤寄意深
'weng'tou'qing'jiu'wo'zi'kai 瓮头清酒我自开
'weng'zhong'yi'xu'cao'shu'ping 翁仲遗墟草树平
'wo'ge'fei'dao'si 我歌非悼死
'wo'gu'er'zhong'neng'wo'shang 我孤尔众能我伤
'wo'ma'ying'lin'si 我马映林嘶
'wo'qu'qi'chi'er'ru'mang 我躯七尺尔如芒
'wo'yan'qiu'ri'sheng'chun'zhao 我言秋日胜春朝
'wo'zai'shi'qu'shu'li 我在石渠署里
'wo'zuo'guan'ren'qu 我作官人去
'wu'chang'chun'liu'si'yao'zhi 武昌春柳似腰肢
'wu'chang'lao'jiang'qi'shi'yu 武昌老将七十余
'wu'chang'lao'ren'shuo'di'ge 武昌老人说笛歌
'wu'chang'ying'yi'dao 武昌应已到
'wu'ci'zhu'ye'zui'zun'qian 无辞竹叶醉尊前
'wu'duan'mo'shang'kuang'feng'ji 无端陌上狂风疾
'wu'fei'jing'wu'liang 乌飞惊五两
'wu'fo'bu'yin'ren 悟佛不因人
'wu'fu'wang'shuang'yu 无复望双鱼
'wu'gong'yi'tan'fu'rong'si 吴宫已叹芙蓉死
'wu'gong'zheng'shi'fu'ci'hua 吴公政事副词华
'wu'ling'qiao'ke'nie'xian'zong 武陵樵客蹑仙踪
'wu'ma'zhu'zheng'fei 五马助征騑
'wu'mao'shan'xiu'chang 乌帽衫袖长
'wu'men'shui'yi'jie'shan'yin 吴门水驿接山阴
'wu'nai'wan'lai'shi 无奈晚来时
'wu'ni'bai'sha'fu'man'hai 乌泥白沙复满海
'wu'qiong'jue'jing'zhong'ri'you 无穷绝境终日游
'wu'ren'bu'dao'kan'hua'hui 无人不道看花回
'wu'ren'huan'kan'mu'dan'hua 无人唤看牡丹花
'wu'ren'neng'yong'shi 无人能咏史
'wu'ru'duan'an'wu'leng'jiao 兀如断岸无棱角
'wu'ru'tao'yuan'hang'shu'li 误入桃源行数里
'wu'san'qiong'zhi'chu 雾散琼枝出
'wu'shan'mu'se'chang'han'yu 巫山暮色常含雨
'wu'shan'shen'nv'miao 巫山神女庙
'wu'shan'shi'er'yu'cang'cang 巫山十二郁苍苍
'wu'shi'xun'hua'zhi'xian'jing 无事寻花至仙境
'wu'ti'yan'shu'shen 乌啼烟树深
'wu'wang'jiao'nv'fen'xiang'jin 吴王娇女坟相近
'wu'wei'xing'da'dao 勿谓行大道
'wu'xia'cang'cang'yan'yu'shi 巫峡苍苍烟雨时
'wu'xian'you'ren'ju'yan'kan 无限游人举眼看
'wu'xie'zhuang'lou'chu'chu'zhe 舞榭妆楼处处遮
'wu'xue'jing'hong'shui'xie'chun 舞学惊鸿水榭春
'wu'yan'zhan'yu'zhou 无厌饘与粥
'wu'ye'sou'liu'zhen'qian'jue 五夜飕飗枕前觉
'wu'yi'xiang 乌衣巷
'wu'yi'xiang'kou'xi'yang'xie 乌衣巷口夕阳斜
'wu'yin'sui'he'yan 无因随贺燕
'wu'yu'tao'bi'kuang 吾欲讨彼狂
'wu'yue'xin'zi'zu 悟悦心自足
'wu'zhan'lou'dan'shui 无战陋丹水
'xi'bei'shi'rong'zhou 西北是融州
'xi'bie'jin'nian'shao 昔别矜年少
'xi'ceng'zai'chi'yu 昔曾在池籞
'xi'fang'jian'lan'shi 袭芳践兰室
'xi'feng'qing'guang'xiao'yu'pin 喜奉清光笑语频
'xi'ju 溪居
'xi'kan'huang'ju'yu'jun'bie 昔看黄菊与君别
'xi'kang'jiang'jun'jian'fang 喜康将军见访
'xi'lin'tian'she'fa'zao'kang 西邻田舍乏糟糠
'xi'lu'dong'liang'qi 西陆动凉气
'xi'lu'qian'li'qu 溪路千里曲
'xi'nian'diao'nian'lu 昔年雕辇路
'xi'nian'yi'qi'jie'qun'ying 昔年意气结群英
'xi'ri'gu'gong'shou 昔日股肱守
'xi'ri'ju'lin'zhao'qu'ting 昔日居邻招屈亭
'xi'ri'yong'gong'ji'xing'ming 昔日慵工记姓名
'xi'sai'shan'huai'gu 西塞山怀古
'xi'shan'lan're'shi'cha'ge 西山兰若试茶歌
'xi'shang'yuan'yang'bi'hua'qi 溪上鸳鸯避画旗
'xi'sheng'bi'da'pu 希声閟大朴
'xi'shui'you'you'chun'zi'lai 溪水悠悠春自来
'xi'si'jie'xing'yi 细思皆幸矣
'xi'wei'er'tong'zai'yin'xi 昔为儿童在阴戏
'xi'xi'chun'jing'ji 熙熙春景霁
'xi'xi'you'qu'rong 翕习犹趋荣
'xi'xian'duo'shi'qi 昔贤多使气
'xi'zhong'shi'nv'chu'ba'li 溪中士女出笆篱
'xia'ci'bian'xiao'ran 下此便翛然
'xia'duan'jian'gu'yi 硖断见孤邑
'xia'ji'qiu'jiang'ming 霞霁秋江明
'xia'jue'hu'tu'teng'cang'mang 下攫狐兔腾苍茫
'xia'shui'qiu'lai'bu'kong'ren 峡水秋来不恐人
'xia'xia'fu'gao'gao 下下复高高
'xia'you'lian'qiang'duo'gu'ke 下有连樯多估客
'xia'zhong'nuan'hui'zhong 下种暖灰中
'xian'bei'ben'zi'duo'kuang'tai 衔杯本自多狂态
'xian'bu'nan'yuan'yan'yu'qing 闲步南园烟雨晴
'xian'cao'ru'huai'lian 衔草如怀恋
'xian'cao'shu'jing'sheng'jing'di 纤草数茎胜静地
'xian'chi'bei'ye'shu 闲持贝叶书
'xian'cui'lan'hui'fang 先摧兰蕙芳
'xian'du'yi'jing'gong'yi'qi 闲读艺经工弈棋
'xian'ji'wang'xiang'lai 闲即望乡来
'xian'jia'yi'chu'xun'wu'zong 仙家一出寻无踪
'xian'jiao'qing'shang'yi'bu'cheng 先教清商一部成
'xian'jun'xian'xiang'jian 羡君先相见
'xian'lang'chuan'wei'yan 羡郎船尾燕
'xian'lu'jiu'du'li 闲鹭久独立
'xian'ming'yu'yong'zheng'gu'wu 先鸣余勇争鼓舞
'xian'ni'chen'qiang'gan 衔泥趁樯竿
'xian'ni'yan'zi'zheng'gui'she 衔泥燕子争归舍
'xian'qin'tu'gui'hua'ting'lu 仙禽徒贵华亭露
'xian'qin'yu'wu'shuang'chi'qi 仙禽欲舞双翅起
'xian'ren'yi'shang'qi'dao'chi 仙人衣裳弃刀尺
'xian'ren'zan'qu'yuan'ren'an 贤人暂屈远人安
'xian'shi'zhu'ma'wang 闲时驻马望
'xian'ta'tian'xing'shao'qing'ren 羡他天性少情人
'xian'xiang'he'yi'xing 闲想鹤仪形
'xian'xin'cong'ci'zai'yao'chi 仙心从此在瑶池
'xian'yang'zhong'ri'ku'si'gui 咸阳终日苦思归
'xian'yi'nong'pu'lin 闲依农圃邻
'xian'yu'cheng'wai'bai'hua'kai 先于城外百花开
'xian'zhi'po'bo'sheng'hu'feng 纤指破拨生胡风
'xiang'dao'jiu'fang'pao'xi'zhang 想到旧房抛锡杖
'xiang'fei'jiu'zhu'hen'you'qian 湘妃旧竹痕犹浅
'xiang'feng'guo'ren'du 香风过人度
'xiang'feng'he'chu'bu'yi'yi 相逢何处不依依
'xiang'feng'ju'ti'ling 相逢俱涕零
'xiang'feng'qu'ci'di 相逢取次第
'xiang'feng'xiang'xiao'jin'ru'meng 相逢相笑尽如梦
'xiang'fu'zhuan'cong'hui 香浮转丛蕙
'xiang'gong'cong'rong'lai'zhen'fu 相公从容来镇抚
'xiang'ji'hua'liang'jian 翔集画梁间
'xiang'jian'ba'shan'bing'xue'shen 想见巴山冰雪深
'xiang'jiang'an'tou'bie 湘江岸头别
'xiang'kan'yi'xiao'qie'kai'yan 相看一笑且开颜
'xiang'lian'zhi'shi'you'liang'wang 相怜只是有梁王
'xiang'luan'que'di'xie'huang'en 翔鸾阙底谢皇恩
'xiang'luan'que'xia'xie'en'chu 翔鸾阙下谢恩初
'xiang'nan'ren'wei'gui 湘南人未归
'xiang'si'qi'wei'qiu 乡思岂唯秋
'xiang'si'qi'yun'yuan 相思岂云远
'xiang'wang'chang'yin'you'suo'si 相望长吟有所思
'xiang'wang'shui'you'you 相望水悠悠
'xiang'wang'yi'bu'di 相望一步地
'xiang'xiu'xin'zhong'jie'dong'yu 向秀心中嗟栋宇
'xiang'yu'gan'ji'jie'ti'ling 相与感激皆涕零
'xiang'yuan'ci'shi'zhu 乡园辞石柱
'xiang'zhou'lu'si'da 湘州路四达
'xiao'bian'sui'shen'zhi 笑抃随伸纸
'xiao'chi'jian'he'jing 小池兼鹤净
'xiao'er'nong'bi'bu'neng'chen 小儿弄笔不能嗔
'xiao'er'tiao'lang'jian'er'wu 小儿跳浪健儿舞
'xiao'geng'fan'lu'cao 晓耕翻露草
'xiao'guang'cong'long'kai'wu'yun 晓光葱茏开五云
'xiao'han'yuan'hong'jiu'jue'qun 霄汉鸳鸿久绝群
'xiao'he'shen'hou'san'tu'shu 萧何身后散图书
'xiao'ji'qing'xiang'ran'chu'zhu 晓汲清湘燃楚竹
'xiao'liang'gong'li'xiang'qian'wan 校量功力相千万
'xiao'ling'lu'jing'han'wu'yu 崤陵路静寒无雨
'xiao'lu'ting'zhong'ju'you'xiang 晓露庭中橘柚香
'xiao'ran'shi'yu'jing 翛然是玉京
'xiao'ran'zi'you'chu 翛然自有处
'xiao'ri'ming'cun'wu 晓日明村坞
'xiao'ruo'gui'lai'cheng'hua'zan 孝若归来成画赞
'xiao'sa'qing'lin'ji 萧洒青林际
'xiao'se'qing'chan'yin'ye'cong 萧瑟清蝉吟野丛
'xiao'sheng'yi'jue'cao'chong'bei 箫声一绝草虫悲
'xiao'song'ying'you'guo'yan'zhi 小松应有过檐枝
'xiao'wu'zha'kai'yi'juan'man 晓雾乍开疑卷幔
'xiao'xiang'lai'ao'bi 潇湘来奥鄙
'xiao'xiang'sheng'ye'chou 潇湘生夜愁
'xiao'xiao'song'yan'qun 萧萧送雁群
'xiao'xing'chou'tai'yin 小星愁太阴
'xiao'xing'liao'luo'chun'yun'di 晓星寥落春云低
'xiao'yan'wei'qu'wen'ren'jian 笑言委曲问人间
'xiao'yu'wa'yao'gu'wan'hui 笑语哇咬顾晚晖
'xie'dou'yuan'wai'xun'xiu'zao'liang'jian'shi'shi 谢窦员外旬休早凉见示诗
'xie'gong'gao'zhai'yin'ji'chu 谢公高斋吟激楚
'xie'gong'mo'dao'dong'shan'qu 谢公莫道东山去
'xie'jin'ping'sheng'xin 写尽平生心
'xie'lai'jiu'man'hu 携来酒满壶
'xie'li'xuan'ti'wu'luo'huang 斜历璇题舞罗幌
'xie'liu'zi'hou'ji'die'shi'yan 谢柳子厚寄叠石砚
'xie'ri'qing'lian'bei'jiu'jia 斜日青帘背酒家
'xie'shang'jian'ji'ye'jing'guo 携觞荐芰夜经过
'xie'shou'he'fan'xiao'jing'bei 谢守何烦晓镜悲
'xie'si'shuang'gui 谢寺双桧
'xie'xuan'zhou'cui'xiang'gong'ci'ma 谢宣州崔相公赐马
'xie'yang'zhong'ke'san 斜阳众客散
'xin'ai'dang'shi'cai'zi'shi 心爱当时才子诗
'xin'ci'jiang'yin'fu'chao'ying 新辞将印拂朝缨
'xin'ci'wan'zhuan'di'xiang'chuan 新词宛转递相传
'xin'ci'yu'shu'mo'wei'gan 新赐鱼书墨未干
'xin'en'gong'li'quan'ya'di 新恩共理犬牙地
'xin'en'tong'ji'zai'long'lou 新恩通籍在龙楼
'xin'ji'hua'ting'yi'shuang'he 心寄华亭一双鹤
'xin'jiao'shang'gu'ren 心交上古人
'xin'jiao'zhu'shi'fu 新交竹使符
'xin'jue'qu'nian'fei 心觉去年非
'xin'liu'ying'hong'qi 新柳映红旗
'xin'qiu'shi'ri'huan'zhu'yi 新秋十日浣朱衣
'xin'shan'bie'zhi'dou'ji'sha 新衫别织斗鸡纱
'xin'sheng'cu'zhu'shi'san'xian 新声促柱十三弦
'xin'shu'qu'ji'guan 心术去机关
'xin'ya'lian'quan'ban'wei'shu 新芽连拳半未舒
'xin'zhao'xia'jing'fei 新诏下荆扉
'xin'zhi'luo'xia'xian'cai'zi 心知洛下闲才子
'xin'zhu'xiao'xiao'yun'xiao'feng 新竹翛翛韵晓风
'xin'zhuang'yi'mian'xia'zhu'lou 新妆宜面下竹楼
'xing'cha'shang'han'yao'nan'cong 星槎上汉杳难从
