'ai'san'ba 艾三把
'shen'zhong'er'teng'tong 身重而疼痛
'shen'zhong'feng'zhong'han'ju'bu'zai'zhe 肾中风中寒俱不载者
'sheng'cong'bu'ke'gong'mi 生葱不可共蜜
'sheng'cong'he'xiong'ji'zhi'bai'quan'rou'shi'zhi 生葱和雄鸡雉白犬肉食之
'sheng'di'huang'er'jin 生地黄二斤
'sheng'di'huang'yi'jin 生地黄一斤
'sheng'di'huang'zhi'yi'sheng 生地黄汁一升
'sheng'ge'wu'liang 生葛五两
'sheng'hou'zhe 生后者
'sheng'jiang'ban'jin 生姜半斤
'sheng'jiang'er'liang 生姜二两
'sheng'jiang'er'liang'da'zao'shi'er'mei 生姜二两大枣十二枚
'sheng'jiang'ge'san'liang 生姜各三两
'sheng'jiang'ge'yi'liang'ban 生姜各一两半
'sheng'jiang'liu'liang 生姜六两
'sheng'jiang'san'liang 生姜三两
'sheng'jiang'san'liang'qie 生姜三两切
'sheng'jiang'si'liang 生姜四两
'sheng'jiang'si'pian 生姜四片
'sheng'jiang'wu'fen 生姜五分
'sheng'jiang'wu'liang 生姜五两
'sheng'jiang'yi'liang 生姜一两
'sheng'jiang'yi'liang'ban'qie'da'zao'liu'mei 生姜一两半切大枣六枚
'sheng'lang'ya'yi'liang'zhi'xiang 生狼牙一两炙香
'sheng'ma'bie'jia'tang'fang 升麻鳖甲汤方
'sheng'ma'bie'jia'tang'qu'xiong'huang'shu'jiao'zhu'zhi 升麻鳖甲汤去雄黄蜀椒主之
'sheng'ma'bie'jia'tang'zhu'zhi 升麻鳖甲汤主之
'sheng'ma'er'liang 升麻二两
'sheng'mi'ting'liu'duo'ri 生米停留多日
'sheng'ren'mai'se'xiao 盛人脉涩小
'sheng'zao'duo'shi 生枣多食
'sheng'zhu'ru'er'fen 生竹茹二分
'shi'bai'mi'zhou'wu'shi'sheng'cang'er 食白米粥勿食生苍耳
'shi'bi'zhi'hou 湿痹之候
'shi'bian'zhe'fang 失便者方
'shi'bing'cha'wei'jian 时病差未健
'shi'bu'xiao'hua'ye 食不消化也
'shi'chu'zhuo'tuo'xing'chou 时出浊唾腥臭
'shi'da'dou'deng 食大豆等
'shi'da'shu'zhe'si 实大数者死
'shi'dao'han'ke 时盗汗咳
'shi'dong'gua'yi'ke 食冬瓜亦可
'shi'fei'rou'ji're'geng 食肥肉及热羹
'shi'feng'zhu'jun'er'ku'bu'zhi 食枫柱菌而哭不止
'shi'fu'mao'zhe 时复冒者
'shi'gao 石膏
'shi'gao'ban'jin 石膏半斤
'shi'gao'er'fen 石膏二分
'shi'gao'er'liang 石膏二两
'shi'gao'ge'liu'liang 石膏各六两
'shi'gao'ru'ji'zi'da 石膏如鸡子大
'shi'gao'ru'ji'zi'da'sui 石膏如鸡子大碎
'shi'gao'shi'er'mei'ji'zi'da 石膏十二枚鸡子大
'shi'gao'yi'jin 石膏一斤
'shi'gao'yi'jin'sui 石膏一斤碎
'shi'gou'shu'yu 食狗鼠余
'shi'gu'bu'yu'ye 是故不愈也
'shi'gu'ji'xuan 食谷即眩
'shi'hou'ye 是候也
'shi'hou'yu'zhong'du'fang 食鯸魚中毒方
'shi'ji'ou'tu 食即呕吐
'shi'ji'tou'xuan 食即头眩
'shi'ji'tu 食即吐
'shi'ji'wei'man 食即为满
'shi'jia 湿家
'shi'jia'bing'shen'teng'fa're 湿家病身疼发热
'shi'jia'shen'fan'teng 湿家身烦疼
'shi'jia'xia'zhi 湿家下之
'shi'jia'zhi'wei'bing 湿家之为病
'shi'jian'zhe'shi 屎尖者是
'shi'jiu'ren'zhi'da'shu'yi 实救人之大术矣
'shi'jue 尸蹶
'shi'ku'hu'zhong'du 食苦瓠中毒
'shi'kuai 食脍
'shi'kuai'duo 食鲙多
'shi'leng'wu 食冷物
'shi'liu'guan'jie 湿流关节
'shi'ma'gan'zhong'du 食马肝中毒
'shi'meng'ke'jiu 始萌可救
'shi'mu'ming 时目瞑
'shi'nan'yong'bao 食难用饱
'shi'ou 时呕
'shi'pi'fu'cang'fu'zhi'wen'li'ye 是皮肤藏府之纹理也
'shi'qi'nao 食其脑
'shi'qi'xiang'bo 实气相搏
'shi'qi'yi'ye 是其义也
'shi'qi'zai 湿气在
'shi'qi'zheng'ye 是其证也
'shi'qing 食顷
'shi'que'rou 食雀肉
'shi're'wu 食热物
'shi'ren'lai'sheng'fu'qi'bao'dui'yi 使人来生复其报对矣
'shi'ren'yin'suo 使人阴缩
'shi'ren'zhi'mu'ke'shang'wei'yong 视人之目窠上微拥
'shi'san'jiao'tong'hui'yuan'zhen'zhi'chu 是三焦通会元真之处
'shi'san'liang'ren'ni'qi'zhong 使三两人溺其中
'shi'shang'pi'wei 食伤脾胃
'shi'shang'yu'xia 湿伤于下
'shi'sheng'cai 食生菜
'shi'sheng'cang'er 食生苍耳
'shi'sheng'rou 食生肉
'shi'shi'dang'wei 始时当微
'shi'shi'fa're 时时发热
'shi'shi'jin'ye'wei'sheng 时时津液微生
'shi'shi'ke 时时咳
'shi'shi'shang'xia 时时上下
'shi'shi'tu'zhuo 时时吐浊
'shi'shi'ya'tang 时时鸭溏
'shi'shi'you're 时时有热
'shi'shi'zhen'han 时时振寒
'shi'shui 石水
'shi'suan'ma'rou 食酸马肉
'shi'tang 时溏
'shi'tang'mi'hou 食糖蜜后
'shi'tian'zhou'yi 食甜粥已
'shi'tou're 时头热
'shi'tuo'zhuo'mo 时唾浊沫
'shi'wei'fei'yong 是为肺痈
'shi'wei'san'fen'qu'mao 石韦三分去毛
'shi'wen 诗文
'shi'xia'wei'hu 蚀下为狐
'shi'xie'zhong'du 食蟹中毒
'shi'yan'ji'tu 食盐即吐
'shi'ye 实也
'shi'ye 是也
'shi'yi'duo'yin'jiu 食饴多饮酒
'shi'yi'han'chu 食已汗出
'shi'yi'tu'qi'zhi 食已吐其汁
'shi'yi'yue'shi'er'yue'wu'shi'xie 十一月十二月勿食薤
'shi'yin'guo'du 食饮过度
'shi'yu'bu'ze'yan'gan 蚀于部则咽干
'shi'yu'gang'zhe 蚀于肛者
'shi'yu'hou'zhong'du 食鱼后中毒
'shi'yu'ming'wei'hu 蚀于明为狐
'shi'yu'shang'bu'ze'sheng'he'yi'zuo'ga 蚀于上部则声喝一作嘎
'shi'yu'tu 时欲吐
'shi'yu'xue'ye 是瘀血也
'shi'yu'yin'wei'huo 蚀于阴为惑
'shi'yue 师曰
'shi'yue'wu'shi'bei'shuang'sheng'cai 十月勿食被霜生菜
'shi'yue'wu'shi'jiao 十月勿食椒
'shi'zao'shi'zao'fang 食躁式躁方
'shi'zao'tang'fang 十枣汤方
'shi'zao'tang'zhu'zhi 十枣汤主之
'shi'zao'tang'zhu'zhi'fang'jian'shang 十枣汤主之方见上
'shi'ze'bu'zai'yong'zhi 实则不在用之
'shi'ze'shi'qi 实则失气
'shi'ze'sun'ren 食则损人
'shi'ze'tu'er'han'chu'ye'mai'jing'qian'jin'yun 食则吐而汗出也脉经千金云
'shi'ze'zhan'yu 食则谵语
'shi'zhe'nan'zi 时着男子
'shi'zhe'san'ri'fu'fa 实者三日复发
'shi'zhi'da'ji 食之大忌
'shi'zhi'fa'e'chuang 食之发恶疮
'shi'zhi'hai'ren 食之害人
'shi'zhi'jie'shang'ren 食之皆伤人
'shi'zhi'ling'bing'dong'xia 食之令病洞下
'shi'zhi'ling'ren'dian 食之令人癫
'shi'zhi'ling'ren'fu'nei'sheng'chong 食之令人腹内生虫
'shi'zhi'ling'ren'shen'hun'bu'an 食之令人神魂不安
'shi'zhi'sha'ren 食之杀人
'shi'zhi'shang'ren 食之伤人
'shi'zhi'shang'ren'xin'qi 食之伤人心气
'shi'zhi'you'fang 食之有妨
'shi'zhi'yu'si'fang 食之欲死方
'shi'zhi'zhi 食之致
'shi'zhi'zhong'du'fang 食之中毒方
'shi'zhong'jing'luo 适中经络
'shi'zhu'bing 食煮饼
'shi'zhu'guo'zhong'du 食诸果中毒
'shi'zhu'jun'zhong'du 食诸菌中毒
'shou'an'zhi'jue'zhe 手按之绝者
'shou'shao'wan'qi'fa 手少挽其发
'shou'zhang'fan're 手掌烦热
'shou'zi'si 兽自死
'shou'zu'bi 手足痹
'shou'zu'bi'zhong 手足必肿
'shou'zu'bu'ren 手足不仁
'shou'zu'fan 手足烦
'shou'zu'fan're 手足烦热
'shou'zu'jue'leng 手足厥冷
'shou'zu'jue'ni 手足厥逆
'shou'zu'jue'ni'fang'jian'shang 手足厥逆方见上
'shou'zu'ni'han 手足逆寒
'shou'zu'ni'leng 手足逆冷
'shou'zu'ni'leng'ze'ying'wei'bu'li 手足逆冷则营卫不利
'shou'zu're'er'yu'ou 手足热而欲呕
'shou'zu'zhong're 手足中热
'shu'chu'zhi'fu 熟杵之服
'shu'dong'zhi 数动之
'shu'fei'zhang 属肺胀
'shu'fu'san'fen'ao'gan'jiang'san'fen 鼠妇三分熬干姜三分
'shu'fu'zhi'jie 数服之解
'shu'huang'jia 属黄家
'shu'ji'wei'xiao'gu'er'da'jian'yi'zuo'jin 数即为消谷而大坚一作紧
'shu'jiao'bi'kou'zhe'you'du 蜀椒闭口者有毒
'shu'jiao'chao'qu'han'yi'liang 蜀椒炒去汗一两
'shu'jiao'er'he'qu'han 蜀椒二合去汗
'shu'jiao'san'fen'qu'han 蜀椒三分去汗
'shu'jiao'yi'liang'yi'fa'er'fen 蜀椒一两一法二分
'shu'mai'ji'zhi 数脉即止
'shu'qi'san'fang 蜀漆散方
'shu'qi'san'liang 蜀漆三两
'shu'qi'san'liang'xi'qu'xing 蜀漆三两洗去腥
'shu'qi'san'zhu'zhi 蜀漆散主之
'shu'qi'shao'qu'xing 蜀漆烧去腥
'shu'qian'shen 数欠伸
'shu'shao'yin 属少阴
'shu'shi'zhe'wei'fei'yong 数实者为肺痈
'shu'xia'zhi 数下之
'shu'xiao'ke 属消渴
'shu'yu'ge'si'liang 薯蓣各四两
'shu'yu'san'liang 薯蓣三两
'shu'yu'san'shi'fen 薯蓣三十分
'shu'yu'si'liang 薯蕷四两
'shu'yu'wan'zhu'zhi 薯蓣丸主之
'shu'ze'e'han 数则恶寒
'shu'ze'wei're 数则为热
'shui'ba'sheng 水八升
'shui'bing'mai'chu'zhe'si 水病脉出者死
'shui'bu'xing 水不行
'shui'bu'zhan'liu 水不沾流
'shui'chu'qi'kong 水出七孔
'shui'cong'han'kong'ru'de'zhi 水从汗孔入得之
'shui'fu'fang'cun'bi 水服方寸匕
'shui'gu'bu'hua 水谷不化
'shui'he'fu 水和服
'shui'jin'dou'chi 水浸豆豉
'shui'liu'sheng 水六升
'shui'qi'bing'mai'zheng'bing'zhi'shi'si 水气病脉证并治十四
'shui'qi'sheng 水七升
'shui'qi'zai'pi'fu'zhong 水气在皮肤中
'shui'qu'ou'zhi 水去呕止
'shui'ren'ze'tu'zhe 水人则吐者
'shui'san'dou 水三斗
'shui'shang'you'zhu'zi'wu'liu'qian'ke'xiang'zhu 水上有珠子五六千颗相逐
'shui'ting'xin'xia 水停心下
'shui'wa'san'shi'ge'ao 水蛙三十个熬
'shui'xing'pi'zhong'suo'zhi'ye 水行皮中所致也
'shui'yi'dou 水一斗
'shui'yi'zhan'ban 水一盏半
'shui'yin'ru'ren'er'ji'liu'chu'deng 水银入人耳及六畜等
'shui'yin'suo'zuo 水饮所作
'shui'yin'ze'tu 水银则吐
'shui'zai'fei 水在肺
'shui'zai'gan 水在肝
'shui'zai'pi 水在脾
'shui'zai'shen 水在肾
'shui'zai'xin 水在心
'shui'zhan'ban 水盏半
'shui'zhi'bai'mei 水蛭百枚
'shui'zhi'wei'bing 水之为病
'shui'zhu'gan'zhe 水煮干者
'shui'zou'chang'jian 水走肠间
'shui'zou'pi'fu 水走皮肤
'si'chen'yi'deng 死臣亿等
'si'ji'bu'shi'pi 四季不食脾
'si'ji'pi'wang'bu'shou'xie 四季脾旺不受邪
'si'ji'wu'shi'sheng'kui 四季勿食生葵
'si'ri'nei'shi'sheng'cong'suan 四日内食生葱蒜
'si'shi'ge'sui'qi'se 四时各随其色
'si'shi'jia'jian'chai'hu'yin'zi'fang 四时加减柴胡饮子方
'si'shi'ri'yu 四十日愈
'si'shu'duan'jue 四属断绝
'si'xu 斯须
'si'yin'he'yi'wei'yi 四饮何以为异
'si'yue'ba'yue'wu'shi'hu'sui 四月八月勿食胡荽
'si'zhi'cai'jue'zhong'zhi 四肢才觉重滞
'si'zhi'fan'zhong 四肢烦重
'si'zhi'jiu'qiao 四肢九窍
'si'zhi'ku'fan 四肢苦烦
'si'zhi'ku'fan're 四肢苦烦热
'si'zhi'ku'zhong 四肢苦重
'si'zhi'li'jie'tong 四肢历节痛
'si'zhi'nie'nie'dong'zhe 四肢聂聂动者
'si'zhi'suan'teng 四肢酸疼
'si'zhi'tou'mian'zhong 四肢头面肿
'si'zhi'zhong 四肢肿
'sou'shu'ji'jian 溲数即坚
'su'qu'xi'ye'shi'fen'qi'yue'qi'ri'lai 溯瞿细叶十分七月七日来
'su'shi'ye 宿食也
'su'shi'zai'shang'wan 宿食在上脘
'su'xia'chu'zhi 速下除之
'suan'ru'gan 酸入肝
'suan'xue'bu'neng'xing 酸削不能行
'suan'zao'ren'er'sheng 酸枣仁二升
'suan'zao'tang'fang 酸枣汤方
'suan'zao'tang'zhu'zhi 酸枣汤主之
'sui'de'zhi 遂得之
'sui'hei'wei'huang 虽黑微黄
'sui'jiu 虽久
'sui'li 虽利
'sui'qi'shi'er'qu'zhi 随其实而取之
'sui'qi'shi'er'xie'zhi 随其实而泻之
'sui'shen'teng'tong 虽身疼痛
'sui'xia'zhi 虽下之
'sui'yi'leng 虽已冷
'sui'yun'jiu'ji 虽云救急
'sun'ren'fei 损人肺
'sun'ren'xin 损人心
'sun'you'yu 损有余
'suo'bing'xia'li'shu'shi'ri'bu'zhi 所病下利数十日不止
'suo'shi'zhi'wei 所食之味
'suo'yi'chan'fu'xi'han'chu'zhe 所以产妇喜汗出者
'suo'yi'ran'zhe 所以然者
'suo'yi'xiong'bi'xin'tong'zhe 所以胸痹心痛者
'suo'yi'xue'bu'zhi'zhe 所以血不止者
'ta'gan'yi'ju'zhi'gan'mo'zhi 獭肝一具炙干末之
'tai'dong'zai'qi'shang'zhe 胎动在脐上者
'tai'wu'ji'ku 胎无疾苦
'tai'xia'xue'zhe 胎下血者
'tai'yang'bing 太阳病
'tai'yang'zhong're'zhe 太阳中热者
'tai'yang'zhong'ye 太阳中暍
'tai'yi'yu'liang'shi'fen'shao 太乙余粮十分烧
'tan'shi'shi'duo'bu'xiao 贪食食多不消
'tan'yin'ke'sou'bing'mai'zheng'bing'zhi'shi'er 痰饮咳嗽病脉证并治十二
'tang'cheng 汤成
'tang'cheng'nei'e'jiao 汤成内阿胶
'tang'cheng'nei'zhi 汤成内之
'tang'xia'kou'bu'xia'zhe 汤下口不下者
'tao'ren'er'fen 桃仁二分
'tao'ren'er'shi'ge'qu'pi'jian'da'huang'san'liang'jiu'jin 桃仁二十个去皮尖大黄三两酒浸
'tao'ren'er'shi'mei 桃仁二十枚
'tao'ren'qu'pi'jian 桃仁去皮尖
'tao'ren'si'shi'jiu'mei 桃仁四十九枚
'tao'ren'wu'shi'ge 桃仁五十个
'tao'ren'wu'shi'mei 桃仁五十枚
'tao'ren'yi'sheng 桃仁一升
'tao'zi'duo'shi'ling'ren're 桃子多食令人热
'teng'tong 疼痛
'ti'er'tong 嚏而痛
'ti'qu'zuo'jiao'fa'fang'cun 剔取左角发方寸
'ti'yu'he'lu'rou'sheng'shi 鳀鱼合鹿肉生食
'tian'de'wen'he 天得温和
'tian'gan'cao'shao'xu 添甘草少许
'tian'han're 天寒热
'tian'xiong'san'fang 天雄散方
'tian'xiong'san'liang'pao 天雄三两炮
'tian'yin'wen'he 天因温和
'ting'li 葶苈
'ting'li'ao'da'huang'ge'yi'liang 葶苈熬大黄各一两
'ting'li'ao'ling'huang'se 葶苈熬令黄色
'ting'li'da'zao'xie'fei'tang'fang 葶苈大枣泻肺汤方
'ting'li'da'zao'xie'fei'tang'zhu'zhi 葶苈大枣泻肺汤主之
'ting'li'yi'fen'ao 葶苈一分熬
'ting'li'zi 葶苈子
'ting'shi'zu'si'zhe 停尸卒死者
'tong'bu'ke'ren 痛不可忍
'tong'chu'li'cha 痛楚立差
'tong'chu'zhu'du'yao 通除诸毒药
'tong'duo'er'ou'zhe 痛多而呕者
'tong'er'bi'zhe 痛而闭者
'tong'li'shu'hang 通利数行
'tong'wa'er'mei'he'zhi 筒瓦二枚合之
'tong'yin'qi'zhong 痛引脐中
'tong'zai'gu'jie 痛在骨节
'tong'zai'guan'yuan 痛在关元
'tong'zhe'wei'shi 痛者为实
'tong'zhi'fei'shi'gui'ji'bing 通治飞尸鬼击病
'tong'zhi'zhu'gan'wu 通治诸感忤
'tong'zhu 同煮
'tou'bu'tong'dan'fan'zhe 头不痛但烦者
'tou'di'chen'tu'bu'wu'zhe 投地尘土不污者
'tou'feng'mo'san'fang 头风摩散方
'tou'mu'mu'run 头目目闰
'tou'tong'bi'se'er'fan 头痛鼻塞而烦
'tou'tong'feng'han 头痛风寒
'tou'tong'xiang'yao'ji'bi'jiao'che'tong 头痛项腰脊臂脚掣痛
'tou'tong'zhe 头痛者
'tou'wei'tong 头微痛
'tou'xuan'duan'qi 头眩短气
'tou'zhong'bing'yi'zuo'tong 头中病一作痛
'tu'chu'ru'xi'yi'san'wu'mei 吐出如蜥蜴三五枚
'tu'fu'bu'chu 吐复不出
'tu'gua'gen 土瓜根
'tu'gua'gen'san'zhu'zhi 土瓜根散主之
'tu'gua'ji'san'fang'yin'tui'zhong'yi'zhu'zhi 土瓜极散方阴頹肿亦主之
'tu'jiang'yin'yi'er'sheng 土浆饮一二升
'tu'mian'shang 涂面上
'tu'rou'bu'ke'he'bai'ji'rou'shi'zhi 兔肉不可合白鸡肉食之
'tu'rou'zhe'gan'jiang'shi'zhi 兔肉着干姜食之
'tu'ru'mi'zhou 吐如米粥
'tu'shi'chu'ji'cha 吐食出即差
'tu'xian'mo 吐涎沫
'tu'xian'mo'er'dian'xuan 吐涎沫而癫眩
'tu'xie 吐血
'tu'xie'bu'zhi'zhe 吐血不止者
'tu'zhi'bu'chu 吐之不出
'tu'zhi'hou'zhe 吐之后者
'tu'zhi'yu 吐之愈
'tu'zhi'ze'si 吐之则死
'tu'zhuo'ti 吐浊涕
'tui'wu'zang'xu're 退五脏虚热
'tun'zhi'bu'xia 吞之不下
'tuo'nong'xue 唾脓血
'tuo'zao'mo 唾燥沫
'wai'geng'jia'xie'xia'tong'yin'que'pen 外更加胁下痛引缺盆
'wai'pi'bu'sui 喎僻不遂
'wai'she'fen'rou'zhi'jian 外舍分肉之间
'wai'tai'chai'hu'gui'zhi'tang'fang 外台柴胡桂枝汤方
'wai'tai'fang'yi'huang'qi'tang 外台防已黄芪汤
'wai'tai'fu'ling'yin 外台茯苓饮
'wai'tai'jie'geng'bai'san 外台桔梗白散
'wai'tai'wu'tou'tang 外台乌头汤
'wai'tai'zhi'feng'dian 外台治风癫
'wai'tai'zhi'gan'cao'tang 外台炙甘草汤
'wai'tai'zou'ma'tang 外台走马汤
'wai'yan'ru'zhi 外研如脂
'wai'zheng'fu'man'bu'chuan 外证腹满不喘
'wai'zheng'gu'jie'teng'tong 外证骨节疼痛
'wai'zheng'shen'ti'bu'ren 外证身体不仁
'wai'zheng'zhou'zhong 外证胕肿
'wai'zheng'zi'chuan 外证自喘
'wan'ru'wu'zi'da 丸如梧子大
'wang'bu'liu'xing'san'fang 王不留行散方
'wang'bu'liu'xing'san'zhu'zhi 王不留行散主之
'wang'bu'liu'xing'shi'fen'ba'yue'ba'ri'cai 王不留行十分八月八日采
'wang'jin'ye 亡津液
'wang'lai'han're 往来寒热
'wang'xing 妄行
'wang'xue'bu'ke'fa'qi'biao 亡血不可发其表
'wang'xue'fu'han'han'duo 亡血复汗寒多
'wang'xue'gu'ye 亡血故也
'wang'xue'ji'xu'zhe'bu'ke'yu'zhi 亡血及虚者不可与之
'wang'xue'shi'jing 亡血失精
'wang'xue'ye 亡血也
'wang'yin'xue'xu 亡阴血虚
'wang'yu'ru'kuang 妄语如狂
'wei'bao'zu 为胞阻
'wei'bu'du'xing 卫不独行
'wei'chu'cun'kou 微出寸口
'wei'chuan 微喘
'wei'de'chu'gu'er 未得除故耳
'wei'duo 未多
'wei'fa'qian'yi'jiang'shui'fu'ban'qian 未发前以浆水服半钱
'wei'fei'wei'zhi'bing 为肺痿之病
'wei'fei'yong 为肺痈
'wei'gan'qi'wang 为肝气王
'wei'han'chu 微汗出
'wei'huan'ze'wei'zhong'feng 卫缓则为中风
'wei'huo'jian'qu'yi'sheng'ban 微火煎取一升半
'wei'huo'zhu'qu'san'sheng 微火煮取三升
'wei'ji'zhe'shi'yi'ri'si 危急者十一日死
'wei'jia 为瘕
'wei'jia'xu'fan 胃家虚烦
'wei'jing'er'sheng 苇茎二升
'wei'ke'zhi 为可治
'wei'li'ze'yu 微利则愈
'wei'liu'chuan'cang'fu 未流传藏府
'wei'mo 为末
'wei'nan'zhi 为难治
'wei'nei'suo'yin'ye 为内所因也
'wei'qi'shuai'ze'shen'zhong 胃气衰则身肿
'wei'qi'xia'xie 胃气下泄
'wei'qing'gu 为清谷
'wei're'xiao'ke'zhe 微热消渴者
'wei'ru'fu 为入府
'wei'ru'zang 为入藏
'wei'san 为散
'wei'shui'ting'xin'xia 为水停心下
'wei'suan'ze'shang'jin 味酸则伤筋
'wei'wai'pi'fu'suo'zhong'ye 为外皮肤所中也
'wei'wei'huo'zhu'qu'san'sheng 微微火煮取三升
'wei'wu'zi 为无子
'wei'xia'guan 微下关
'wei'xian 微弦
'wei'xin'qi 为馨气
'wei'xue'qi'suo'zhu 为血气所注
'wei'you're 微有热
'wei'you'shi'ba'bing 微有十八病
'wei'you'shui 为有水
'wei'you'yu'xue 为有瘀血
'wei'yu'jie 为欲解
'wei'zao 胃燥
'wei'ze'han'chu 微则汗出
'wei'ze'wei'feng 微则为风
'wei'ze'wei'qi 微则为气
'wei'zhe'duan'qi 微者短气
'wei'zheng'gu'hai 为症痼害
'wei'zhi 未止
'wei'zhi'er'bu'zhi'ye 为至而不至也
'wei'zhi'gan'ye 惟治肝也
'wei'zhi'tan'yin 谓之痰饮
'wei'zhi'xuan'yin 谓之悬饮
'wei'zhi'yi'yin 谓之溢饮
'wei'zhi'yin'ye 为支饮也
'wei'zhi'zhi'yin 谓之支饮
'wei'zhong'bing 为中病
'wei'zhong'bu'he'zhe'jia'shao'yao'san'fen 胃中不和者加芍药三分
'wei'zhong'ku'zhuo 胃中苦浊
'wei'zhong'you're 胃中有热
'wei'zhu'jing'shui'duan'jue 为诸经水断绝
'wen'fen'fen'zhi 温粉粉之
'wen'fen'san'fu 温分三服
'wen'fu 温服
'wen'fu'ba'fen 温服八分
'wen'fu'ba'he 温服八合
'wen'fu'ban'kai 温服半开
'wen'fu'ban'sheng 温服半升
'wen'fu'qi'he 温服七合
'wen'fu'qu'wei'han 温服取微汗
'wen'fu'shi'han'chu 温覆使汗出
'wen'fu'wu'he 温服五合
'wen'fu'yi'sheng 温服一升
'wen'fu'zhi 温服之
'wen'fu'zhi 温覆之
'wen'ge 文蛤
'wen'ge'san'fang 文蛤散方
'wen'ge'san'zhu'zhi 文蛤散主之
'wen'ge'wu'liang 文蛤五两
'wen'jing'tang'fang 温经汤方
'wen'jiu'diao'fu 温酒调服
'wen'jiu'guan'kou'zhong 温酒灌口中
'wen'ling'wei'han 温令微汗
'wen'nue'jia'shu'qi'ban'fen 温疟加蜀漆半分
'wen'nue'zhe 温疟者
'wen'qu'ba'he 温取八合
'wen'wen'yu'tu 温温欲吐
'wen'yan'yi'sheng 温眼一升
'wen'yin'zhong'zuo'yao 温阴中坐药
'wen'yue 问曰
'wo'bu'shi'dong'yao 卧不时动摇
'wo'bu'zhao'xi 卧不着席
'wo'qi'bu'an 卧起不安
'wo'shu'dao'rang'zhong'ze'fa'huang 卧秫稻穰中则发黄
'wu'bie'jia'you'gui 无鳖甲有桂
'wu'bu'huo'ye 无不活也
'wu'da're 无大热
'wu'dang'feng 勿当风
'wu'fu'jue 无复觉
'wu'gan'jiang 无干姜
'wu'geng'qu 勿更取
'wu'guai 勿怪
'wu'han'er'xiao'shi'fan'shao 无汗而小使反少
'wu'han're 无寒热
'wu'ji'bai'shou'zhe 乌鸡白首者
'wu'jing'gen'duo'shi'zhi 芜菁根多食之
'wu'lao'qi'shang'liu'ji'fu'ren'san'shi'liu'bing 五劳七伤六极妇人三十六病
'wu'lao'xu'ji'lei'shou 五劳虚极羸瘦
'wu'ling'hui'guo 勿令灰过
'wu'ling'jiu'qiao'bi'se 勿令九窍闭塞
'wu'ling'san'fang 五苓散方
'wu'ling'san'wu'fen'fang'jian'tan'yin'zhong 五苓散五分方见痰饮中
'wu'ling'san'zhu'zhi 五苓散主之
'wu'ling'san'zhu'zhi'fang'jian'shang 五苓散主之方见上
'wu'mei'er'qi'ge 乌梅二七个
'wu'mei'san'bai'mei 乌梅三百枚
'wu'mei'wan'fang 乌梅丸方
'wu'mei'wan'zhu'zhi 乌梅丸主之
'wu're'wei'fan 无热微烦
'wu'ri'ke'zhi 五日可治
'wu'shan'san'fen'shao 乌扇三分烧
'wu'shang'pi'fu 雾伤皮肤
'wu'shang'yu'shang 雾伤于上
'wu'shi 勿食
'wu'shi'lin'jia'zhi'wu 勿食鳞甲之物
'wu'shi'ye'yu 误食野芋
'wu'shi'zhe 无湿者
'wu'shi'zhi 勿食之
'wu'shi'zhi 误食之
'wu'shi'zhi'ji'ren'yan'hou 误食之戟人咽喉
'wu'shu'fu'chi'xiao'er'wei 无鼠妇赤硝二味
'wu'shui'xu'zhang'zhe'wei'qi 无水虚胀者为气
'wu'suo'jin 无所禁
'wu'ta'ke'yi'bu'zhui'ye 无它可以补缀也
'wu'tai'guo 勿太过
'wu'tai'yang'zheng 无太阳证
'wu'tou 乌头
'wu'tou'chi'shi'zhi'wan'fang 乌头赤石脂丸方
'wu'tou'chi'shi'zhi'wan'zhu'zhi 乌头赤石脂丸主之
'wu'tou'da'zhe'wu'mei'ao'qu'pi 乌头大者五枚熬去皮
'wu'tou'er'liang'pao 乌头二两炮
'wu'tou'gui'zhi'tang'fang 乌头桂枝汤方
'wu'tou'tang'fang 乌头汤方
'wu'tou'tang'zhu'zhi 乌头汤主之
'wu'tou'yi'fen'pao 乌头一分炮
'wu'wei'ban'sheng 五味半升
'wu'wei'bu'ran 勿谓不然
'wu'wei'zi 五味子
'wu'wei'zi'ban'jin 五味子半斤
'wu'wei'zi'ban'sheng 五味子半升
'wu'xie'zhong'ren 五邪中人
'wu'xiong'huang 无雄黄
'wu'yi'yan'chi'ye 勿以盐豉也
'wu'yin'leng'shui 勿饮冷水
'wu'yue'wu'ri'wu'shi'sheng'cai 五月五日勿食生菜
'wu'yue'wu'shi'jiu 五月勿食韭
'wu'zang'bing'ge'you'shi'ba 五藏病各有十八
'wu'zang'bing'ge'you'suo'de'zhe'yu 五藏病各有所得者愈
'wu'zang'bing'ge'you'suo'e 五藏病各有所恶
'wu'zang'feng'han'ji'ju'bing'mai'zheng'bing'zhi'shi'yi 五藏风寒积聚病脉证并治十一
'wu'zhi'shi'yi'zhu'gan'cao'ji'ni'zhi'yin'zhi 无知时宜煮甘草荠苨汁饮之
'wu'zhu'yu'ban'sheng 吴茱萸半升
'wu'zhu'yu'ge'yi'liang 吴茱萸各一两
'wu'zhu'yu'san'liang 吴茱萸三两
'wu'zi'da 梧子大
'xi'bei'shang'yu'ku 喜悲伤欲哭
'xi'er'bu'chu 吸而不出
'xi'er'wei'shu 吸而微数
'xi'jiao'jiao'yin'shi 犀角搅饮食
'xi'jiao'tang'yi'jia 犀角汤亦佳
