'a'du'li'yu'fo'shen'tong 阿闍梨与佛身同
'sheng'jun'chui'yi'shang 圣君垂衣裳
'sheng'lai'ku'zhang'ju 生来苦章句
'sheng'lao'bing'si'zhe 生老病死者
'sheng'ming'shu'wei'zhi 圣明殊未至
'sheng'ren'bu'sheng 圣人不生
'sheng'sa'liang'yuan'ke'gong'wen 声洒梁园客共闻
'sheng'shang'fang'xu'xi 圣上方虚席
'sheng'tang'ke'man'shi'duo'cai 升堂客谩恃多才
'sheng'teng'feng'yi'xing 升腾凤一行
'sheng'tian'hang 升天行
'sheng'xia'bian'zhi'zhen'meng'huan 生下便知真梦幻
'sheng'ya'ji'bu'tong 生涯即不同
'sheng'ya'jin'dang'chu 生涯尽荡除
'sheng'ya'yi'yin'hui 生涯一印灰
'sheng'ya'zai'he'chu 生涯在何处
'sheng'yi'hui'gu'sheng 声异蟪蛄声
'sheng'yuan'tong'yi'guo 生缘同一国
'sheng'zai'tai'ping'shi 生在太平时
'sheng'zhi'bian'ji'liao 生知便寂寥
'sheng'zhi'ya'xue'miao'nan'qiong 生知雅学妙难穷
'sheng'zhong'ren'po'suo 剩种任婆娑
'sheng'zhu'jiang'qing'yan'bei'nei 圣主降情延北内
'sheng'zuo'jing'wen'kun'xiang'wai 绳琢静闻罤象外
'shi'ba'xian'zhen'zai 十八贤真在
'shi'ba'xin'shi'guo'zhu'xun 时把新诗过竹寻
'shi'bian'zhong'ren'jiu'ti'ming 石边重认旧题名
'shi'bie'you'xin'qing 诗别有新清
'shi'bing'xiang'jian'lao'bing'shen 诗病相兼老病深
'shi'can'da'ya'ke 时惭大雅客
'shi'cheng'xuan'bu'liu 诗成旋不留
'shi'cheng'zi'dian'tou 诗成自点头
'shi'chuang'qiu'ji'jian'xiao'xiang 石窗秋霁见潇湘
'shi'chui'shan'xi'jian 诗硾剡溪笺
'shi'ci'yi'xiang'xun 时此一相寻
'shi'cong'jing'jing'sheng 诗从静境生
'shi'dai'fu'zhi'rou 食大夫之肉
'shi'dai'you'ming'gong 世代有名公
'shi'dan'lao'zhen'feng 诗澹老真风
'shi'dao'hu'xi'tou 时到虎溪头
'shi'dian'hua'fei'geng'shuo'wu 石点花飞更说无
'shi'ding'qiu'tao'jing 石鼎秋涛静
'shi'er'feng'tou'cha'tian'bi 十二峰头插天碧
'shi'er'feng'yun'geng'na'bian 十二峰云更那边
'shi'fang'yuan'gong'chan 时访远公禅
'shi'fei'xian'jian'ji'liao'zhong 是非闲见寂寥中
'shi'fei'zhen'xian'e 是非真险恶
'shi'feng'dao'yu'bo 时逢岛屿泊
'shi'feng'shu'seng'shuo 时逢蜀僧说
'shi'feng'shui'zi'lun'gong'fu 诗逢谁子论功夫
'shi'fo'men'xiang'si 事佛门相似
'shi'fo'wei'lian'zhu'di'zi 事佛未怜诸弟子
'shi'fo'wei'ru'qu'jin'gao 事佛为儒趣尽高
'shi'fu'deng'lou'kan'mu'shan 时复登楼看暮山
'shi'fu'ji'kong'lin 时复寄空林
'shi'fu'xie'qiong'xin'bu'deng 时复携筇信步登
'shi'fu'zhe'gu'sheng 时复鹧鸪声
'shi'ge'xuan'lai'bu'bang'ren 诗格玄来不傍人
'shi'gong'zao'po'qing'qiu'miao 诗工凿破清求妙
'shi'gui'cha'xun'shuang 始贵茶巡爽
'shi'guo'dong'ting'kong 诗过洞庭空
'shi'hai'de'yi'xin 诗还得意新
'shi'he'duo'sheng'di 是何多胜地
'shi'he'gen'zhu 是何根株
'shi'huai'jue'you'ling 诗怀觉有灵
'shi'huan'shui'jing'si'bu'hui 世幻谁惊死不回
'shi'hui'bang'zhen'sheng 时回傍枕声
'shi'huo'ci'xiang'qin 时或此相亲
'shi'jia'qu'xiang'you 诗家趣向幽
'shi'jia'wei'zheng'bie 诗家为政别
'shi'jia'you'bao'zhao 诗家有鲍昭
'shi'jian'feng'xiao'kan 试剪凤箫看
'shi'jie'da'ya'yan 诗皆大雅言
'shi'jie'gui'shui'shi 世界归谁是
'shi'jie'hu'yan'zhang 势接湖烟涨
'shi'jie'ren'xiang'cui 时节任相催
'shi'jie'tui'ying'ding 时节推应定
'shi'jing'jiu'you'lin'jiao'jie 石镜旧游临皎洁
'shi'jing'san'fu'jin 始惊三伏尽
'shi'jing'wu'zi'ju 石径无趑趄
'shi'ju'xian'sou'ji'you'sheng 诗句闲搜寂有声
'shi'juan'zi'fen'shao 诗卷自焚烧
'shi'jue'xi'quan'liu 始觉细泉流
'shi'kan'jian'gui'yu 事堪煎桂玉
'shi'kan'sui'chu'ren'xu'zhou 始堪随处任虚舟
'shi'kan'xian'suo'bai'yuan'bian 石龛闲锁白猿边
'shi'kan'xian'suo'jiu'ju'feng 石龛闲锁旧居峰
'shi'lai'diao'shi'tou 时来吊石头
'shi'lai'fu'ta'kan 时来拂榻看
'shi'lai'kou'jing'jing 时来扣静荆
'shi'lai'ri'wang'yuan'zhen'qu 时来日往缘真趣
'shi'lai'wei'shui'zhi'yu'gan 时来渭水掷鱼竿
'shi'lai'xu'chu'shan 时来须出山
'shi'lai'zhen'ke'xi 时来真可惜
'shi'li'ji'tian'xin'han'dan 诗里几添新菡萏
'shi'li'shi'fei'gao 诗里是非高
'shi'li'si'wen'bai'xue'nan 诗里思闻白雪难
'shi'lie'ba'jiao'pian 试裂芭蕉片
'shi'liu'yi'cheng'ying'zhou'guang 石榴宜称映舟光
'shi'lu'huo'chuan'song 石路或穿松
'shi'lu'xian'pan'lan'ai'hua 石路险盘岚霭滑
'shi'lun'sui'shi'bian 世论随时变
'shi'men'ceng'shuo'yong'han'lu 诗门曾说拥寒炉
'shi'miao'you'he'ping 诗妙有何评
'shi'mo'ku'bu'li 诗魔苦不利
'shi'mo'yi'shi'shu 时莫倚诗书
'shi'nan'duo'zhan'di 时难多战地
'shi'nan'wei'ke'chu 时难未可出
'shi'nian'guan'meng'mei 十年关梦寐
'shi'nian'lin'zhu'ting'yu'ge 十年邻住听渔歌
'shi'nv'neng'sheng'shi'sheng'tai 石女能生是圣胎
'shi'qi'bu'qing'yin 时起步清阴
'shi'qi'wu'ying'zhu 世岂无英主
'shi'qiao'seng'wen'wo 石桥僧问我
'shi'qiao'wei'hua'chang'chun'tai 石桥危滑长春苔
'shi'qing'he'si'bing 诗情合似冰
'shi'qu'yu'shui'lun'ci'shi 时去与谁论此事
'shi'que'liang'tiao'se 石阙凉调瑟
'shi'ren'bu'xi'qian 时人不惜钱
'shi'ren'he'yu'xian 诗人合遇贤
'shi'ru'qi'lin'yan'zuo'shi 石如骐驎岩作室
'shi'ru'si'liang'xiang'he'chu 时入思量向何处
'shi'se'di'shan'bing 诗涩滴杉冰
'shi'seng'you'hui'xiu 诗僧有惠休
'shi'shang'shui'jing'jin 世上谁惊尽
'shi'shang'yuan'seng'ti 石上远僧题
'shi'shang'yun'gui'yue'lu'duo 石上云归岳麓多
'shi'shi'bi'luo'chui 石室薜萝垂
'shi'shi'de'yi'gui 时时得意归
'shi'shi'fen'ming'ge'ti'tou 始是分明个剃头
'shi'shi'guan'xia'nen 石室关霞嫩
'shi'shi'jie'neng'hui 是事皆能讳
'shi'shi'lan'yan'duo'ji'hui 时事懒言多忌讳
'shi'shi'tian'cai'ken'yi'chou 诗是天才肯易酬
'shi'si'zai'wu'xing 诗思在无形
'shi'suan'ping'sheng'shi 试算平生事
'shi'sui'can'po'mie 始随残魄灭
'shi'sui'ding'hu'yi'jian'lv 事遂鼎湖遗剑履
'shi'ti'jiu'bu'ru 诗题旧不如
'shi'tian'pu'bu'xin'ping'shui 时添瀑布新瓶水
'shi'tong'li'he'jing'tong'gui 诗同李贺精通鬼
'shi'tong'wu'li'xing'kan'duo 诗通物理行堪掇
'shi'tou'cheng'wai'qing'shan'die 石头城外青山叠
'shi'tui'yi'bei'liu 诗推异辈流
'shi'wan'xiong'jun'mu 十万雄军幕
'shi'wei'ku'hen'wu'shou'shi 时危苦恨无收拾
'shi'wei'quan'yan'bi 石围泉眼碧
'shi'wen'de'xin'yi 时闻得新意
'shi'wo'yin'hai'fei 使我吟还废
'shi'wu'nian'qian'hui'hu'xi 十五年前会虎溪
'shi'wu'wan'yan'sheng 石屋晚烟生
'shi'wu'xian'zi'ni'chuan'shui 诗无贤子拟传谁
'shi'wu'xun'chun'sun 石坞寻春笋
'shi'wu'zhu'qie'yan 诗无主且言
'shi'xian'bei'su'duo 诗嫌背俗多
'shi'xiang'gui'feng'su 时向圭峰宿
'shi'xie'kong'zhang'cao'xi'wai 时谢孔璋操檄外
'shi'xin'he'yi'chuan 诗心何以传
'shi'xing'ji'tian'ying 诗兴继填膺
'shi'xing'nan'qiong'hua'cao'wai 诗兴难穷花草外
'shi'xuan'da'ya'zuo 诗悬大雅作
'shi'xuan'lun'shen'nan 诗玄论甚难
'shi'xun'ling'guan'you'yi'wen 诗寻灵观有遗文
'shi'xun'xie'gong'ji 时寻谢公迹
'shi'yan'zheng'zhi'cang'cui'rong 世眼争知苍翠容
'shi'ye'jin'cao'liu 事业尽曹刘
'shi'yi'ji'tang'sheng 时忆寄汤生
'shi'yi'jiu'xian'yin 时倚就闲吟
'shi'yi'liang'ban'cheng'chen'ji 时移两板成尘迹
'shi'yi'tu'geng'fei'qian'jin 世医徒更费千金
'shi'yi'yang'zhou'you'bao'zhao 诗忆扬州有鲍昭
'shi'yin'liu'ying'song'hao'sheng 时引流莺送好声
'shi'ying'ji'de'chang'an'shi 时应记得长安事
'shi'ying'zhong'wei'shi 是应终未是
'shi'you'que'wan'fu 诗犹却万夫
'shi'you'xing'lai'huan'mi'ju 时有兴来还觅句
'shi'yu'zhong'zhi'ru'sheng'nan 嗜欲终知入圣难
'shi'zai'hun'mang'qian 诗在混茫前
'shi'zai'yi'gong'qing 十载依公卿
'shi'zhe'qiu'lian'ye 试折秋莲叶
'shi'zhe'ye'ti'duo 诗着野题多
'shi'zhi'li'gan'zhong'qi'zhou 十指沥干终七轴
'shi'zhi'tian'xia'ren 使之天下人
'shi'zhong'you'liang'yu 石中有良玉
'shi'zhu'hua 石竹花
'shi'zhu'hua'kai'zhao'ting'shi 石竹花开照庭石
'shi'zhu'luo'hua'quan 试煮落花泉
'shi'zhu'qi'yuan'jing 时注漆园经
'shi'zhu'zhi 示诸侄
'shi'zhuan'wen'duo'shi 事转闻多事
'shi'zuo'jiao'she'ben 始作骄奢本
'shou'chi'shen'xin'gou'jing'jie 受持身心苟精洁
'shou'shi'gu'you'ying 收时谷有莺
'shou'shou'shi'yi'yuan 首首是遗冤
'shou'ying'cheng'he'gu 瘦应成鹤骨
'shu'an'fei'yang'feng'luo'xu 书案飞飏风落絮
'shu'bian'san'rao'li'wu'shi 树边三绕礼吾师
'shu'ceng'dao'bi'luo 书曾到薜萝
'shu'chuan'wang'fu'kong 书传往复空
'shu'feng'wei'cui'di'yu'chuan 数峰危翠滴渔船
'shu'feng'yun'jiao'chui'ping'di 数峰云脚垂平地
'shu'gu'si'seng'fang 书古寺僧房
'shu'guo'cong'qi'bo 蜀国从栖泊
'shu'huang'chou'sun'liu'chui'yin 疏篁抽笋柳垂阴
'shu'huang'di'duan'bu'kan'qing 疏篁低短不堪情
'shu'hun'ba'you'bei'can'ye 蜀魂巴狖悲残夜
'shu'juan'bu'ru'jun 舒卷不如君
'shu'kuang'shan'yin'zhe'bi 书匡山隐者壁
'shu'li'xiu'cai'bi 书李秀才壁
'shu'nie'shao'lu'xiang 树枿烧炉响
'shu'qi'shi'jiang'bao 暑气时将薄
'shu'ri'bu'jian'ri 数日不见日
'shu'shi'cong'cong'bie 树石丛丛别
'shu'shi'jin'duo'tai 树石尽多苔
'shu'shu'bian'di'sheng 疏疏遍地生
'shu'shu'shuang'bian'du'bang'lan 数树霜边独傍栏
'shu'wang'quan'li'zang'yu'hui 蜀王全礼葬馀灰
'shu'xi'de'xian'duo 殊喜得闲多
'shu'xia'tai'qian'lv'rao'xi 树下苔钱绿绕溪
'shu'xiao'wang'qin'jin'han'deng 数宵忘寝尽寒灯
'shu'ye'hai'ru'jiu 疏野还如旧
'shu'ying'can'yang'si 树影残阳寺
'shu'ying'quan'sheng'zai'ban'kong 树影泉声在半空
'shu'ying'xi'luo'mei'tai'ji 疏影细落莓苔矶
'shu'ying'zhong'hang'shang'xia'fang 树影中行上下方
'shu'yong'ben'wu'xing 疏慵本吾性
'shu'yu'dao'feng'fei 疏雨岛枫飞
'shu'yu'wan'chong'lian'ye'xiang 疏雨晚冲莲叶响
'shu'zao'shui'qiong'ben 疏凿谁穷本
'shu'zhi'diao'yu'chuan 数只钓鱼船
'shu'zhong'shui'gan'gong'xuan'heng 蜀中谁敢共悬衡
'shuai'can'xiang'chang'shou 衰残想长寿
'shuai'lao'jiang'nan'ri 衰老江南日
'shuai'lei'lao'bing'qing 衰羸老病情
'shuang'bi'jia'tuan'liu 双壁夹湍流
'shuang'chan'juan 双婵娟
'shuang'fan'ye'ye'fei 霜繁野叶飞
'shuang'fei'mai'yu'yun 双飞麦雨匀
'shuang'feng'fan'luo'ye 霜枫翻落叶
'shuang'feng'zhu'dao'you 双峰诸道友
'shuang'jian'fang'wen'xie'bai'tai 霜简方闻谢柏台
'shuang'lv'nan'liu'qu'zhu'zong 双履难留去住踪
'shuang'lv'xun'shan'shang'bai'ti 双履寻山上柏梯
'shuang'qi'ban'zai'bai'yun'duan 双栖伴在白云端
'shuang'que'song'shuang'ao 双阙耸双鳌
'shuang'sha'bai'cao'jin 霜杀百草尽
'shuang'shuang'ye'tian'que 双双野田雀
'shuang'song'xue'cheng 霜松雪柽
'shuang'tian'si'du'xun 霜天寺独寻
'shuang'xia'diao'yu'ji 双下钓鱼矶
'shuang'xian'da'chun'han 霜霰大椿寒
'shuang'xian'man'shan'song 霜霰满杉松
'shuang'xu'yun'ge'li 霜须芸阁吏
'shuang'xuan'dao'zhu'yin 霜轩倒竹阴
'shuang'xue'jian'zai'xin'shan'chui 霜雪剪栽新剡硾
'shuang'xue'li'jing'shen 霜雪里精神
'shuang'xue'lu'qian'po 霜雪路千坡
'shuang'yan'xiang'shu'hun 双眼向书昏
'shuang'yan'xing'xing'bi'fu'kai 双眼醒醒闭复开
'shuang'yi'lu'zheng'qian'shu'shu 霜裛露蒸千树熟
'shuang'yue'guang'zhong'gong'ying'xing 霜月光中共影行
'shuang'zhu'jiao'yuan'zhi 霜著叫猿枝
'shuang'zi'xiao'ji'lin'tong'jing 霜髭晓几临铜镜
'shui'ba'gui'zhou'zai'wo'hang 谁把归舟载我行
'shui'bian'fei'qu'qing'nan'bian 水边飞去青难辨
'shui'bian'hang 水边行
'shui'bian'jing'she'jue'chen'ai 水边精舍绝尘埃
'shui'bian'qing'qu'shang'gao'tai 水边晴去上高台
'shui'bian'shi'wang'yi'shi'xian 水边时望忆师闲
'shui'bian'song'xia'du'xun'si 水边松下独寻思
'shui'bian'wu'ban'li 水边无伴立
'shui'bian'xing'zhi'bu'fang'seng 水边行止不妨僧
'shui'bian'zhao'mu'song'gui'seng 水边朝暮送归僧
'shui'ceng'shi'gu'lv 谁曾师古律
'shui'dang'qiao'cai'zhi 谁当巧裁制
'shui'dao'chun'feng'qu'bu'huan 谁道淳风去不还
'shui'di'fen'ming'tian'shang'yun 水底分明天上云
'shui'fu'nian'feng'liu 谁复念风流
'shui'ge'gu'cheng'cheng'ge'shan 水隔孤城城隔山
'shui'geng'ru'shen'lun 谁更入深论
'shui'guo'guang'ning'xi'zhao'tian 水国光凝夕照天
'shui'guo'yun'lei'kuo 水国云雷阔
'shui'hui'jing'zhou'yi'lao'fu 谁会荆州一老夫
'shui'jia'wei'jin'zhong 谁家煨烬中
'shui'jian'chang'sheng'lu 谁见长生路
'shui'jian'fu'chi'li 谁见扶持力
'shui'jian'shao'nian'xin 谁见少年心
'shui'jian'xiao'xiao'yu'ye'tang 谁见萧萧雨夜堂
'shui'jiang'yi'zhu'zheng'xian'hou 谁将一著争先后
'shui'jie'mu'lan'zhou 谁借木兰舟
'shui'jing'guang'tou'ye'deng'hong 水精光透夜灯红
'shui'jing'wei'chen'jin 谁竟慰尘襟
'shui'kan'you'chuang'shu'yue'zhong 水槛幽窗暑月中
'shui'lai'kan'shan'si 谁来看山寺
'shui'lai'yi'ying'tang 谁来一影堂
'shui'liang'tian'yi'cheng 水凉天亦澄
'shui'lun'chuan'fa'ji 谁论传法偈
'shui'man'yuan'tang'zhao'ri'ming 水满圆塘照日明
'shui'niao'zhuo'xian'men 水鸟啄闲门
'shui'qian'xi'lai'fu'yue'yun 谁遣西来负岳云
'shui'qing'shuai'lei'zhu'bei'zhou 谁请衰羸住北州
'shui'ren'ai'ci'xin 谁人爱此心
'shui'ren'xiang'qiu'xi 谁人向秋夕
'shui'shao'quan'wu'bing 睡少全无病
'shui'shi'guai'nan'tu 水石怪难图
'shui'si'xian'lai'seng'ji'ji 水寺闲来僧寂寂
'shui'tian'xing'can'ye'yao'yao 水天星粲夜遥遥
'shui'ting'dao'wu'xin 谁听到无心
'shui'tong'lun'ci'li 谁同论此理
'shui'wan'lai'bian'yan 水晚来边雁
'shui'wei'gen'xun'zao'hua'gong 谁为根寻造化功
'shui'xi'lao'xian'shen 谁喜老闲身
'shui'xiang'gu'zhou'yi'xiong'di 谁向孤舟忆兄弟
'shui'xiao'li'sao'geng'wen'tian 谁斅离骚更问天
'shui'xin'gong'wu'shi 谁心共无事
'shui'xin'ken'ci'hua'xin'hui 谁心肯此话心灰
'shui'xin'xing'wang'ji 谁信兴亡迹
'shui'ya'jing'nian'yi'du'lai 谁讶经年一度来
'shui'yan'hou'dai'wu'gao'shou 谁言后代无高手
'shui'yan'sheng'si'wu'xiao'chu 谁言生死无消处
'shui'yi'shang'tou'chan 谁忆上头禅
'shui'you'xian'xin'qu 谁有闲心去
'shui'yu'qian'sui'wai 谁于千岁外
'shui'yu'yan'zan'guan 谁欲厌簪冠
'shui'yun'jie'shi'wan 谁云劫石顽
'shui'yun'you'ju'chuan'tian'xia 谁云有句传天下
'shui'zai'jiang'lou'wang 谁在江楼望
'shui'zheng'shan'shui'duo 谁争山水多
'shui'zhi'bu'ran'xing 谁知不染性
'shui'zhi'li'geng'zhe 谁知力耕者
'shui'zhi'xian'tui'ji 谁知闲退迹
'shui'zhi'yuan'yan'lang 谁知远烟浪
'shui'zhu'jiang'bian'shu'xia'fang 谁住江边树下房
'shui'zhu'yuan'xi'si 谁住原西寺
'shun'xian'he'ya'xun'feng'chui 舜弦和雅熏风吹
'shuo'chu'wu'sheng'shi'shi'xian 说处无生始是闲
'shuo'ji'fei'nan'shuo 说即非难说
'shuo'qi'ya'chun'han 朔气压春寒
'shuo'wan'bo 烁晚波
'si'bei'wen'xiang'lang 寺北闻湘浪
'si'bian'kong'bi'luo 四边空碧落
'si'chui'yan'jian'kuan 四垂烟渐宽
'si'cun'sang'mai'bian'qiu'ling 四村桑麦遍丘陵
'si'e'yin'biao'sheng 寺额因标胜
'si'gao'ren'yi'xian 寺高人亦闲
'si'ge'gao'lian'huang'he'lou 寺阁高连黄鹤楼
'si'hai'dai'kan'dang'wu'shi 四海待看当午时
'si'hai'fang'mo'jian 四海方磨剑
'si'hai'jiu'zhou'duo'shao'shan 四海九州多少山
'si'hai'lu'xing'nan 四海路行难
'si'hai'yang'wen'ming 四海仰文明
'si'hai'yu'long'jing'po'leng 四海鱼龙精魄冷
'si'jiao'yun'ying'he 四郊云影合
'si'jin'xian'ren'fan'yue'guo 寺近闲人泛月过
'si'jue'tang'qian'wan'mu'qiu 四绝堂前万木秋
'si'liang'hua'de'sheng'long'de 思量画得胜笼得
'si'liang'jiang'ling'yi 思量江令意
'si'liang'qing'bi'si 思量青壁寺
'si'lin'geng'diao'qu'ren'zheng 四邻耕钓趋仁政
'si'lin'wu'su'ji 四邻无俗迹
'si'lou'gao'chu'bi'ya'leng 寺楼高出碧崖棱
'si'men'song'zhe'she'seng'wang 寺门松折社僧亡
'si'mian'bai'bo'sheng 四面白波声
'si'mian'geng'sang'zhe 四面耕桑者
'si'mian'tai'wei'lv 四面苔围绿
'si'ren'xian'chu'zi'chi'hui 似人嫌处自迟回
'si'ru'gu'feng'qu 死入孤峰去
'si'tong'wang'guo'xiu 死同亡国休
'si'ye'ge'feng'ren 四野歌丰稔
'si'ye'he'you'nao 死也何忧恼
'si'yi'lai'lv'fu 四夷来率服
'si'you'e'mei'ji'lin'xia'zhu'you 思游峨嵋寄林下诸友
'si'zhou'sao'ci'shu'ba'xing 四轴骚词书八行
'si'zuo'gong'tui'cao'xi'jian 四座共推操檄健
'song'bai'chu'shi'you'e'mei 送白处士游峨嵋
'song'bin'zuo'zhu'fu'long'an'qing'jiang 送彬座主赴龙安请讲
'song'bing'chan'zai'wang'hu'zhong 送冰禅再往湖中
'song'chan'zhe'you'nan'yue 送禅者游南岳
'song'chen'ba'gui'min 送陈霸归闽
'song'chu'yun'shang'ren 送楚云上人
'song'chuang'tie'nian'sheng 松窗铁碾声
'song'chuang'you'yan'xi 松窗有偃息
'song'cui'pan'guan'fu'gui'cui 送崔判官赴归倅
'song'cuo'gong'qi'gong'nan'you 送错公栖公南游
'song'dong'lin'si'mu'gong'wang'wu'guo 送东林寺睦公往吴国
'song'du'shi'ti'zai 宋杜诗题在
'song'du'ti'shi'jin'jiu'fang 宋杜题诗近旧房
'song'er'you'sheng'gui'yi'yang 送二友生归宜阳
'song'fang'zi'lian'cheng 松房自炼成
'song'feng'xiao'cui'dian 嵩峰晓翠巅
'song'feng'you'ke'yuan'xiang'xun 嵩峰有客远相寻
'song'gan'cang'cang 耸干苍苍
'song'gao'li'er'seng'nan'you 送高丽二僧南游
'song'gui'sen'sen'tian'lu'shi 松桧森森天露湿
'song'han'tui'xiu'cai'fu'ju 送韩蜕秀才赴举
'song'hua'wei'shi'jin'wen'jin'hua'shan'gu'song'hua'wei'shi 松化为石近闻金华山古松化为石
'song'hua'zhan'he'gu'mao'xiang 松花沾鹤骨毛香
'song'huang'gan'xuan'fan 松黄干旋泛
'song'hui'kong'bei'you 送惠空北游
'song'hui'kong'shang'ren'gui 送惠空上人归
'song'jie'da'de'gui'que 送节大德归阙
'song'jing'jie'kuang'lu 松径接匡庐
'song'jun'rao'zu'tang 松筠绕祖堂
'song'li'ping'shi'wang'yi'chun 送李评事往宜春
'song'li'xiu'cai'gui'xiang'zhong 送李秀才归湘中
'song'lin'shang'ren'gui'yong'jia'jiu'ju 送林上人归永嘉旧居
'song'ling'gai'jin'di 松灵盖尽低
'song'ling'shang'ren'you'wu'tai 送灵上人游五台
'song'liu'tui'xiu'cai'fu'ju 送刘蜕秀才赴举
'song'liu'xiu'cai'gui'sang'shui'ning'jin 送刘秀才归桑水宁觐
'song'liu'xiu'cai'nan'you 送刘秀才南游
'song'liu'xiu'cai'wang'dong'luo 送刘秀才往东洛
'song'long'gong'shang'ren 送隆公上人
'song'lu'shuo'luan'hou'tou'zhi'ji 送卢说乱后投知己
'song'lue'chan'zhe'gui'nan'yue 送略禅者归南岳
'song'men'dui'fu'ji 松门堆复积
'song'men'gao'bu'si'hou'men 松门高不似侯门
'song'mi'shang'ren 送秘上人
'song'ou'yang'xiu'cai'fu'ju 送欧阳秀才赴举
'song'qian'kang'chan'shi'ru'shan'guo'xia 送乾康禅师入山过夏
'song'qian'ke 送迁客
'song'qiu'meng'yi'zhu'feng'xue 嵩丘梦忆诸峰雪
'song'ren'fu'guan 送人赴官
'song'ren'fu'ju 送人赴举
'song'ren'gui'hua'xia 送人归华下
'song'ren'gui'wu 送人归吴
'song'ren'nan'you 送人南游
'song'ren'ru'shu 送人入蜀
'song'ren'run'zhou'xun'xiong'di 送人润州寻兄弟
'song'ren'wang'chang'sha 送人往长沙
'song'ren'xia'di'dong'gui 送人下第东归
'song'ren'you'heng'yue 送人游衡岳
'song'ren'you'nan 送人游南
'song'ren'you'sai 送人游塞
'song'ren'you'wu'ling'xiang'zhong 送人游武陵湘中
'song'ren'you'xiang'hu 送人游湘湖
'song'ren'you'yong'jing 送人游雍京
'song'ren'you'yu'quan'si 送人游玉泉寺
'song'ren'zi'shu'hui'nan'you 送人自蜀回南游
'song'seng'gui'luo'zhong 送僧归洛中
'song'seng'gui'nan'yue 送僧归南岳
'song'seng'gui'ri'ben 送僧归日本
'song'seng'you'long'men'xiang'shan'si 送僧游龙门香山寺
'song'shan'xiang'yi'ku 松杉相倚枯
'song'shao'si'po'shi'dao'bing 松烧寺破是刀兵
'song'shen'ren'yan'guan 松深认掩关
'song'sheng'bai'ri'bian'xing'zhi 松声白日边行止
'song'sheng'hu'xi'si 松声虎溪寺
'song'sheng'li'luo'quan 松声里落泉
'song'sheng'liang'chu'feng 松声两处风
'song'si'kong'xue'shi'fu'jing 送司空学士赴京
'song'sun'feng'xiu'cai'fu'ju 送孙凤秀才赴举
'song'sun'yi'ren'gui'lu'shan 送孙逸人归庐山
'song'tai'chan'shi'gui'nan'yue 送泰禅师归南岳
'song'tai'fa'bi'ji'ren'gong 送胎发笔寄仁公
'song'tan'san'zang'ru'jing 送谭三藏入京
'song'tang'bing'zheng'zi'gui'ping'chuan 送唐禀正字归萍川
'song'tou'bai'ding'bi'sen'sen 松头柏顶碧森森
'song'wang'chu'shi'you'shu 送王处士游蜀
'song'wang'xiu'cai'wang'song'zi'xia'ke 送王秀才往松滋夏课
'song'wu'shou'ming'xian'bei'you'shu 送吴守明先辈游蜀
'song'wu'xian'bei'fu'jing 送吴先辈赴京
'song'xiang'li'xiu'cai'fu'ju 送相里秀才赴举
'song'xiang'li'xiu'cai'zi'jing'zhi'que'hui 送相里秀才自京至却回
'song'xiang'yan'bai'tan 松香掩白檀
'song'xie'zun'shi'zi'nan'yue'chu'ru'jing 送谢尊师自南岳出入京
'song'xiu'shi'gui'chang'sha'ning'jin 送休师归长沙宁觐
'song'xu'xiu'cai'you'wu'guo 送徐秀才游吴国
'song'xu'xiu'cai'zhi'wu 送徐秀才之吴
'song'ye'qian'chang'zi 松叶浅长髭
'song'yi'gong'gui'jiu'ju 送益公归旧居
'song'yin'gong'gui'que 送胤公归阙
'song'yin'leng'shi'bi'xin'ni 松阴冷湿壁新泥
'song'you'chan'shi 送幽禅师
'song'you'ren'you'xiang'zhong 送友人游湘中
'song'you'shan'dao'zhe 送游山道者
'song'yu'quan'dao'zhe'hui'shan'si 送玉泉道者回山寺
'song'yue'hua'shan'yao 嵩岳华山遥
'song'yue'qu'zhi'luan 嵩岳去值乱
'song'yue'ya'yi'he 嵩岳压伊河
'song'yun'bai'ru'qiu 嵩云白入秋
'song'zhao'zhang'shi'gui'min'chuan 送赵长史归闽川
'song'zhi'fu'xian'gan 松枝拂藓干
'song'zhi'he'mian'shuang'xian'gan 松枝鹤眠霜霰干
'song'zhong'guan'jin'gong'gui'ba'ling 送中观进公归巴陵
'song'zhou'xiu'you'xia 送周秀游峡
'song'zhu'shi'yu'zi'luo'yang'gui'lang'zhou'ning'jin 送朱侍御自洛阳归阆州宁觐
'song'zhu'xiu'cai'gui'min 送朱秀才归闽
'song'zi'wen'gu'xian 松滋闻古县
'song'zi'zhen'ke'di 松姿真可敌
'sou'kuo'zao'hua'kong'lao'lao 搜括造化空牢牢
'sou'luo'jin'zhi'gui 搜罗尽指归
'sou'nan'qiong'yue'ku 搜难穷月窟
'sou'qi'shao'ke'tong 搜奇少客同
'sou'xin'bian'jiu'yu'shui'ping 搜新编旧与谁评
'su'e'jin'ying'pen'lu'kai 素萼金英喷露开
'su'jian'ji'guan 宿简寂观
'su'jiang'si 宿江寺
'su'ren'ying'fu'zhang 俗人应抚掌
'su'shen'bin'jin'shi'shu'yuan 宿沈彬进士书院
'su'shu'hu'xi'shang'ren'fang 宿舒湖希上人房
'su'yan'jian'you'qing 俗眼见犹轻
'sui'bu'fang'tiao'se 虽不妨调瑟
