'ai'jiang'tou 哀江头
'yi'jia'sui'dai'guo 移家虽带郭
'yi'jian'ceng'dang'bai'wan'shi 一剑曾当百万师
'yi'jian'zheng'zhui'shuang'fei'yi 一箭正坠双飞翼
'yi'jiang'can'dan'jing'ying'zhong 意匠惨淡经营中
'yi'jing'bai'ri'cuan'jing'ji 已经百日窜荆棘
'yi'ju'lei'shi'shang 一举累十觞
'yi'jun'tiao'tiao'ge'qing'tian 忆君迢迢隔青天
'yi'kong'chi'chi'gui 意恐迟迟归
'yi'lan'zhong'shan'xiao 一览众山小
'yi'li'zi'yi'shi 倚立自移时
'yi'lu'jing'xing'chu 一路经行处
'yi'neng'hua'ma'qiong'shu'xiang 亦能画马穷殊相
'yi'nian'ming'yue'jin'xiao'duo 一年明月今宵多
'yi'pian'bing'xin'zai'yu'hu 一片冰心在玉壶
'yi'pian'jiang'fan'chu'shi'tou 一片降幡出石头
'yi'qi'jiao'she'ju'ji'lun 意气骄奢剧季伦
'yi'qian'nai'yi'sheng'shan'shui'lv 矣欠乃一声山水绿
'yi'qiu'chang'yu'wo 一丘尝欲卧
'yi'qu'hong'xiao'bu'zhi'shu 一曲红绡不知数
'yi'qu'zi'tai'lian'shuo'mo 一去紫台连朔漠
'yi'ran'jing'fu'zhi 怡然敬父执
'yi'ren'ling'ping'shi'nian'shi 已忍伶俜十年事
'yi'shang'ba'ling'yu 衣上灞陵雨
'yi'shang'yi'shi'xing'kan'jin 衣裳已施行看尽
'yi'shen'zhuan'zhan'san'qian'li 一身转战三千里
'yi'sheng'hao'ru'ming'shan'you 一生好入名山游
'yi'sheng'he'man'zi 一声何满子
'yi'sheng'yi'dong'wu'jie'jing 一声已动物皆静
'yi'shi'cai'zu'gan'chang'zhong 衣食才足甘长终
'yi'shi'di'shang'shuang 疑是地上霜
'yi'shou'fu'ying'zuo'chang'tan 以手抚膺坐长叹
'yi'shu'bi'wu'qing 一树碧无情
'yi'shu'xi'lian'han'tian'si'ping 驿树西连汉田寺平
'yi'si'chang'sha'fu 已似长沙傅
'yi'sui'yi'ku'rong 一岁一枯荣
'yi'tan'yi'shi'you'ba'pai 一弹一十有八拍
'yi'ti'jun'chen'ji'si'tong 一体君臣祭祀同
'yi'wang'nan'fu'liu 义往难复留
'yi'wei'feng'shan'yu'jian'ming'tang'ji 以为封禅玉检明堂基
'yi'wei'qu'long'cheng 一为取龙城
'yi'wo'du'chen'jiu 以我独沉久
'yi'wu'jian'qi'dong'si'fang 一舞剑器动四方
'yi'wu'you'xin'zhi 疑误有新知
'yi'xi'chu'meng'bo'shi'zheng 忆昔初蒙博士征
'yi'xi'ni'jing'xia'nan'yuan 忆昔霓旌下南苑
'yi'xi'wan'gu'fan'ma'kong 一洗万古凡马空
'yi'xi'xun'xing'xin'feng'gong 忆昔巡幸新丰宫
'yi'xian'yi'zhu'si'hua'nian 一弦一柱思华年
'yi'xu'xi 噫吁戏
'yi'yan'ji'ke'ming 遗言冀可冥
'yi'ye'fei'du'jing'hu'yue 一夜飞渡镜湖月
'yi'ye'xiang'xin'wu'chu'tong 一夜乡心五处同
'yi'ye'xu'zheng'pao 一夜絮征袍
'yi'yi'sheng'lv'tai 一一生绿苔
'yi'yi'yi'ba'qiu 意疑倚巴丘
'yi'you'liu'wang'kui'feng'qian 邑有流亡愧俸钱
'yi'yu'ling'feng'xiang 意欲凌风翔
'yi'zhang'chai'men'wai 倚杖柴门外
'yi'zhang'hou'jing'fei 倚杖候荆扉
'yi'zhao'xuan'zai'jun'wang'ce 一朝选在君王侧
'yi'zhe'he'suo'mu 弋者何所慕
'yi'zhou'bo'yan'zhu 移舟泊烟渚
'yi'zhu'zhi'ji 贻诸知己
'yi'zuo'lu'rao'jin'ting'dong 忆昨路绕锦亭东
'yi'zuo'shi'shi'xian 以作时世贤
'yin'bi'xiang'yu'qu'jiu 引臂向鱼取酒
'yin'chu'ci'men 因出此门
'yin'chu'wei'gu'yun 隐处唯孤云
'yin'er'he'yan 因而和焉
'yin'feng'can'dan'tian'wang'qi 阴风惨澹天王旗
'yin'feng'xiang'yu'ke 因风想玉珂
'yin'gan'zi'ci'chuan 引竿自刺船
'yin'he'dao'gua'san'shi'liang 银河倒挂三石梁
'yin'ma'du'qiu'shui 饮马渡秋水
'yin'ping'zha'po'shui'jiang'beng 银瓶乍破水浆迸
'yin'qi'hui'mei'wu'qing'feng 阴气晦昧无清风
'yin'qiao 吟乔
'yin'qing'zhong'he'shu 阴晴众壑殊
'yin'wang'yue'you'gan 因望月有感
'yin'wei'chang'ju 因为长句
'yin'xiu'xia 因休暇
'yin'yang'ge'hun'xiao 阴阳割昏晓
'yin'yin'fei'qiao'ge'ye'yan 隐隐飞桥隔野烟
'yin'yin'xia'mu'zhuan'huang'li 阴阴夏木啭黄鹂
'yin'zhe'zi'yi'yue 隐者自怡悦
'yin'zhi'chuan'yuan'qing 因之传远情
'ying'dong'dao'jing'yao'xiao'xiang 影动倒景摇潇湘
'ying'gong'yuan'hun'yu 应共冤魂语
'ying'jian'long'tou'mei 应见陇头梅
'ying'jiang'xing'ming'zhu'qing'che 应将性命逐轻车
'ying'jie'bi'cao'zi'chun'se 映阶碧草自春色
'ying'ling'jin'lai'gui 英灵尽来归
'ying'luo'ming'hu'qing'dai'guang 影落明湖青黛光
'ying'shi'diao'qiu'shui 应是钓秋水
'ying'ti'song'ke'wen 莺啼送客闻
'ying'ti'yan'yu'bao'xin'nian 莺啼燕语报新年
'ying'tu'sui'wo'shen 影徒随我身
'ying'xiong'ge'ju'sui'yi'yi 英雄割据虽已矣
'ying'you'wei'zhao'hun 应有未招魂
'ying'zhi'gu'xiang'shi 应知故乡事
'ying'zhuan'huang'zhou'chun'se'lan 莺啭皇州春色阑
'ying'zi'sa'shuang'you'han'zhan 英姿飒爽犹酣战
'yong'huai'chou'bu'mei 永怀愁不寐
'yong'huai'dang'ci'jie 永怀当此节
'yong'huai'gu'ji'wu'shou'zhi'er 咏怀古迹五首之二
'yong'huai'gu'ji'wu'shou'zhi'san 咏怀古迹五首之三
'yong'huai'gu'ji'wu'shou'zhi'si 咏怀古迹五首之四
'yong'huai'gu'ji'wu'shou'zhi'wu 咏怀古迹五首之五
'yong'huai'gu'ji'wu'shou'zhi'yi 咏怀古迹五首之一
'yong'hui'zhe'jie'wu'xian'cai 拥彗折节无嫌猜
'yong'jie'wu'qing'you 永结无情游
'yong'ri'fang'qi'qi 永日方戚戚
'yong'shen'sheng'gong'shu'zhi'bei 咏神圣功书之碑
'yong'ye'jiao'sheng'bei'zi'yu 永夜角声悲自语
'you'bao'pi'pa'ban'zhe'mian 犹抱琵琶半遮面
'you'bei'wang'shi 有悲往事
'you'di'jie'fen'san 有弟皆分散
'you'er'mo'xi'ying'chuan'shui 有耳莫洗颍川水
'you'gu'huai'shu'zhu'yan 有古槐数株焉
'you'jiu'bu'yin'nai'ming'he 有酒不饮奈明何
'you'ju'mo'mo'ru'cang'tao 幽居默默如藏逃
'you'ju'zai'kong'gu 幽居在空谷
'you'kan'yi'zhan'qu'gong'xun 犹堪一战取功勋
'you'kou'mo'shi'shou'yang'jue 有口莫食首阳蕨
'you'lai'qing'qi'chi 由来轻七尺
'you'lai'zheng'zhan'di 由来征战地
'you'mu'si'kai 有目斯开
'you'qie'chang'wen'qi'ren 有切尝闻岂人
'you'ren'gui'du'wo 幽人归独卧
'you'ren'ying'wei'mian 幽人应未眠
'you'shi'gu'fan'yi'ri'cheng 犹是孤帆一日程
'you'shi'kong'wang'gu'yun'gao 有时空望孤云高
'you'si'ni'shang'yu'yi'wu 犹似霓裳羽衣舞
'you'song'wang'sun'qu 又送王孙去
'you'wei'zhang'suo'yu 幼为长所育
'you'wen'ci'yu'zhong'ji'ji 又闻此语重唧唧
'you'wen'zi'gui'ti 又闻子规啼
'you'xian'du'yu'hua'zhi'ling'zi 有仙都羽化之灵姿
'you'xiang'ren'jia'zhuo'da'wu 又向人家啄大屋
'you'ye'quan'liu'shui'xia'tan 幽咽泉流水下滩
'you'yi'wu'duan'jue 幽意无断绝
'you'yi'zhao'yan'se 犹疑照颜色
'you'yin'bian'diao'hu'piao'sa 幽音变调忽飘洒
'you'ying'mei'bai'ri 幽映每白日
'you'you'sheng'si'bie'jing'nian 悠悠生死别经年
'you'zi'jiu'bu'zhi 游子久不至
'you'zi'meng'yu'qiao 犹自梦渔樵
'you'zi'shen'shang'yi 游子身上衣
'you'zi'yin 游子吟
'you'zi'yin'shu'zhi'yi'xiang 犹自音书滞一乡
'yu'ba'mu'tian'zhong 语罢暮天钟
'yu'bai'qi'shou'dao'qie'wu 愈拜稽首蹈且舞
'yu'chi'yi'piao'jiu 欲持一瓢酒
'yu'chu'guan'er'nian'tian'ran'zi'an 予出官二年恬然自安
'yu'chu'luo'yi'song'ba'zhen 御厨络绎送八珍
'yu'de'zhou'lang'gu 欲得周郎顾
'yu'dian'xu'wu'ye'si'zhong 玉殿虚无野寺中
'yu'du'huang'he'bing'sai'chuan 欲渡黄河冰塞川
'yu'er'tong'xiao'wan'gu'chou 与尔同消万古愁
'yu'gao'shi'xue'ju'deng'ci'en'si'fu'tu 与高适薛据登慈恩寺浮图
'yu'ge'ru'pu'shen 渔歌入浦深
'yu'gong'sun'da'niang'di'zi'ye 余公孙大娘弟子也
'yu'hu'qian'si'ji'jing'hui 玉虎牵丝汲井回
'yu'hua'que'zai'yu'ta'shang 玉花却在御榻上
'yu'ji'wu'zhou'ji 欲济无舟楫
'yu'ji'yi'jun'zai 欲祭疑君在
'yu'jiang'qing'qi'zhu 欲将轻骑逐
'yu'jiang'shu'bao'jia 预将书报家
'yu'jie'sheng'bai'lu 玉阶生白露
'yu'jie'xian'zhang'yong'qian'guan 玉阶仙仗拥千官
'yu'jie'yuan 玉阶怨
'yu'jin'fu'cao'wu'ying'huo 於今腐草无萤火
'yu'jin'suo'jin'yuan'xi 余禁所禁垣西
'yu'jin'wei'shu'wei'qing'men 于今为庶为青门
'yu'jin'ying'ti'bie'li'hou 玉筋应啼别离后
'yu'jing'qun'di'ji'bei'dou 玉京群帝集北斗
'yu'jun'ge'yi'qu 与君歌一曲
'yu'jun'li'bie'yi 与君离别意
'yu'jun'ying'dian'fu'ying'zhai 与君营奠复营斋
'yu'lei'fu'yun'bian'gu'jin 玉垒浮云变古今
'yu'liang'du'tou'zheng'du'xuan 渔梁渡头争渡喧
'yu'lin'ri'zhi'ye'huo'liao 雨淋日炙野火燎
'yu'long'ting'fan'sheng 鱼龙听梵声
'yu'lou'yan'ba'zui'he'chun 玉楼宴罢醉和春
'yu'mao'jin'yi 玉貌锦衣
'yu'pan'zhen'xiu'zhi'wan'qian 玉盘珍羞值万钱
'yu'qian'qi'xiong 于潜七兄
'yu'qin 与亲
'yu'qiong'qian'li'mu 欲穷千里目
'yu'qu'ming'qin'dan 欲取鸣琴弹
'yu'qu'wen'xi'jia 欲去问西家
'yu'qu'wu'cheng'zuo'di'jia 欲取芜城作帝家
'yu'ren'tai'pu'jie'chou'chang 圉人太仆皆惆怅
'yu'ren'xi'shao'bu'zai'pang 羽人稀少不在旁
'yu'rong'ji'mo'lei'lan'gan 玉容寂寞泪阑干
'yu'shang'qing'tian'lan'ming'yue 欲上青天览明月
'yu'shang'tong'zhi 余尚童稚
'yu'shu'zuo'ye'guo'qu'li 羽书昨夜过渠黎
'yu'tai'ti 玉台体
'yu'tou'ren'chu'su 欲投人处宿
'yu'wang'cheng'nan'wang'cheng'bei 欲往城南望城北
'yu'wang'dang'jian'zha'he'you'da'wan'li'yun'luo'yi'yan'fei 玉王当缄札何由达万里云罗一雁飞
'yu'weng 渔翁
'yu'weng'ye'bang'xi'yan'su 渔翁夜傍西岩宿
'yu'xi'bu'yuan'gui'ri'jiao 玉玺不缘归日角
'yu'xi'jiao'chi'ri'xi'wen 羽檄交驰日夕闻
'yu'xiang'ru'shuang'zhong 馀响入霜钟
'yu'xin'ping'sheng'zui'xiao'se 庾信平生最萧瑟
'yu'xing'bu'xing'ge'jin'shang 欲行不行各尽觞
'yu'xue'fen'fen'lian'da'mo 雨雪纷纷连大漠
'yu'xun'fang'cao'qu 欲寻芳草去
'yu'yang'pi'gu'dong'di'lai 渔阳鼙鼓动地来
'yu'yi'cheng'zhou'gui'lu'men 余亦乘舟归鹿门
'yu'yi'fei'bo'ming'qi'zhong 欲以菲薄明其衷
'yu'yi'neng'gao'yong 余亦能高咏
'yu'yi'xie'shi'qu 余亦谢时去
'yu'yin'pi'pa'ma'shang'cui 欲饮琵琶马上催
'yu'yu'duo'nian'qiu'bu'de 御宇多年求不得
'yu'yu'wen'da'ji'you'yi 与余问答既有以
'yu'yuan'zhen'sheng'xiang'wan'duo 御苑砧声向晚多
'yu'zhong'chun'shu'wan'ren'jia 雨中春树万人家
'yu'zhong'huang'ye'shu 雨中黄叶树
'yu'zhou'zhu'shui'ai'shan'chun 渔舟逐水爱山春
'yu'zhu'zi'deng'xian'shan 与诸子登岘山
'yu'zhuang'lin'jing'yong 欲妆临镜慵
'yu'zuo'qian'jiu'jiang'jun'si'ma 予左迁九江郡司马
'yuan'de'yan'gong'she'da'jiang 愿得燕弓射大将
'yuan'fang'qin'gu'dao 远芳侵古道
'yuan'he'shi'nian 元和十年
'yuan'he'tian'zi'shen'wu'zi 元和天子神武姿
'yuan'jian'hai'fu'qu 缘涧还复去
'yuan'jie 元结
'yuan'jie'bian'kou'ru'xuan'he 愿借辩口如悬河
'yuan'jie'lu'ao'you'tai'qing 愿接卢敖游太清
'yuan'jun'duo'cai'xie 愿君多采撷
'yuan'ke'si'xiang'jie'lei'chui 远客思乡皆泪垂
'yuan'lu'ying'bei'chun'ri'wan'wan 远路应悲春日宛晚
'yuan'meng'gui'qin'xiao 远梦归侵晓
'yuan'ming'tian'shang'ai 猿鸣天上哀
'yuan'ming'zhong'dong'bu'zhi'shu 猿鸣钟动不知曙
'yuan'nao'yu'du'chou'pan'yuan 猿猱欲度愁攀援
'yuan'niao'you'yi'wei'jian'shu 猿鸟犹疑畏简书
'yuan'qing 怨情
'yuan'shan'qing'geng'duo 远山晴更多
'yuan'shu'dai'xing'ke 远树带行客
'yuan'shu'wan'ben'song'wan'guo 愿书万本诵万过
'yuan'song'cong'ci'bie 远送从此别
'yuan'sui'chun'feng'ji'yan'ran 愿随春风寄燕然
'yuan'sui'liu'shui'xiang 远隋流水香
'yuan'ti'dong'ting'shu 猿啼洞庭树
'yuan'tong'chen'yu'hui 愿同尘与灰
'yuan'wei'chi'gan'sou 愿为持竿叟
'yuan'wei'feng'yu'xi 远慰风雨夕
'yuan'yang'bu'du'su 鸳鸯不独宿
'yuan'yang'hui'shuang'si 鸳鸯会双死
'yuan'yang'wa'leng'shuang'hua'zhong 鸳鸯瓦冷霜华重
'yuan'zhen 元稹
'yuan'zhong'jing'wu'sheng'yan'se 苑中景物生颜色
'yue 曰
'yue'bang'jiu'xiao'duo 月傍九霄多
'yue'chu'han'tong'xue'shan'bai 月出寒通雪山白
'yue'fu 乐府
'yue'hei'yan'fei'gao 月黑雁飞高
'yue'ji'bu'jie'yin 月既不解饮
'yue'lu'shui'jiao'gui'ye'xiang 月露谁教桂叶香
'yue'luo'wu'ti'shuang'man'tian 月落乌啼霜满天
'yue'ming'song'xia'fang'long'jing 月明松下房栊静
'yue'ming'yu'su'chou'bu'mian 月明欲素愁不眠
'yue'ren'yu'tian'lao 越人语天姥
'yue'shi'gu'xiang'ming 月是故乡明
'yue'xia'du'zhuo 月下独酌
'yue'xia'fei'tian'jing 月下飞天镜
'yue'xie'lou'shang'wu'geng'zhong 月斜楼上五更钟
'yue'ye 月夜
'yue'ye'yi'she'di 月夜忆舍弟
'yue'yong'da'jiang'liu 月涌大江流
'yue'zhao'cheng'tou'wu'ban'fei 月照城头乌半飞
'yue'zhao'yi'gu'zhou 月照一孤舟
'yun'bian'yan'duan'hu'tian'yue 云边雁断胡天月
'yun'bin'ban'pian'xin'shui'jiao 云鬓半偏新睡觉
'yun'bin'hua'yan'jin'bu'yao 云鬓花颜金步摇
'yun'ci'zui'ji'yu'nan'tong 云此最吉馀难同
'yun'feng'shui'ge'shen 云峰水隔深
'yun'ji'ba'shu'hai'dui'jing 云髻罢梳还对镜
'yun'kai'yuan'jian'han'yang'cheng 云开远见汉阳城
'yun'lai'qi'jie'wu'xia'chang 云来气接巫峡长
'yun'li'di'cheng'shuang'feng'que 云里帝城双凤阙
'yun'ming'wei'suo'yu 运命惟所遇
'yun'ni'ming'mie'huo'ke'du 云霓明灭或可睹
'yun'qing'qing'xi'yu'yu 云青青兮欲雨
'yun'shan'kuang'shi'ke'zhong'guo 云山况是客中过
'yun'shen'bu'zhi'chu 云深不知处
'yun'sheng'jie'hai'lou 云生结海楼
'yun'xia'chu'hai'shu 云霞出海曙
'yun'xia'sheng'bi'wei 云霞生薜帷
'yun'yang'guan'yu'han'shen'su'bie 云阳馆与韩绅宿别
'yun'yi'han'zuo'zhong'nan'fu 运移汉祚终难复
'yun'yu'huang'tai'qi'meng'si 云雨荒台岂梦思
'yun'zhan'ying'yu'deng'jian'ge 云栈萦纡登剑阁
'yun'zhi'jun'xi'fen'fen'er'lai'xia 云之君兮纷纷而来下
'yun'zhong'jun'bu'jian 云中君不见
'yun'zi'tian'zong'yin'gao'qiu'zhi'zhui'lu 韵资天纵饮高秋之坠露
'za'shi 杂诗
'zai'chang'an 在长安
'zai'di'yuan'wei'lian'li'zhi 在地愿为连理枝
'zai'shan'quan'shui'qing 在山泉水清
'zai'tian'yuan'zuo'bi'yi'niao 在天愿作比翼鸟
'zai'yu'yong'chan'bing'xu 在狱咏蝉并序
'zan'ban'yue'jiang'ying 暂伴月将影
'zan'shi'fen'shou'mo'chou'chu 暂时分手莫踌躇
'zan'you'tao'yuan'li 暂游桃源里
'zao'bei'chan'juan'wu 早被婵娟误
'zao'fu'huan'dan'wu'shi'qing 早服还丹无世情
'zao'han'jiang'shang'you'huai 早寒江上有怀
'zao'hua'wei'luo'tong'ye'chang 枣花未落桐叶长
'zao'hua'zhong'shen'xiu 造化钟神秀
'zao'qiu 早秋
'zao'shi'hui'si'mo 遭时徽纟墨
'zao'shi'zuo'gu'hui'cuo'e 凿石作鼓隳嵯峨
'zao'wan'xia'san'ba 早晚下三巴
'zao'yan'fu'yin'he 早雁拂银河
'zao'zhi'chao'you'xin 早知潮有信
'ze'zai'jiu'yu'hu'shang 则载酒于湖上
'zei'ping'hou'song'ren'bei'gui 贼平后送人北归
'zei'tui'shi'guan'li'bing'xu 贼退示官吏并序
'zei'you'gong'yong'zhou 贼又攻永州
'zei'zhuo'bu'si'shen'fu'chi 贼斫不死神扶持
'zeng'meng'hao'ran 赠孟浩然
'zeng'que'xia'pei'she'ren 赠阙下裴舍人
'zeng'wei'ba'chu'shi 赠卫八处士
'zha'jian'fan'yi'meng 乍见翻疑梦
'zhai'hua'bu'cha'fa 摘花不插发
'zhai'ji'lu'wang'gong 宅即鲁王宫
'zhan'bao'xi'guo'ke'li'zhi 毡包席裹可立致
'zhan'chang'bai'gu'chan'cao'gen 战场白骨缠草根
'zhan'jin'bi'san'si 沾襟比散丝
'zhan'shi'jun'qian'ban'si'sheng 战士军前半死生
'zhang'da'yi'xiang'feng 长大一相逢
'zhang'hu 张祜
'zhang'ji 张籍
'zhang'ji 张继
'zhang'jiu'ling 张九龄
'zhang'qiao 张乔
'zhang'sheng'shou'chi'shi'gu'wen 张生手持石鼓文
'zhang'tai'ye'si 章台夜思
'zhang'xu 张旭
'zhang'zai'han'jia'ying 长在汉家营
'zhang'zhe'sui'you'wen 长者虽有问
'zhao'ci'bai'di'cai'yun'jian 朝辞白帝彩云间
'zhao'ru'qing'si'mu'cheng'xue 朝如青丝暮成雪
'zhao'se'chu'ting'feng'huang'zhu 赵瑟初停凤凰柱
'zhao'shu'wu'dao'chu'jiang'jun 诏书五道出将军
'zhao'wang'bai'gu'ying'man'cao 昭王白骨萦蔓草
'zhao'wei'jiang'jun'fu'juan'su 诏谓将军拂绢素
'zhao'yang'dian'li'di'yi'ren 昭阳殿里第一人
'zhao'yang'dian'li'en'ai'jue 昭阳殿里恩爱绝
'zhao'zhao'kong'zi'gui 朝朝空自归
'zhao'zhao'wu'qie'qi 朝朝误妾期
'zhe'hua'men'qian'ju 折花门前剧
'zhe'ju'wo'bing'xun'yang'cheng 谪居卧病浔阳城
'zhen'chu'ye'qian'jia 砧杵夜千家
'zhen'fu'gui'xun'fu 贞妇贵殉夫
'zhen'sheng'jin'bao'han'gong'qiu 砧声近报汉宫秋
'zhen'xian'you'cun'wei'ren'kai 针线犹存未忍开
'zhen'yuan'liao'wu'qu 真源了无取
'zheng'dun'yi'shang'qi'lian'rong 整顿衣裳起敛容
'zheng'guo'you'ren'wei'ji'jia 郑国游人未及家
'zheng'li'chui'shu'xiang'dong'zi'qu'san'dian'shui'jia'cao'tou 蒸藜炊黍饷东淄去三点水加草头
'zheng'ren'ji'bei'kong'hui'shou 征人蓟北空回首
'zheng'ren'yi'shu'lou 征人倚戍楼
'zheng'rong'ru'gui'gong 峥嵘如鬼工
'zheng'shi'jiang'nan'hao'feng'jing 正是江南好风景
'zheng'zheng'ran'you'jing'du'sheng'wen'qi'ren 铮铮然有京都声问其人
'zheng'zhi'yuan'yin'zao'hua'gong 正直元因造化功
'zhi'bo'lan'mo'er 知波澜莫二
'zhi'dao'xiang'si'le'wu'yi 直道相思了无益
'zhi'de'er'zai'fu'zi'jing'jin'guang'men'chu 至德二载甫自京金光门出
'zhi'gua'yun'fan'ji'cang'hai 直挂云帆济沧海
'zhi'hui'ruo'ding'shi'xiao'cao 指挥若定失萧曹
'zhi'jin'can'po'dan 至今残破胆
'zhi'jin'kui'mu'ma 至今窥牧马
'zhi'jin'you'yi'li'jiang'jun 至今犹忆李将军
'zhi'jiu'chang'an'dao 置酒长安道
'zhi'ju'zhui'mai'miao'xiu 雉句隹麦苗秀
'zhi'jue'shen'jian'jun'wu'lao 志决身歼军务劳
'zhi'li'dong'bei'feng'chen'ji 支离东北风尘际
'zhi'lv'xi'gu'qing 滞虑洗孤清
'zhi'shang 之上
'zhi'shang'san'shi'li 直上三十里
'zhi'shi'dang'shi'yi'wang'ran 只是当时已惘然
'zhi'shi'jin'huang'hun 只是近黄昏
'zhi'shi'you'ren'mo'yuan'jie 志士幽人莫怨嗟
'zhi'shou'ke're'shi'jue'lun 炙手可热势绝伦
'zhi'yin'shi'suo'xi 知音世所稀
'zhi'ying'shou'ji'mo 只应守寂寞
'zhi'zai'ci'shan'zhong 只在此山中
'zhi'zhi'chang'feng'sha 直至长风沙
'zhi'zi'qi'su'lai 之子期宿来
'zhi'zun'han'xiao'cui'ci'jin 至尊含笑催赐金
'zhong'ba'si'jie'lu 终罢斯结庐
'zhong'chao'da'guan'lao'yu'shi 中朝大官老于事
'zhong'gu'chui'yang'you'mu'ya 终古垂杨有暮鸦
'zhong'gu'zhuan'yu'bu'zu'gui 钟鼓馔玉不足贵
'zhong'jian'jiang'wang'zou'chuan'che 终见降王走传车
'zhong'jian'xiao'xie'you'qing'fa 中间小谢又清发
'zhong'jun'zhi'jiu'yin'gui'ke 中军置酒饮归客
'zhong'nan'bie'ye 终南别业
'zhong'nan'shan 终南山
'zhong'nan'wang'yu'xue 终南望馀雪
'zhong'nan'yin'ling'xiu 终南阴岭秀
'zhong'ri'kan'tu'bing'chan'qi'shen 终日坎土禀缠其身
'zhong'sui'bu'wen'si'zhu'sheng 终岁不闻丝竹声
'zhong'sui'po'hao'dao 中岁颇好道
'zhong'tian'yue'se'hao'shui'kan 中天月色好谁看
'zhong'wei'shen'xia'mo'chou'tang 重帷深下莫愁堂
'zhong'xiao'lao'meng'xiang 中宵劳梦想
'zhong'you'yi'ren'zi'tai'zhen 中有一人字太真
'zhou'bian'bi'er'tui 州边鄙而退
'zhou'gang'ling'chi'si'hai'fei 周纲凌迟四海沸
'zhou'ji'kong'shi'zhui 舟楫恐失坠
'zhou'jia'shen'ming'shi'jia'yi 州家申名使家抑
'zhou'nan'liu'zhi'gu'suo'xi 周南留滞古所惜
'zhou'ren'ye'yu'jue'chao'sheng 舟人夜语觉潮生
'zhou'ren'zhi'dian'dao'jin'yi 舟人指点到今疑
'zhu'bo'piao'deng'du'zi'gui 珠箔飘灯独自归
'zhu'bo'yin'ping'yi'li'kai 珠箔银屏迤逦开
'zhu'cheng'hui'mian'nan 主称会面难
'zhu'ge'da'ming'chui'yu'zhou 诸葛大名垂宇宙
'zhu'hou'jian'pei'ming'xiang'mo 诸侯剑佩鸣相磨
'zhu'jin'pen'jiang'di'di'shi 住近湓江地低湿
'zhu'ke'wu'xiao'xi 逐客无消息
'zhu'li'guan 竹里馆
'zhu'lian'xin'yu'hou 竹怜新雨后
'zhu'lu'di'qing'xiang 竹露滴清响
'zhu'ma'bie'gu'fen 驻马别孤坟
'zhu'ma'wang'qian'men 驻马望千门
'zhu'qing'sha'bai'niao'fei'hui 渚清沙白鸟飞回
'zhu'ren'he'wei'yan'shao'qian'jing'xu'gu'qu'dui'jun'zhuo 主人何为言少钱径须沽取对君酌
'zhu'ren'wang'gui'ke'bu'fa 主人忘归客不发
'zhu'ren'xia'ma'ke'zai'chuan 主人下马客在船
'zhu'ren'you'jiu'huan'jin'xi 主人有酒欢今夕
'zhu'sheng'jiang'jie'de'qie'cuo 诸生讲解得切磋
'zhu'xuan'gui'huan'nv 竹喧归浣女
'zhu'yun'di'an'du 渚云低暗渡
'zhu'zi'huan'dong'ting'er'zuo 诸子环洞庭而坐
'zhuan'jiao'xiao'yu'bao'shuang'cheng 转教小玉报双成
'zhuan'xi'yu'jiang'hu'jian 转徙於江湖间
'zhuan'yu'tong'pu'qin 转於僮仆亲
'zhuan'zhou'bo'xian'san'liang'sheng 转轴拨弦三两声
'zhuang'cheng'mei'bei'qiu'niang'du 妆成每被秋娘妒
'zhuang'cheng'zhi'shi'xun'xiang'zuo 妆成只是薰香坐
'zhuang'qi'wei'zu'zhi 壮其蔚足支
'zhuang'sheng'xiao'meng'mi'hu'die 庄生晓梦迷蝴蝶
'zhuang'zhi'zhu'nian'shuai 壮志逐年衰
'zhuo'guan'mu'yu'gao'ji'jiu 濯冠沐浴告祭酒
'zhuo'yin'si'zuo'yi'san'chou 酌饮四座以散愁
'zhuo'yu'jun'shan 酌於君山
'zhuo'zu'dong'ting'wang'ba'huang 濯足洞庭望八荒
'zi'can'ju'chu'chong 自惭居处崇
'zi'ci'cao'shu'zhang'jin 自此草书长进
'zi'cong'qi'dai'zhou 资从岂待周
'zi'cong'qi'zhi'bian'shuai'xiu 自从弃置便衰朽
'zi'cong'xian'bao'chao'he'zong 自从献宝朝河宗
'zi'er'wei'jia'jie 自尔为佳节
'zi'gai'lian'yan'jie'tian'zhu 紫盖连延接天柱
'zi'gao'tou'yi'chun'li'yuan'er'ji'fang'nei'ren 自高头宜春梨园二伎坊内人
'zi'gu'wu'chang'ce 自顾无长策
'zi'he'nan'jing'luan 自河南经乱
'zi'jia'qian'lou'bai'shi'guai 自嫁黔娄百事乖
'zi'jue'jian'shu'xi 自觉谏书稀
'zi'jue'lao'yan'bo 自觉老烟波
'zi'lian'bi'yu'qin'jiao'wu 自怜碧玉亲教舞
'zi'mei'di'xiong'jie'lie'shi 姊妹弟兄皆列士
'zi'quan'gong'dian'suo'yan'xia 紫泉宫殿锁烟霞
'zi'ti'bu'lei'li'yu'ke 字体不类隶与蝌
'zi'tuo'zhi'feng'chu'cui'fu 紫驼之峰出翠釜
'zi'wei'jing'guo'jiu'bu'mi 自谓经过旧不迷
'zi'xia'kou'zhi'ying'zhou'xi'wang'yue'yang'ji'yuan'zhong'cheng 自夏口至鹦洲夕望岳阳寄源中丞
'zi'xiao'que'nei'xun 自小阙内训
