'ai'shang'ceng'lou 爱上层楼
'shi'fen'zhen'jiu'lian'fang'yan 十分斟酒敛芳颜
'shi'gong'chun'feng'rong'yi'bie 始共春风容易别
'shi'he'nian'qing'tian'zhui'chang'xing 是何年青天坠长星
'shi'hua'tao'shu 试花桃树
'shi'jian'an'hua'ting'cao'zhang'hen'tian 时见岸花汀草涨痕添
'shi'jian'er'nv 世间儿女
'shi'jian'qi'ya 时见栖鸦
'shi'jian'shu'xing'du'he'han 时见疏星渡河汉
'shi'ju'tou'yi'xiao'wen'qing'tian 试举头一笑问青天
'shi'li'chou 是离愁
'shi'li'he'hua 十里荷花
'shi'li'qing'shan'yuan 十里青山远
'shi'li'yue'ming'deng'huo'xi 十里月明灯火稀
'shi'lie'zhu'ji 市列珠玑
'shi'lu'ru'jin'yi'guan 世路如今已惯
'shi'luo'hong'dai'chou'liu'chu 是落红带愁流处
'shi'nian'sheng'si'liang'mang'mang 十年生死两茫茫
'shi'nian'yi'meng'yang'zhou'lu 十年一梦扬州路
'shi'ping'zhang'zhe'chang'gong'shi 试平章这场公事
'shi'qian'bei'feng'chui'lei 试倩悲风吹泪
'shi'qing'bo 世情薄
'shi'qing'yin'wei'zu 诗情吟未足
'shi'ren'chou 使人愁
'shi'ri'jiu'feng'yu 十日九风雨
'shi'ru'jiu'chao'xiang'bing 试入旧巢相并
'shi'sa'shuang'yuan'xiang 时靸双鸳响
'shi'shen'liu 是身留
'shi'shi'man'sui'liu'shui 世事漫随流水
'shi'shi'yi'chang'da'meng 世事一场大梦
'shi'shi'you'chang 时时犹唱
'shi'shi'you'you'hun'wei'liao 世事悠悠浑未了
'shi'shi'zhan'li'sheng'hong'lang 时时盏里生红浪
'shi'shi'zi'you'chun'feng'sao 时时自有春风扫
'shi'ta'cheng'shi'wu'yi'feng 石塔成时无一缝
'shi'ta'chun'dai'chou'lai 是他春带愁来
'shi'tou'mu'mian'qiu 湿透木棉裘
'shi'wan'shou 诗万首
'shi'wang'hua'wei 事往花委
'shi'wen'hua'zhi'fou 试问花知否
'shi'wen'juan'lian'ren 试问卷帘人
'shi'wen'ling'nan'ying'bu'hao 试问岭南应不好
'shi'wen'ye'ru'he 试问夜如何
'shi'wen'zhe'xian'he'chu 试问谪仙何处
'shi'xiang'wo'xiao'yuan'xu'bu 试向我小园徐步
'shi'xiao'you'bu'suan'zi'jian'ye'ru'he'mu 石孝友卜算子见也如何暮
'shi'xin'liu 是心留
'shi'xing'ren'dao'ci 使行人到此
'shi'yan'qing'men'yin'hu'ma'si'feng 时彦青门饮胡马嘶风
'shi'yi'shi 时易失
'shi'yu'gu'hong'qu 事与孤鸿去
'shi'zai'xi'hu 十载西湖
'shi'zhi'xiang'yi'shen 始知相忆深
'shi'zhong'xun'xiao'xi 试重寻消息
'shou'ba'hong'qi'qi'bu'shi 手把红旗旗不湿
'shou'ji'qi'xian'tong 手寄七弦桐
'shou'jin'chun'guang 收尽春光
'shou'juan'zhu'lian'shang'yu'gou 手卷珠帘上玉钩
'shou'qu'qi'qing 收取凄清
'shou'ruo'hong'xing'rui 手挼红杏蕊
'shou'shi'jiu'shan'he 收拾旧山河
'shou'xun'sheng'jia 首询声价
'shou'yan'bu'duan 兽烟不断
'shou'zhe'chuang'er 守着窗儿
'shu'dan'pu'sa'man'hua'chuan'chui'gu'cui'jun'qu 舒亶菩萨蛮画船锤鼓催君去
'shu'dan'yu'mei'ren'fu'rong'luo'jin'tian'han'shui 舒亶虞美人芙蓉落尽天涵水
'shu'dao'xi'xian'xing'chi 蜀道巇崄行迟
'shu'dian'yu'sheng'feng'yue'zhu 数点雨声风约住
'shu'feng'qing'ku 数峰清苦
'shu'hang'shuang'shu 数行霜树
'shu'jiang'chun'shui'pai'shan'liu 蜀江春水拍山流
'shu'jin'chan'tou'wu'shu 蜀锦缠头无数
'shu'li'qu'jing'tian'jia'xiao 疏篱曲径田家小
'shu'liu'duan'qiao'yan 疏柳断桥烟
'shu'nian'lai'wang'xian'jing'dao 数年来往咸京道
'shu'rao'cun'zhuang 树绕村庄
'shu'ren'you'zai'yu'guan'xi 戍人犹在玉关西
'shu'ruo'you'qing'shi 树若有情时
'shu'sheng'he'yue'dao'lian'long 数声和月到帘栊
'shu'sheng'ti'jue 数声鶗鴂
'shu'sheng'ti'niao'yuan'nian'hua 数声啼鸟怨年华
'shu'xi'ba 梳洗罢
'shu'yan'dan'yue 疏烟淡月
'shu'yi'zhi 书一纸
'shu'you'he'fang 疏又何妨
'shu'you'ru'ci 树犹如此
'shu'yu'ying'ying'yan'yan 输与莺莺燕燕
'shu'yun'xiao'xing'shi'li'qiang 束缊宵行十里强
'shu'zhi'you'yan'shi'ti'hong 数枝幽艳湿啼红
'shu'zhong'chang'hen 书中长恨
'shuai'yang'yan'ying 衰杨掩映
'shuang'bin'ge'xiang'hong 双鬓隔香红
'shuang'fei'yan 双飞燕
'shuang'feng'jin 霜风劲
'shuang'gan'yin'gou'jin'ju 霜干银钩锦句
'shuang'jiang'chun'bo 双桨莼波
'shuang'qiao'yue'guan 霜桥月馆
'shuang'shuang'fei'po'chun'yan'lv 双双飞破春烟绿
'shuang'shuang'jin'zhe'gu 双双金鹧鸪
'shuang'tian'nan'xiao 霜天难晓
'shuang'xie'qian'shou'bie'yan'luo 双携纤手别烟萝
'shuang'xin'bao'huang'hua 霜信报黄花
'shuang'yan'fei'lai'chui'liu'yuan 双燕飞来垂柳院
'shuang'yan'lai'shi 双燕来时
'shuang'yan'wu'feng'xie 双燕舞风斜
'shuang'yuan'chi'zhao'shui'rong'rong 双鸳池沼水溶溶
'shui'ban'wo 谁伴我
'shui'bian'chu'bie'li 水边初别离
'shui'bian'dao 谁便道
'shui'bian'hong'mei'fen'shi 水边红袂分时
'shui'bian'sha'wai 水边沙外
'shui'cun'yan'shi 水村烟市
'shui'cun'yu'shi 水村渔市
'shui'dao'ren'sheng'wu'zai'shao 谁道人生无再少
'shui'dao'xian'qing'pao'zhi'jiu 谁道闲情抛掷久
'shui'de'si'chang'ting'shu 谁得似长亭树
'shui'di'yu'long'jing'dong 水底鱼龙惊动
'shui'dian'feng'lai'an'xiang'man 水殿风来暗香满
'shui'diao'shu'sheng'chi'jiu'ting 水调数声持酒听
'shui'feng'kong'luo'yan'qian'hua 水风空落眼前花
'shui'feng'qing'pin'hua'jian'lao 水风轻蘋花渐老
'shui'fu'cai'qing 谁赋才情
'shui'fu'shang'liang'guan'xian 谁复商量管弦
'shui'fu'tiao'deng'ye'bu'yi 谁复挑灯夜补衣
'shui'gong'wo 谁共我
'shui'gong'xie'shou 谁共携手
'shui'han'kong'lan'gan'gao'chu 水涵空阑干高处
'shui'ji'dang'nian'hao'ju 谁记当年豪举
'shui'jia'qiao'zong 谁家巧纵
'shui'jia'shu'liu'di'mi 谁家疏柳低迷
'shui'jian'jiang'nan'qiao'cui'ke 谁见江南憔悴客
'shui'jian'you'ren'du'wang'lai 谁见幽人独往来
'shui'jiao'han'deng'li 睡觉寒灯里
'shui'jin'bi'tian'he'chu'duan 水浸碧天何处断
'shui'jing'gong'li'zou'ni'chang 水晶宫里奏霓裳
'shui'jing'lian'li'po'li'zhen 水精帘里颇黎枕
'shui'jing'shuang'zhen 水精双枕
'shui'kong'liu 水空流
'shui'liu'wu'xian'si'nong'chou 水流无限似侬愁
'shui'man'bei'tang 水满陂塘
'shui'mang'mang 水茫茫
'shui'meng'zhong'yuan'kuai'tu 谁梦中原块土
'shui'mian'qing'yuan 水面清圆
'shui'mian'shang'cheng'chui'fu 水面上秤锤浮
'shui'pa 谁怕
'shui'pei'feng'shang'wu'shu 水佩风裳无数
'shui'qi'yang'hua'man'xiu'chuang 睡起杨花满绣床
'shui'qian'feng'sha'an'nan'pu 谁遣风沙暗南浦
'shui'rong'rong 水溶溶
'shui'shang'wei'feng'xi'yu 水上微风细雨
'shui'shang'you'ren'sha'shang'nv 水上游人沙上女
'shui'sheng'shan'se'suo'zhuang'lou 水声山色锁妆楼
'shui'shi'jing'hua'juan'ke 谁识京华倦客
'shui'shi'yan'bo'heng 水是眼波横
'shui'si'dong'shan'lao 谁似东山老
'shui'sui'tian'qu'qiu'wu'ji 水随天去秋无际
'shui'tang'xi'mian'hua'lian'chui 水堂西面画帘垂
'shui'wu'ya 水无涯
'shui'xiang'shang'ji'lv 水乡尚寄旅
'shui'xin'dao'qi'liang'jin'zhe'yao 谁信道凄凉今折腰
'shui'yao'shan'yuan 水遥山远
'shui'yu'gong 谁与共
'shui'zai'qiu'qian 谁在秋千
'shui'zai'yu'guan'lao'ku 谁在玉关劳苦
'shui'zai'yu'lou'ge'wu 谁在玉楼歌舞
'shui'zhi'dao 谁知道
'shui'zhi'li'bie'qing 谁知离别情
'shui'zhi'suo'wo'zai'jin'long'li 谁知锁我在金笼里
'shun'zhi'rang 舜之壤
'shuo'jin'ping'sheng'yi 说尽平生意
'shuo'xing'wang'yan'ru'shui'jia 说兴亡燕入谁家
'si'bei'qian'yuan'wu 似被前缘误
'si'bei'weng 思悲翁
'si'bu'xu 似不许
'si'ceng'xiang'shi'yan'gui'lai 似曾相识燕归来
'si'chui'luo'mu'hu'chao'han 四垂罗幕护朝寒
'si'hua'hai'si'fei'hua 似花还似非花
'si'huang'liang'meng 似黄粱梦
'si'liang'que'shi 思量却是
'si'liang'zhe 思量着
'si'liang'zhi'you'meng'lai'qu 思量只有梦来去
'si'ma'guang'xi'jiang'yue'bao'ji'song'song'wan'jiu 司马光西江月宝髻松松挽就
'si'meng'li 似梦里
'si'mian'bian'sheng'lian'jiao'qi 四面边声连角起
'si'qi'jian'yao 嘶骑渐遥
'si'ru'shui'yun'han 思入水云寒
'si'sheng'tong 死生同
'si'shi'nian'lai'jia'guo 四十年来家国
'si'shi'san'nian 四十三年
'si'shui'liu 泗水流
'si'shuo'chun'shi'chi'mu 似说春事迟暮
'si'sui'liu'shui'qu'mang'mang 思随流水去茫茫
'si'ti'you'ren'yu 似替幽人语
'si'wang'shi 思往事
'si'wo'chou 似我愁
'si'xian'xi 丝馅细
'si'you'you 思悠悠
'si'yue'shi'qi 四月十七
'song'chun'chun'qu'ji'shi'hui 送春春去几时回
'song'chun'qu 送春去
'song'chun'zi'wei 送春滋味
'song'gui'qie 送归妾
'song'jian'sha'lu'jing'wu'ni 松间沙路净无泥
'song'jun'gui'qu'tian'qi'duan 送君归去添凄断
'song'jun'lu 送君路
'song'jun'qu 送君去
'song'jun'wen'ma'si 送君闻马嘶
'song'lao'chang'yu'ye'ren'qi 松醪常与野人期
'song'luan'ya'xie'ri'luo'yu'ting 送乱鸦斜日落渔汀
'song'men'shi'lu'qiu'feng'sao 松门石路秋风扫
'song'qi'jin'chan'dao'yan'zi'ni'nan 宋祁锦缠道燕子呢喃
'song'qi'yu'lou'chun'dong'cheng'jian'jue'feng'guang'hao 宋祁玉楼春东城渐觉风光好
'song'xi'he'ceng'you'ping'ju 送喜何曾有凭据
'song'zhu'ben'wu'jia 松竹本吾家
'song'zi'xun'mo'shan'xi'hu'shan'ju'shi 宋自逊蓦山溪壶山居士
'su'di'chun'pao 窣地春袍
'su'di'jin'ri'feng'he'yu 苏堤尽日风和雨
'su'guang'tong 素光同
'su'hong'jian'zhao'ru'xian'xi 溯红渐招入仙溪
'su'jiu'xing'chi 宿酒醒迟
'su'lu'hua 宿芦花
'su'mian'yuan'wu'fen'dai 素面元无粉黛
'su'niao'gui'fei'ji 宿鸟归飞急
'su'shi'bu'suan'zi'que'yue'gua'shu'tong 苏轼卜算子缺月挂疏桐
'su'shi'die'lian'hua'hua'tui'can'hong'qing'xing'xiao 苏轼蝶恋花花褪残红青杏小
'su'shi'ding'feng'bo'chang'xian'ren'jian'zhuo'yu'lang 苏轼定风波常羡人间琢玉郎
'su'shi'ding'feng'bo'mo'ting'chuan'lin'da'ye'sheng 苏轼定风波莫听穿林打叶声
'su'shi'dong'xian'ge'bing'ji'yu'gu 苏轼洞仙歌冰肌玉骨
'su'shi'huan'xi'sha'shan'xia'lan'ya'duan'jin'xi 苏轼浣溪沙山下兰芽短浸溪
'su'shi'huan'xi'sha'su'su'yi'jin'luo'zao'hua 苏轼浣溪沙蔌蔌衣巾落枣花
'su'shi'jiang'cheng'zi'lao'fu'liao'fa'shao'nian'kuang 苏轼江城子老夫聊发少年狂
'su'shi'jiang'cheng'zi'shi'nian'sheng'si'liang'mang'mang 苏轼江城子十年生死两茫茫
'su'shi'lin'jiang'xian'ye'yin'dong'po'xing'fu'zui 苏轼临江仙夜饮东坡醒复醉
'su'shi'nian'nu'jiao'da'jiang'dong'qu 苏轼念奴娇大江东去
'su'shi'shui'diao'ge'tou'ming'yue'ji'shi'you 苏轼水调歌头明月几时有
'su'shi'shui'long'yin'si'hua'hai'si'fei'hua 苏轼水龙吟似花还似非花
'su'shi'xi'jiang'yue'shi'shi'yi'chang'da'meng 苏轼西江月世事一场大梦
'su'shi'xi'jiang'yue'zhao'ye'mi'mi'qian'lang 苏轼西江月照野弥弥浅浪
'su'shi'yong'yu'le'ming'yue'ru'shuang 苏轼永遇乐明月如霜
'su'su'yi'jin'luo'zao'hua 簌簌衣巾落枣花
'su'wei'cun'shan'yi 宿苇村山驿
'su'xian'sheng'duan 素弦声断
'su'xiang'mu'lan'hua'jiang'yun'die'die'zhe'yuan'pu 苏庠木兰花江云叠叠遮鸳浦
'su'yan'luo'han'lu'shen'chu 宿雁落寒芦深处
'su'yue'fen'hui 素月分辉
'su'zhe'tiao'xiao'ci'yu'fu'yu'fu 苏辙调啸词渔父渔父
'su'zhe'yu'jia'ao'qi'shi'yu'nian'zhen'yi'meng 苏辙渔家傲七十余年真一梦
'su'zui'kun'liu'xia 宿醉困流霞
'suan'deng'xian'chou'yi'xiao 算等闲酬一笑
'suan'er'jin'zhong'dao'xu'jing 算而今重到须惊
'suan'hao'chun'zhang'zai 算好春长在
'suan'ji'fan'zhao'wo 算几番照我
'suan'jiao'long'yuan'bu'shi'chi'zhong'wu 算蛟龙元不是池中物
'suan'kong'you'bing'dao 算空有并刀
'suan'lai'meng'li'fu'sheng 算来梦里浮生
'suan'mei'ge 算没个
'suan'ren'jian'mei'ge'bing'dao 算人间没个并刀
'suan'shao'hua 算韶华
'suan'shi'ye'xu'you'ren'zuo 算事业须由人做
'suan'wei'di'ren'jian'li'bie 算未抵人间离别
'suan'you'you'ping'gao'wang'yan 算犹有凭高望眼
'suan'zhi'you'yin'qin 算只有殷勤
'sui'chu'liao'qing'gai 随处聊倾盖
'sui'chun'qie'kan'gui'he'chu 随春且看归何处
'sui'di'shang'ceng'jian'ji'fan 隋堤上曾见几番
'sui'fen'jia'chang'fan 随分家常饭
'sui'feng'zhu'yu'chang'lai'wang 随风逐雨长来往
'sui'hua'dao'san'fen'jia'chu 岁华到三分佳处
'sui'hua'lao 岁华老
'sui'jiang'ling 岁将零
'sui'jiang'qiong 岁将穷
'sui'sui'chang'xiang'jian 岁岁长相见
'sui'xin'tian 碎心田
'sun'guang'xian'huan'xi'sha'liao'an'feng'duo'ju'you'xiang 孙光宪浣溪沙蓼岸风多橘柚香
'sun'lang'liang'ku 孙郎良苦
'sun'lang'wei'xiao 孙郎微笑
'suo'chuang'zhu'hu 琐窗朱户
'suo'li'chou'lian'mian'wu'ji 锁离愁连绵无际
'suo'li'zhao'zhao'chu 蓑笠朝朝出
'suo'shang'jin'long'xiu'gong'yu 锁上金笼休共语
'ta'nian'zhong'dao 他年重到
'ta'po'he'lan'shan'que 踏破贺兰山缺
'tai'cong'cong 太匆匆
'tai'hu'xi'pan'sui'yun'qu 太湖西畔随云去
'tai'qin'shi'jing 苔侵石井
'tai'wang'yan 抬望眼
'tai'ye'chi'you'zai 太液池犹在
'tai'ye'fu'rong 太液芙蓉
'tai'zhi'zhui'yu 苔枝缀玉
'tan'bin'qin'ban'zhu 叹鬓侵半苎
'tan'chun'jin'shi 探春尽是
'tan'fang'cao'qi'qi'qian'li 叹芳草萋萋千里
'tan'hou'yue'ding'ning'jing'he'ju 叹后约丁宁竟何据
'tan'ji'yu'lu'yao 叹寄与路遥
'tan'jin'wu 叹今吾
'tan'kan'nian'shao'xin'chuan'liu 贪看年少信船流
'tan'kong'shui'leng 潭空水冷
'tan'liu'nian'you'cheng'xu'du 叹流年又成虚度
'tan'man'mo'yu'fu 叹慢磨玉斧
'tan'men'wai'lou'tou 叹门外楼头
'tan'meng'hao 贪梦好
'tan'nian'lai'zong'ji 叹年来踪迹
'tan'shen'you'gu'guo 叹神游故国
'tan'xiao'jian 谈笑间
'tan'xiao'jie'kan'zhe'jian'zhao 谈笑皆堪折简招
'tan'xiao'jing'hu'sha 谈笑净胡沙
'tan'xiao'li 谈笑里
'tang'shang'mou'chen'zun'zu 堂上谋臣尊俎
'tang'wan'chai'tou'feng'shi'qing'bo 唐婉钗头凤世情薄
'tang'wu'ou'xiang'feng 汤武偶相逢
'tang'xiang'geng'jiu'leng'ta'qing'lu 饧香更酒冷踏青路
'tao'hua'liu'shui'gui'yu'fei 桃花流水鳜鱼肥
'tao'hua'luo 桃花落
'tao'li'yi'xi'chun'an'du 桃李依稀春暗度
'tao'sui'shen'nv 涛随神女
'tao'xi'bu'zuo'cong'rong'zhu 桃溪不作从容住
'tao'ye'du 桃叶渡
'tao'yuan'wang'duan'wu'xun'chu 桃源望断无寻处
'te'di'mu'yun'kai 特地暮云开
'teng'shen'que'fang'wo'xiang'qing'yun'li 腾身却放我向青云里
'ti'dao'chun'gui'wu'xun'chu 啼到春归无寻处
'ti'hen'zhi'hen'qing'ming'yu 啼痕止恨清明雨
'ti'heng'hua'ge'huang'hun'hou 梯横画阁黄昏后
'ti'niao'hai'zhi'ru'xu'hen 啼鸟还知如许恨
'ti'qing'wei'you'zhu'ren'lian 体轻唯有主人怜
'ti'yuan'he'bi'jin'gu'zhou 啼猿何必近孤舟
'tian'bu'lao 天不老
'tian'chang'meng'duan 天长梦短
'tian'dan'xing'xi'xiao 天淡星稀小
'tian'dan'yun'xian 天淡云闲
'tian'han'lu'hua'ma'ti'jiang 天寒路滑马蹄僵
'tian'han'shan'se'you'wu'zhong 天寒山色有无中
'tian'han'yu'yi'nong 天寒雨意浓
'tian'ji'liang'e'ning'dai 天际两蛾凝黛
'tian'ji'shi'gui'zhou 天际识归舟
'tian'ji'zheng'hong 天际征鸿
'tian'jiang'li'hen'nao'shu'kuang 天将离恨恼疏狂
'tian'jiao'fen'fu'yu'shu'kuang 天教分付与疏狂
'tian'jie'yun'tao'lian'xiao'wu 天接云涛连晓雾
'tian'jing'shui'ming'xia 天净水明霞
'tian'kuo'yun'xian 天阔云闲
'tian'lian'shuai'cao 天连衰草
'tian'ming'qu 天明去
'tian'qi'chu'su 天气初肃
'tian'qi'he'xu 天气和煦
'tian'qi'qing'ming'shi'hou 天气清明时候
'tian'qian'wu'ya 天堑无涯
'tian'shang'di'ang'si'jiu 天上低昂似旧
'tian'shang'ren'jian 天上人间
'tian'shang'xing'he'zhuan 天上星河转
'tian'shang'yue 天上月
'tian'shi'di'li'yu'ren'he 天时地利与人和
'tian'tian'duo'shao 田田多少
'tian'wu'yu 天无语
'tian'xia'shi 天下事
'tian'xia'ying'xiong'shui'di'shou 天下英雄谁敌手
'tian'ya'di'jiao'you'qiong'shi 天涯地角有穷时
'tian'ya'fang'cao'wu'gui'lu 天涯芳草无归路
'tian'ya'han'jin'jian'chun'yi 天涯寒尽减春衣
'tian'ya'he'chu'wu'fang'cao 天涯何处无芳草
'tian'ya'juan'ke 天涯倦客
'tian'ya'kuo 天涯阔
'tian'ya'qing'wei 天涯情味
'tian'ya'wei'ke 天涯为客
'tian'ya'xing'ke 天涯行客
'tian'yao'di'yuan 天遥地远
'tian'yi'ce'ma'xun'ting'hou 添衣策马寻亭堠
'tian'yi'cong'lai'gao'nan'wen 天意从来高难问
'tian'ying'qi'yu'dian'su'niang 天应乞与点酥娘
'tiao'bao'se 调宝瑟
'tiao'de'shi'nang 挑得诗囊
'tiao'tiao'bu'duan'ru'chun'shui 迢迢不断如春水
'tie'ma'meng'zhan 铁马蒙毡
'tie'qi'wu'sheng'wang'si'shui 铁骑无声望似水
'tie'suo'heng'jiang 铁锁横江
'ting'ba'xia'shu'sheng'yuan'ti 听巴峡数声猿啼
'ting'du'yu'sheng'sheng 听杜宇声声
'ting'feng'ting'yu'guo'qing'ming 听风听雨过清明
'ting'hu'wu'sheng 庭户无声
'ting'hua'rao 停画桡
'ting'ji'pian'jing'tong'fei'zhui 听几片井桐飞坠
'ting'jin'gu 听津鼓
'ting'jin'lv 听金缕
'ting'qu'wa'sheng'yi'pian 听取蛙声一片
'ting'ren'xiao'yu 听人笑语
'ting'xuan'ji'mo'jin'qing'ming 庭轩寂寞近清明
'ting'yuan'shen'shen'shen'ji'xu 庭院深深深几许
'ting'zhan'mu'yuan'rong'ge'chui 听毡幕元戎歌吹
'tong'juan'xi'shan'yu 同卷西山雨
'tong'lai'he'shi'bu'tong'gui 同来何事不同归
'tong'shi'ge'wu 同时歌舞
'tong'tuo'xiang'mo 铜驼巷陌
'tong'yuan'que 同圆缺
'tong'yun'you'tu 彤云又吐
'tou'bai'yuan'yang'shi'ban'fei 头白鸳鸯失伴飞
'tou'li'xiao'qun 偷理绡裙
'tou'zhong'mu 透重幕
'tuan'shan 团扇
'tui'dao'hu'chuang 推倒胡床
'tui'qiao'yong 推翘勇
'tuo'he'ren 托何人
'tuo'hu'kong'ji'bei'ge'que 唾壶空击悲歌缺
'wa'jin'chai'liu 袜金钗溜
'wan'jia'yang'liu'qing'yan'li 万家杨柳青烟里
'wan'jing'xiao'shu 晚景萧疏
'wan'lai'feng'ding'diao'si'xian 晚来风定钓丝闲
'wan'lai'hai'juan 晚来还卷
'wan'lai'nong'shui'chuan'tou'shi 晚来弄水船头湿
'wan'li'dan'xiao 万里丹霄
'wan'li'di'wang'jia 万里帝王家
'wan'li'gui'lai'yan'yu'shao 万里归来颜愈少
'wan'li'jiang'shan'zhi'he'chu 万里江山知何处
'wan'li'qi'chan'bei 万里骑蟾背
'wan'li'qing'tian 万里青天
'wan'li'xi'yang'chui'di 万里夕阳垂地
'wan'li'xiang'long'sha 万里想龙沙
'wan'li'xing'shan'ru'xu 万里腥膻如许
'wan'liang'you'jing 晚凉幽径
'wan'mian'gu'sheng'zhong 万面鼓声中
'wan'qing'bo'guang 万顷波光
'wan'ru'zuo 宛如昨
'wan'shi'kong'zhong'xue 万事空中雪
'wan'shui'qian'shan 万水千山
'wan'shui'qian'shan'mi'yuan'jin 万水千山迷远近
'wan'xiang'wei'bin'ke 万象为宾客
'wan'yu'nv'qi'hui'wu'xiu 万玉女齐回舞袖
'wan'yun'shou 晚云收
'wang'an'guo'qing'ping'le'liu'chun'bu'zhu 王安国清平乐留春不住
'wang'an'shi'gui'zhi'xiang'deng'lin'song'mu 王安石桂枝香登临送目
'wang'an'shi'lang'tao'sha'ling'yi'lv'liang'shuai'weng 王安石浪淘沙令伊吕两衰翁
'wang'an'shi'qian'qiu'sui'yin'bie'guan'han'zhen 王安石千秋岁引别馆寒砧
'wang'an'shi'yu'jia'ao'ping'an'xiao'qiao'qian'zhang'bao 王安石渔家傲平岸小桥千嶂抱
'wang'bu'jian 望不见
'wang'chang'huai'yi'ran'rao'gu'cheng 望长淮依然绕孤城
'wang'chu'yu'shou'yun'duan 望处雨收云断
'wang'dao'xie'yang'yu'jin'shi 望到斜阳欲尽时
'wang'duan'gu'yuan'xin'yan 望断故园心眼
'wang'duan'jiang'nan'shan'se'yuan 望断江南山色远
'wang'feng'que'fei'yan'fei'wu 望凤阙非烟非雾
'wang'gao'cheng'bu'jian 望高城不见
'wang'gu'xiang'miao'miao 望故乡渺邈
'wang'guan'bu'suan'zi'shui'shi'yan'bo'heng 王观卜算子水是眼波横
'wang'ji'chun'chou 望极春愁
'wang'ji'dian 望几点
'wang'jian'tiao'xiao'ling'tuan'shan 王建调笑令团扇
'wang'jin'lu'hua'wu'yan 望尽芦花无雁
'wang'jin'tian'ya'lu 望尽天涯路
'wang'jing'guo 望京国
'wang'le'gui'lai 忘了归来
'wang'nian'feng 望年丰
'wang'pang'juan'xun'fang'man'lu'xi'xiang'wan 王雱倦寻芳慢露晞向晚
'wang'pang'yan'er'mei'yang'liu'si'si'nong'qing'rou 王雱眼儿媚杨柳丝丝弄轻柔
'wang'qian'men'ru'zhou 望千门如昼
'wang'qian'qiu'zhe'gu'tian'bi'wu'shao'deng'zuo'hao'chun 王千秋鹧鸪天比屋烧灯作好春
'wang'qin'guan'he'chu 望秦关何处
'wang'qing'hui'man'jiang'hong'tai'ye'fu'rong 王清恵满江红太液芙蓉
'wang'qing'yan'duo'feng 望晴檐多风
'wang'ren'zai'tian'bei 望人在天北
'wang'shi'hou'qi'kong'ji'sheng 往事后期空记省
'wang'shi'si'you'you 往事思悠悠
'wang'shi'yi'cheng'kong 往事已成空
'wang'shi'zhi'duo'shao 往事知多少
'wang'shuai'liu'shang'se'yi'yi 望衰柳尚色依依
'wang'sun'qu 王孙去
'wang'sun'sui'fen'xiang'xu 王孙随分相许
'wang'wang'duan'tian'ya 枉望断天涯
'wang'xing'gong'shuo'qing'xian'hua 忘形共说清闲话
'wang'yan'nan'ke'zi'shan'ming'yun'yin'zhong 王炎南柯子山冥云阴重
'wang'yi'sun'gao'yang'tai'can'xue'ting'yin 王沂孙高阳台残雪庭阴
'wang'yi'sun'mei'fu'jian'xin'hen'xuan'liu 王沂孙眉抚渐新痕悬柳
'wang'yu'chen'dian'jiang'chun'yu'hen'yun'chou 王禹偁点绛唇雨恨云愁
'wang'zao'dian'jiang'chun'xin'yue'juan'juan 汪藻点绛唇新月娟娟
'wang'ze'zen'sheng'bian'wang'de 忘则怎生便忘得
'wang'zhong'jiu'pei'shan'shan 望中酒旆闪闪
'wang'zhong'she 望中赊
'wang'zhong'you'ji 望中犹记
'wei'bao'bu'fan'wu'yang 为报布帆无恙
'wei'bao'qing'cheng'sui'tai'shou 为报倾城随太守
'wei'chang'zan'gu'yuan'lv 未尝暂孤鸳侣
'wei'du'xian'ge 惟独崄个
'wei'fang'pian'zhou'ye'du 未放扁舟夜渡
'wei'fu'xin'ci'qiang'shuo'chou 为赋新词强说愁
'wei'huang'hua'pin'kai'zui'yan 为黄花频开醉眼
'wei'jun'chi'jiu'quan'xie'yang 为君持酒劝斜阳
'wei'lang'qu'ye 韦郎去也
'wei'lao'mo'huan'xiang 未老莫还乡
'wei'lao'xin'xian'lan 未老心先懒
'wei'leng 微冷
'wei'lu'rao'xie 微路绕斜
'wei'ni'xin 为你心
'wei'nong'liang'yue 微弄凉月
'wei'nu'chui'san'yue'bian'yun 为奴吹散月边云
'wei'qing'chun'liu'de 为青春留得
'wei'shi'qiu'guang'qi'jue 未是秋光奇绝
'wei'shi'you'yi'bo'xiang'shui 惟是有一波湘水
'wei'shui'ku 为谁苦
'wei'shui'liu'xia'xiao'xiang'qu 为谁流下潇湘去
'wei'shui'pian'zhao'ling'lu 为谁偏照醽醁
'wei'shui'pin'duan'xu 为谁频断续
'wei'sui'feng'yun'bian 未遂风云便
'wei'ting'wang'ji 危亭望极
'wei'wei'jian'wai 巍巍剑外
'wei'wen'shan'gong'he'shi 为问山公何事
'wei'wen'xin'chou 为问新愁
'wei'xiao 微笑
'wei'xiao'niang 为萧娘
'wei'xie'jiang'nan'fang'cao 为谢江南芳草
'wei'xing'sheng'duan'chang'lang 微行声断长廊
'wei'yi 为忆
'wei'yi'xiao'de'ren'qiao'cui 为伊消得人憔悴
'wei'you'chang'jiang'shui 惟有长江水
'wei'you'gui'ji 未有归计
'wei'you'jiu'huan'he'chu 惟有旧欢何处
'wei'you'jiu'jia'qiu'niang 惟有旧家秋娘
'wei'you'lan'gan 唯有阑干
'wei'you'lei'qian'hang 惟有泪千行
