'a'bi'di'yu 阿鼻地狱
'kou'bu'ying'xin 口不应心
'kou'bu'ze'yan 口不择言
'kou'chi'ling'li 口齿伶俐
'kou'chi'sheng'xiang 口齿生香
'kou'chu'bu'xun 口出不逊
'kou'chu'da'yan 口出大言
'kou'chuan'xin'shou 口传心授
'kou'duo'shi'gua 口多食寡
'kou'er'bing'zhong 口耳并重
'kou'er'xiang'chuan 口耳相传
'kou'er'zhi'xue 口耳之学
'kou'fei'mu'chi 口沸目赤
'kou'fu'xin'fu 口服心服
'kou'fu'zhi'lei 口腹之累
'kou'gan'she'zao 口干舌燥
'kou'han'tian'xian 口含天宪
'kou'hu'chang'yin 扣壶长吟
'kou'hui'er'shi'bu'zhi 口惠而实不至
'kou'jiang'zhi'hua 口讲指画
'kou'jiao'chun'feng 口角春风
'kou'jiao'sheng'feng 口角生风
'kou'kou'sheng'sheng 口口声声
'kou'kou'xiang'chuan 口口相传
'kou'kuai'xin'zhi 口快心直
'kou'ma'er'jian 叩马而谏
'kou'mi'fu'jian 口蜜腹剑
'kou'pan'men'zhu 扣槃扪烛
'kou'qing'she'bao 口轻舌薄
'kou'ren'xin'xian 扣人心弦
'kou'ruo'xuan'he 口若悬河
'kou'shang'ru'xiu 口尚乳臭
'kou'shi'ken'rang 叩石垦壤
'kou'shi'xin'fei 口是心非
'kou'shuo'wu'ping 口说无凭
'kou'song'xin'wei 口诵心惟
'kou'tou'chan 口头禅
'kou'tu'zhu'ji 口吐珠玑
'kou'wen'sheng'hua 口吻生花
'kou'xin'qi'xue 叩心泣血
'kou'xin'wa'du 抠心挖肚
'kou'xue'wei'gan 口血未干
'kou'zao'chun'gan 口燥唇干
'kou'zhi'xin'kuai 口直心快
'kou'zhong'ci'huang 口中雌黄
'kou'zhong'zao'shi 口中蚤虱
'kou'zhu'bi'fa 口诛笔伐
'ku'ben'jie'yuan 枯本竭源
'ku'bu'kan'yan 苦不堪言
'ku'bu'ke'yan 苦不可言
'ku'da'chou'shen 苦大仇深
'ku'hai'mang'mang 苦海茫茫
'ku'hai'wu'bian 苦海无边
'ku'jin'gan'lai 苦尽甘来
'ku'jin'tian'lai 苦尽甜来
'ku'kou'liang'yao 苦口良药
'ku'kou'ni'er 苦口逆耳
'ku'kou'po'xin 苦口婆心
'ku'ku'ti'ti 哭哭啼啼
'ku'le'bu'jun 苦乐不均
'ku'miao'wang'yu 枯苗望雨
'ku'mu'feng'chun 枯木逢春
'ku'mu'sheng'hua 枯木生花
'ku'mu'si'hui 枯木死灰
'ku'mu'xiu'zhu 枯木朽株
'ku'mu'zai'sheng 枯木再生
'ku'nan'shen'zhong 苦难深重
'ku'sang'zhe'lian 哭丧着脸
'ku'shen'jiao'si 苦身焦思
'ku'shu'kai'hua 枯树开花
'ku'shu'sheng'hua 枯树生花
'ku'si'ming'xiang 苦思冥想
'ku'tian'han'di 哭天喊地
'ku'tian'mo'lei 哭天抹泪
'ku'xiao'bu'de 哭笑不得
'ku'xin'gu'yi 苦心孤诣
'ku'xin'ji'lv 苦心积虑
'ku'xin'jing'ying 苦心经营
'ku'xing'hui'xin 枯形灰心
'ku'yang'sheng'ti 枯杨生稊
'ku'yu'he'zhe 枯鱼涸辙
'ku'yu'qi'feng 苦雨凄风
'ku'yu'si 哭于斯
'ku'yu'xian'suo 枯鱼衔索
'ku'yu'zhi'si 枯鱼之肆
'ku'yun'shang'sui 枯耘伤岁
'ku'zao'wu'wei 枯燥无味
'ku'zhi'bai'ye 枯枝败叶
'ku'zhi'zai'chun 枯枝再春
'ku'zhong'zuo'le 苦中作乐
'ku'zhu'xiu'mu 枯株朽木
'kua'da'qi'ci 夸大其词
'kua'duo'dou'mi 夸多斗靡
'kua'feng'cheng'long 跨凤乘龙
'kua'feng'cheng'luan 跨凤乘鸾
'kua'fu'zhu'ri 夸父逐日
'kua'kua'er'tan 夸夸而谈
'kua'kua'qi'tan 夸夸其谈
'kua'xia'pu'fu 胯下蒲伏
'kua'xia'zhi'ru 胯下之辱
'kuai'bu'liu'xing 快步流星
'kuai'bu'yan'xi 脍不厌细
'kuai'dao'zhan'luan'ma 快刀斩乱麻
'kuai'du'po'che 快犊破车
'kuai'ma'jia'bian 快马加鞭
'kuai'ma'yi'bian 快马一鞭
'kuai'ren'kuai'shi 快人快事
'kuai'ren'kuai'yu 快人快语
'kuai'yi'dang'qian 快意当前
'kuai'zhi'ren'kou 脍炙人口
'kuan'da'wei'huai 宽大为怀
'kuan'da'zhai'yong 宽打窄用
'kuan'hong'da'du 宽宏大度
'kuan'hong'da'liang 宽宏大量
'kuan'kuan'er'tan 款款而谈
'kuan'meng'xiang'ji 宽猛相济
'kuan'ren'da'du 宽仁大度
'kuan'xue'gua'wen 款学寡闻
'kuan'yi'dai'ren 宽以待人
'kuang'da'bu'ji 旷达不羁
'kuang'fei'bi'an 狂吠狴犴
'kuang'feng'bao'yu 狂风暴雨
'kuang'feng'e'lang 狂风恶浪
'kuang'feng'lang'die 狂蜂浪蝶
'kuang'feng'nu'hao 狂风怒号
'kuang'feng'zhou'yu 狂风骤雨
'kuang'fu'yuan'nv 旷夫怨女
'kuang'gu'jue'lun 旷古绝伦
'kuang'gu'qi'wen 旷古奇闻
'kuang'gu'wei'wen 旷古未闻
'kuang'gu'wei'you 旷古未有
'kuang'hong'lan'zha 狂轰滥炸
'kuang'jiu'mi'feng 匡救弥缝
'kuang'luan'fan'zheng 匡乱反正
'kuang'nu'gu'tai 狂奴故态
'kuang'piao'lan'du 狂嫖滥赌
'kuang'qie'bu'qian 恇怯不前
'kuang'qie'zhong'wu 筐箧中物
'kuang'quan'fei'ri 狂犬吠日
'kuang'ri'chi'jiu 旷日持久
'kuang'ri'mi'jiu 旷日弥久
'kuang'shi'huo'zhong 诳时惑众
'kuang'shi'ji'shi 匡时济世
'kuang'shi'ji'su 匡时济俗
'kuang'shi'qi'cai 旷世奇才
'kuang'su'ji'shi 匡俗济时
'kuang'tao'hai'lang 狂涛骇浪
'kuang'wang'zi'da 狂妄自大
'kui'bao'yi'ban 窥豹一斑
'kui'bu'cheng'jun 溃不成军
'kui'bu'gan'dang 愧不敢当
'kui'bu'qian'li 跬步千里
'kui'hui'wu'di 愧悔无地
'kui'huo'qing'yang 葵藿倾阳
'kui'jian'si'xi 窥间伺隙
'kui'jian'yi'ban 窥见一斑
'kui'li'duo'qing 揆理度情
'kui'pin'zhi'liang 馈贫之粮
'kui'qing'duo'li 揆情度理
'kui'ran'bu'dong 岿然不动
'kui'ran'chang'tan 喟然长叹
'kui'ran'du'cun 岿然独存
'kui'tian'zuo'ren 愧天怍人
'kui'wu'qi'wei 魁梧奇伟
'kui'xin'duan'xing 亏心短行
'kui'yu'yi'xue 溃于蚁穴
'kun'bi'wu'hua 悃愊无华
'kun'di'zhi'hao 昆弟之好
'kun'er'bu'xue 困而不学
'kun'er'xue'zhi 困而学之
'kun'shan'pian'yu 昆山片玉
'kun'shou'you'dou 困兽犹斗
'kun'xin'heng'lv 困心衡虑
'kun'xin'heng'lv 困心横虑
'kun'yu'qiu'shuang 琨玉秋霜
'kun'zhi'mian'xing 困知勉行
'kuo'bu'gao'tan 阔步高谈
'kuo'da'da'du 廓达大度
'kuo'lun'gao'tan 阔论高谈
'la'bai'cui'cang 拉捭摧藏
'la'bang'jie'pai 拉帮结派
'la'jia'dai'kou 拉家带口
'la'jin'chun'hui 腊尽春回
'la'la'che'che 拉拉扯扯
'la'san'che'si 拉三扯四
'la'xian'san'men 拉闲散闷
'lai'chu'bu'yi 来处不易
'lai'er'bu'wang'fei'li'ye 来而不往非礼也
'lai'ha'ma'xiang'chi'tian'e'rou 癞蛤蟆想吃天鹅肉
'lai'hong'qu'yan 来鸿去燕
'lai'hui'lai'qu 来回来去
'lai'li'bu'ming 来历不明
'lai'long'qu'mai 来龙去脉
'lai'qing'qu'yi 来情去意
'lai'qu'fen'ming 来去分明
'lai'qu'wu'zong 来去无踪
'lai'ri'da'nan 来日大难
'lai'ri'fang'chang 来日方长
'lai'shi'bu'ke'dai 来世不可待
'lai'shi'xiong'xiong 来势汹汹
'lai'yin'qu'guo 来因去果
'lai'ying'qu'song 来迎去送
'lai'you'ci'er 赖有此耳
'lai'zhe'bu'ju 来者不拒
'lai'zhe'bu'shan 来者不善
'lai'zhe'ke'zhui 来者可追
'lai'zhi'bu'yi 来之不易
'lai'zong'qu'ji 来踪去迹
'lan'ai'nan'fen 兰艾难分
'lan'ai'tong'fen 兰艾同焚
'lan'cui'yu'zhe 兰摧玉折
'lan'dao'bo'sui 澜倒波随
'lan'e'jiao'tou 烂额焦头
'lan'feng'chang'yu 阑风长雨
'lan'guan'wu'li 滥官污吏
'lan'gui'qi'fang 兰桂齐芳
'lan'lv'bi'lu 褴褛筚路
'lan'man'tian'zhen 烂漫天真
'lan'ming'ze'shi 揽名责实
'lan'pei'cheng'qing 揽辔澄清
'lan'pei'deng'che 揽辔登车
'lan'quan'na'hui 揽权纳贿
'lan'ruo'pi'jin 烂若披锦
'lan'tian'sheng'yu 蓝田生玉
'lan'wen'bian'jian 览闻辩见
'lan'xin'hui'xing 兰心蕙性
'lan'xun'gui'fu 兰薰桂馥
'lan'yin'xu'guo 兰因絮果
'lan'yong'zhi'quan 滥用职权
'lan'yu'chong'shu 滥竽充数
'lan'zhi'chang'sheng 兰芝常生
'lan'zhi'hui'xin 兰质蕙心
'lan'zhi'xun'xin 兰质薰心
'lan'zui'ru'ni 烂醉如泥
'lang'bei'bu'kan 狼狈不堪
'lang'bei'wan'zhuang 狼狈万状
'lang'bei'wei'jian 狼狈为奸
'lang'ben'shi'tu 狼奔豕突
'lang'ben'shu'cuan 狼奔鼠窜
'lang'bu'lang'you'bu'you 稂不稂莠不莠
'lang'cai'nv'mao 郎才女貌
'lang'dang'ru'yu 锒铛入狱
'lang'die'kuang'feng 浪蝶狂蜂
'lang'die'you'feng 浪蝶游蜂
'lang'hao'gui'ku 狼号鬼哭
'lang'huan'fu'di 琅嬛福地
'lang'ji'jiang'hu 浪迹江湖
'lang'ji'ping'zong 浪迹萍踪
'lang'ji'tian'xia 浪迹天下
'lang'ji'tian'ya 浪迹天涯
'lang'lang'qian'kun 朗朗乾坤
'lang'lang'shang'kou 琅琅上口
'lang'mu'shu'mei 朗目疏眉
'lang'tan'hu'shi 狼贪虎视
'lang'tan'shu'qie 狼贪鼠窃
'lang'tun'hu'yan 狼吞虎咽
'lang'xin'gou'fei 狼心狗肺
'lang'xin'gou'xing 狼心狗行
'lang'yan'shu'mei 狼眼鼠眉
'lang'yan'si'qi 狼烟四起
'lang'yuan'qiong'lou 阆苑琼楼
'lang'zi'hui'tou 浪子回头
'lang'zi'shou'xin 狼子兽心
'lang'zi'ye'xin 狼子野心
'lang'zi'zai'xiang 浪子宰相
'lao'bang'sheng'zhu 老蚌生珠
'lao'bang'zhu'tai 老蚌珠胎
'lao'bu'ke'po 牢不可破
'lao'can'zuo'jian 老蚕作茧
'lao'cheng'chi'zhong 老成持重
'lao'cheng'jian'dao 老成见到
'lao'cheng'lian'da 老成练达
'lao'da'tu'shang'bei 老大徒伤悲
'lao'da'wu'cheng 老大无成
'lao'dang'yi'zhuang 老当益壮
'lao'diao'chong'tan 老调重谈
'lao'er'bu'si 老而不死
'lao'er'bu'si'shi'wei'zei 老而不死是为贼
'lao'er'wu'gong 劳而无功
'lao'hu'tou'shang'pu'cang'ying 老虎头上扑苍蝇
'lao'hu'tou'shang'sao'yang 老虎头上搔痒
'lao'ji'fu'li 老骥伏枥
'lao'jian'ju'hua 老奸巨滑
'lao'jiang'hu 老江湖
'lao'ku'gong'gao 劳苦功高
'lao'lao'dao'dao 唠唠叨叨
'lao'lei'zong'heng 老泪纵横
'lao'ma'lian'zhan 老马恋栈
'lao'ma'shi'tu 老马识途
'lao'mai'long'zhong 老迈龙钟
'lao'min'shang'cai 劳民伤财
'lao'mou'shen'suan 老谋深算
'lao'niu'po'che 老牛破车
'lao'niu'shi'du 老牛舐犊
'lao'pi'dang'dao 老罴当道
'lao'po'dang'jun 老婆当军
'lao'qi'heng'qiu 老气横秋
'lao'ruo'can'bing 老弱残兵
'lao'sao'man'fu 牢骚满腹
'lao'seng'ru'ding 老僧入定
'lao'shen'jiao'si 劳身焦思
'lao'sheng'chang'tan 老生常谈
'lao'shi'ba'jiao 老实巴交
'lao'shi'dong'zhong 劳师动众
'lao'shi'gu'zi 牢什古子
'lao'shi'xi'yuan 劳师袭远
'lao'shu'guo'jie 老鼠过街
'lao'si'bu'xiang'wang'lai 老死不相往来
'lao'si'yi'yin 劳思逸淫
'lao'tai'long'zhong 老态龙钟
'lao'tian'ba'di 老天拔地
'lao'wang'mai'gua 老王卖瓜
'lao'xin'jiao'si 劳心焦思
'lao'xin'ku'si 劳心苦思
'lao'xing'ku'xin 劳形苦心
'lao'xiu'cheng'nu 老羞成怒
'lao'xiu'wu'neng 老朽无能
'lao'yan'fen'fei 劳燕分飞
'lao'yi'jie'he 劳逸结合
'lao'you'suo'zhong 老有所终
'lao'yu'neng'jie 老妪能解
'lao'yu'shi'gu 老于世故
'lao'zhi'jiang'zhi 老之将至
'le'bu'ji'pan 乐不极盘
'le'bu'ke'ji 乐不可极
'le'bu'ke'yan 乐不可言
'le'bu'ke'zhi 乐不可支
'le'bu'si'shu 乐不思蜀
'le'chang'fen'jing 乐昌分镜
'le'ci'bu'juan 乐此不倦
'le'ci'bu'pi 乐此不疲
'le'dao'an'pin 乐道安贫
'le'er'bu'yin 乐而不淫
'le'er'wang'fan 乐而忘返
'le'ji'bei'sheng 乐极悲生
'le'ji'sheng'bei 乐极生悲
'le'shan'hao'shi 乐善好施
'le'shan'le'shui 乐山乐水
'le'tian'zhi'ming 乐天知命
'le'ye'an'ju 乐业安居
'le'yi'wang'you 乐以忘忧
'le'zai'qi'zhong 乐在其中
'lei'beng'chang'jue 泪迸肠绝
'lei'da'bu'dong 雷打不动
'lei'du'lian'pian 累牍连篇
'lei'gan'chang'duan 泪干肠断
'lei'gu'ming'jin 擂鼓鸣金
'lei'gui'bu'ji 磊瑰不羁
'lei'jiao'bu'gai 累教不改
'lei'ju'qun'fen 类聚群分
'lei'kuai'ji'su 累块积苏
'lei'lei'luo'luo 磊磊落落
'lei'lei'ru'zhu 累累如珠
'lei'li'feng'xing 雷厉风行
'lei'liu'man'mian 泪流满面
'lei'luan'zhi'wei 累卵之危
'lei'ming'wa'fu 雷鸣瓦釜
'lei'ru'quan'yong 泪如泉涌
'lei'ru'yu'xia 泪如雨下
'lei'sheng'da 雷声大
'lei'tian'dao'di 擂天倒地
'lei'ting'wan'jun 雷霆万钧
'lei'ting'zhi'nu 雷霆之怒
'lei'tu'zhi'shan 累土至山
'lei'wa'jie'sheng 累瓦结绳
'lei'wu'chong'jia 累屋重架
'lei'xia'ru'yu 泪下如雨
'lei'xie'zhi'you 缧绁之忧
'lei'yan'wang'wang 泪眼汪汪
'lei'yue'jing'nian 累月经年
'leng'chao're'feng 冷嘲热讽
'leng'chao're'ma 冷嘲热骂
'leng'guo'li'bao'dou 冷锅里爆豆
'leng'ku'wu'qing 冷酷无情
'leng'mei'heng'yan 楞眉横眼
'leng'mian'han'tie 冷面寒铁
'leng'nuan'zi'zhi 冷暖自知
'leng're'zi'ming 冷热自明
'leng'ruo'bing'shuang 冷若冰霜
'leng'shou'leng'jiao 楞手楞脚
'leng'tou'leng'nao 愣头愣脑
'leng'xue'dong'wu 冷血动物
'leng'yan'jing'kan 冷眼静看
'leng'yan'leng'yu 冷言冷语
'leng'yan'pang'guan 冷眼旁观
'leng'yan'xiang'dai 冷眼相待
'leng'yu'bing'ren 冷语冰人
'li'bang'yi'dao 利傍倚刀
'li'bei'gong'ban 力倍功半
'li'ben'qu'mo 离本趣末
'li'beng'yue'huai 礼崩乐坏
'li'bing'mo'ma 厉兵秣马
'li'bu'cong'xin 力不从心
'li'bu'kui'yi 利不亏义
'li'bu'neng'ji 力不能及
'li'bu'neng'zhi 力不能支
'li'bu'sheng'ren 力不胜任
'li'bu'xu'wei 嫠不恤纬
'li'ce'guan'kui 蠡测管窥
'li'cheng'bei 里程碑
'li'chi'ling'ya 俐齿伶牙
'li'chi'ling'ya 利齿伶牙
'li'chi'neng'ya 利齿能牙
'li'chou'peng'xin 里丑捧心
'li'chu'wai'jin 里出外进
'li'chu'yi'kong 利出一孔
'li'ci'cun'zhao 立此存照
'li'dai'he'shan 砺带河山
'li'dai'tao'jiang 李代桃僵
'li'dan'cai'jie 力殚财竭
'li'dan'duo'gan 沥胆堕肝
'li'dan'pi'gan 沥胆披肝
'li'di'cheng'fo 立地成佛
'li'di'qian'jun 力敌千钧
'li'di'shu'chu 立地书厨
'li'di'shu'chu 立地书橱
'li'gan'jian'ying 立竿见影
'li'gong'shu'zui 立功赎罪
'li'gou'wai'lian 里勾外连
'li'hai'de'shi 利害得失
'li'hai'xiang'guan 利害相关
'li'hai'you'guan 利害攸关
'li'he'bei'huan 离合悲欢
'li'hua'dai'yu 梨花带雨
'li'huai'yue'beng 礼坏乐崩
'li'hun'qian'nv 离魂倩女
'li'jie'sheng'si 力竭声嘶
'li'jin'jin'pi 力尽筋疲
'li'jing'bian'zhi 离经辨志
'li'jing'geng'shi 励精更始
'li'jing'geng'shi 厉精更始
'li'jing'men'tian 历井扪天
'li'jing'pan'dao 离经叛道
'li'jing'tu'zhi 励精图治
'li'jiu'bu'she 醴酒不设
'li'ke'ba'shan 力可拔山
'li'lan'yuan'zhi 澧兰沅芷
'li'lao'quan'bu'ru 篱牢犬不入
'li'li'ke'jian 历历可见
'li'li'ke'kao 历历可考
'li'li'ke'shu 历历可数
'li'li'luo'luo 历历落落
'li'li'wei'ju 栗栗危惧
'li'li'zai'er 历历在耳
'li'li'zai'mu 历历在目
'li'ling'zhi'hun 利令智昏
'li'luan'bie'feng 离鸾别凤
'li'ma'wan'yan 立马万言
'li'mi'lang'li 粒米狼戾
'li'ming'an'shen 立命安身
'li'mu'nan'men 立木南门
'li'neng'gang'ding 力能扛鼎
'li'pai'zhong'yi 力排众议
'li'qi'gu'guai 离奇古怪
'li'qing'bie'xu 离情别绪
'li'qing'qing'yi'zhong 礼轻情意重
'li'qing'ren'yi'zhong 礼轻人意重
'li'qiu'zhang'ren 黎丘丈人
'li'qu'ci'qiong 理屈词穷
'li'qun'suo'ju 离群索居
'li'ren'da'ren 立人达人
'li'shan'dai'he 砺山带河
'li'shang'wang'lai 礼尚往来
'li'shen'chu'shi 立身处世
'li'shen'huo'su 利深祸速
'li'shen'yang'ming 立身扬名
'li'shi'cu'yi 粝食粗衣
'li'shi'mo'dun 厉世摩钝
'li'shi'mo'dun 砺世磨钝
'li'shi'san'bei 利市三倍
'li'shi'san'ke 立时三刻
'li'shu'tu'tan 黎庶涂炭
'li'suo'bi'ran 理所必然
'li'suo'bu'ji 力所不及
'li'suo'dang'ran 理所当然
'li'suo'ming'jiang 利锁名缰
'li'suo'neng'ji 力所能及
'li'tan'zhi'jian 立谈之间
'li'ti'wan'li 离题万里
'li'ting'sao'xue 犁庭扫穴
'li'tong'wai'guo 里通外国
'li'tou'zhi'bei 力透纸背
'li'wan'kuang'lan 力挽狂澜
'li'xi'qiu'hao 利析秋毫
'li'xia'bu'zheng'guan 李下不整冠
'li'xia'gua'tian 李下瓜田
'li'xian'xia'shi 礼贤下士
'li'xian'zou'ban 离弦走板
'li'xiang'bei'jing 离乡背井
'li'xin'li'de 离心离德
'li'xing'chai'shi 例行差事
'li'xing'gong'shi 例行公事
'li'xing'jie'yue 厉行节约
'li'yi'lian'chi 礼义廉耻
'li'yi'wei'zhi 詈夷为跖
'li'yi'zhi'bang 礼仪之邦
'li'ying'wai'he 里应外合
'li'yong'hou'sheng 利用厚生
'li'yu'bu'bai'zhi'di 立于不败之地
'li'yu'tiao'long'men 鲤鱼跳龙门
'li'yu'xun'xin 利欲熏心
'li'yuan'di'zi 梨园弟子
'li'yuan'zi'di 梨园子弟
'li'zao'chun'pa 丽藻春葩
'li'zheng'shang'you 力争上游
'li'zhi'dang'ran 理之当然
'li'zhi'jie'jing 励志竭精
'li'zhi'jin'jian 例直禁简
'li'zhi'qi'zhuang 理直气壮
'li'zhui'zhi'di 立锥之地
'li'zhuo'guan'kui 蠡酌管窥
'li'zu'zhi'di 立足之地
'lian'bian'lei'du 连编累牍
'lian'bing'mo'ma 练兵秣马
'lian'che'ping'dou 连车平斗
'lian'cheng'zhi'bi 连城之璧
'lian'da'lao'cheng 练达老成
'lian'e'tao'guang 敛锷韬光
'lian'er'bu'gui 廉而不刿
'lian'gen'dai'shao 连根带梢
'lian'hong'er'chi 脸红耳赤
'lian'huang'ji'shou 脸黄肌瘦
'lian'jie'feng'gong 廉洁奉公
'lian'jiu'mi'hua 恋酒迷花
'lian'ke'ji'cai 廉可寄财
'lian'kui'bi'ting 帘窥壁听
'lian'lei'bi'wu 连类比物
'lian'li'zhi'mu 连理之木
'lian'lian'bu'she 恋恋不舍
'lian'mei'er'zhi 联袂而至
'lian'mian'bu'duan 连绵不断
'lian'mian'bu'jue 连绵不绝
'lian'mian'qi'fu 连绵起伏
'lian'ming'gong'zheng 廉明公正
'lian'pian'er'zhi 联翩而至
'lian'pian'lei'du 联篇累牍
'lian'pian'lei'du 连篇累牍
'lian'pin'jing'lao 怜贫敬老
'lian'pin'xi'lao 怜贫惜老
'lian'pin'xu'lao 怜贫恤老
'lian'quan'rang'shui 廉泉让水
'lian'ri'lian'ye 连日连夜
'lian'rong'bing'qi 敛容屏气
'lian'se'bing'qi 敛色屏气
'lian'sheng'bing'qi 敛声屏气
'lian'shi'bu'tian 炼石补天
'lian'suo'fan'ying 连锁反应
'lian'tian'feng'huo 连天烽火
'lian'xiang'xi'yu 怜香惜玉
'lian'xin'qi'jiu 怜新弃旧
'lian'xin'wang'jiu 恋新忘旧
'lian'yuan'tang'gao 廉远堂高
'lian'zhan'bu'qu 恋栈不去
'lian'zhi'bi'yi 连枝比翼
'lian'zhi'gong'zhong 连枝共冢
'lian'zhong'san'yuan 连中三元
'lian'zhu'he'bi 连珠合璧
'liang'bai'ju'shang 两败俱伤
'liang'bin'ru'shuang 两鬓如霜
'liang'bu'gu'chui 两部鼓吹
'liang'cai'er'wei 量才而为
'liang'cai'lu'yong 量才录用
'liang'cao'xian'xing 粮草先行
'liang'chen'ji'ri 良辰吉日
'liang'chen'mei'jing 良辰美景
'liang'ci'san'fan 两次三番
'liang'dou'sai'er 两豆塞耳
'liang'duo'cao'guang 粮多草广
'liang'gong'qiao'jiang 良工巧匠
'liang'gong'xin'ku 良工心苦
'liang'gou'peng 良狗烹
'liang'gu'xiang'fu 两瞽相扶
'liang'hu'xiang'dou 两虎相斗
'liang'hu'xiang'zheng 两虎相争
'liang'jiao'shu'chu 两脚书橱
'liang'jiao'ye'hu 两脚野狐
'liang'jin'mei'yu 良金美玉
'liang'jin'yuan'jue 粮尽援绝
'liang'lei'cha'dao 两肋插刀
'liang'li'duo'de 量力度德
'liang'li'er'wei 量力而为
'liang'li'er'xing 量力而行
'liang'liang'qiang'qiang 踉踉跄跄
'liang'meng'xiang'jing 梁孟相敬
'liang'mian'er'she 两面二舌
'liang'mian'san'dao 两面三刀
'liang'neng'shou'guan 量能授官
'liang'qin'ze'mu 良禽择木
'liang'quan'qi'mei 两全其美
'liang'ri'shai'wang 两日晒网
'liang'ru'wei'chu 量入为出
'liang'shang'jun'zi 梁上君子
'liang'shi'wei'ren 两世为人
'liang'shi'yi'you 良师益友
'liang'shi'zheng'you 良师诤友
'liang'shou'kong'kong 两手空空
'liang'shu'dou'xue 两鼠斗穴
'liang'ti'cai'yi 量体裁衣
'liang'tian'shai'wang 两天晒网
'liang'tou'bai'mian 两头白面
'liang'xiang'qing'yuan 两相情愿
'liang'xiao'li'wei 量小力微
'liang'xiao'wu'cai 两小无猜
'liang'xiu'qing'feng 两袖清风
'liang'yao'ku'kou 良药苦口
'liang'ye'yan'mu 两叶掩目
'liang'yi'san'xin 两意三心
'liang'you'bu'fen 良莠不分
'liang'you'bu'qi 良莠不齐
'liang'zhi'liang'neng 良知良能
'liao'bei'yi'ge 聊备一格
'liao'biao'cun'xin 聊表寸心
'liao'bu'ke'jian 了不可见
'liao'bu'zhang'jin 了不长进
'liao'chong'wang'xin 蓼虫忘辛
'liao'chuang'wan'rou 疗疮剜肉
'liao'di'ru'shen 料敌如神
'liao'di'ruo'shen 料敌若神
'liao'di'zhi'sheng 料敌制胜
'liao'dong'bai'shi 辽东白豕
'liao'dong'shi 辽东豕
'liao'fa'cui'ku 燎发摧枯
'liao'feng'ti'xie 撩蜂剔蝎
'liao'fu'er'er 聊复尔耳
'liao'hua'zuo'xian'feng 廖化作先锋
'liao'liao'ke'jian 了了可见
'liao'liao'ke'shu 寥寥可数
'liao'liao'wu'ji 寥寥无几
'liao'qiao'chun'han 料峭春寒
'liao'ran'yu'xiong 了然于胸
'liao'ru'guan'huo 燎如观火
'liao'ru'zhi'zhang 了如指掌
'liao'ruo'chen'xing 寥若晨星
'liao'ruo'zhi'zhang 了若指掌
'liao'shen'da'ming 了身达命
'liao'sheng'yi'chou 聊胜一筹
'liao'sheng'yu'wu 聊胜于无
'liao'shi'ru'shen 料事如神
'liao'wu'ju'se 了无惧色
'liao'yi'jie'chao 聊以解嘲
'liao'yi'se'ze 聊以塞责
'liao'yi'zi'wei 聊以自慰
'liao'yi'zi'yu 聊以自娱
'liao'yi'zu'sui 聊以卒岁
'liao'yuan'jin'tian 潦原浸天
'liao'yuan'lie'huo 燎原烈火
'liao'yun'bo'yu 撩云拨雨
'lie'cai'jue'miao 埒才角妙
'lie'chang'guo'zu 裂裳裹足
'lie'ding'er'shi 列鼎而食
'lie'feng'yin'yu 列风淫雨
'lie'gong'fu'guo 列功覆过
'lie'guan'hui'mian 裂冠毁冕
'lie'huo'bian'ri 烈火辨日
'lie'huo'gan'chai 烈火干柴
'lie'huo'hong'lei 烈火轰雷
'lie'huo'jian'zhen'jin 烈火见真金
'lie'huo'peng'you 烈火烹油
'lie'huo'zhen'jin 烈火真金
'lie'ji'zhao'zhu 劣迹昭著
'lie'lie'hong'hong 烈烈轰轰
'lie'shi'chuan'yun 裂石穿云
'lie'shi'mu'nian 烈士暮年
'lie'tu'fen'mao 裂土分茅
'lie'tu'feng'jiang 列土封疆
'lie'zu'lie'zong 列祖列宗
'lin'bie'zeng'yan 临别赠言
'lin'bie'zeng'yu 临别赠语
'lin'cai'bu'gou 临财不苟
'lin'chi'xue'shu 临池学书
'lin'chuan'xian'yu 临川羡鱼
'lin'ci'zhi'bi 鳞次栉比
'lin'di'yi'jiang 临敌易将
'lin'er'yong'mu 赁耳佣目
'lin'feng'gui'long 麟凤龟龙
'lin'feng'yi'mao 麟凤一毛
'lin'han'dong'su 林寒洞肃
'lin'he'xian'yu 临河羡鱼
'lin'ji'ying'bian 临机应变
'lin'jiao'feng'ju 麟角凤距
'lin'jiao'feng'zui 麟角凤觜
'lin'jiao'feng'zui 麟角凤嘴
'lin'ke'chuan'jing 临渴穿井
'lin'ke'jue'jing 临渴掘井
'lin'lang'man'mu 琳琅满目
'lin'li'jin'zhi 淋漓尽致
'lin'lin'zong'zong 林林总总
'lin'nan'bu'ju 临难不惧
'lin'nan'bu'kong 临难不恐
'lin'nan'gou'mian 临难苟免
'lin'nan'zhu'bing 临难铸兵
'lin'nv'kui'qiang 邻女窥墙
'lin'nv'li'ren 邻女詈人
'lin'ruo'bing'shuang 凛若冰霜
'lin'shen'lv'bo 临深履薄
'lin'shi'bao'fo'jiao 临时抱佛脚
'lin'shi'er'ju 临事而惧
'lin'tong'dou'bao 临潼斗宝
'lin'wei'bu'gu 临危不顾
'lin'wei'bu'ju 临危不惧
'lin'wei'shou'ming 临危受命
