'a'tong'san'chi'chui 阿童三尺棰
'you'chang'xuan'he'yu'zhi'ci 犹唱宣和御制词
'you'chou'wan'hu'cai'ba'dou 有愁万斛才八斗
'you'ci'he'wan'bing 有此荷万柄
'you'de'yuan'wu'mu 有得缘无慕
'you'diao'yi'zong'yi'xuan'ran 犹吊遗踪一泫然
'you'fang'dao'kui'jia 犹防盗窥家
'you'hua'ye'cao'bu'zhi'qi'ming'xi 幽花野草不知其名兮
'you'huai'hu'po'san 幽怀忽破散
'you'huang'xiang'yi'lv 幽篁相倚绿
'you'jing'du'xing'mi 幽径独行迷
'you'ke'lai'shan'zhong 有客来山中
'you'mao'xue 尤袤雪
'you'mou'wei'xian'kong'chou'chang 有谋未献空惆怅
'you'neng'shang'che'wen'he'ru 犹能上车问何如
'you'nv'chu'shu'fa 有女初束发
'you'ran'yuan'shi'fen 悠然远世纷
'you'ren'geng'bu'mei 幽人耿不寐
'you'ren'jiao'di'yi'sheng'lei 游人脚底一声雷
'you'ren'ye'du'wu'wang'xian 幽人夜渡吴王岘
'you'ru'bin'mao'shen 忧入鬓毛深
'you'ru'xian'he'xie'long'fan 有如仙翮谢笼樊
'you'shi'chou'sui'yue 有诗酬岁月
'you'shi'si'dian'kuang 有时肆颠狂
'you'tao'qi'yu'bing 幽讨起予病
'you'tian'bu'gui'ru'jiang'shui 有田不归如江水
'you'ting'jiao'er'suo'ru'sheng 犹听娇儿索乳声
'you'xian'shu'qi'chuan'shu'zha 犹嫌数骑传书札
'you'xian'wei'qi'jue 犹嫌未奇绝
'you'xiang'hu'bian'shang'ye'hang 又向湖边上野航
'you'xiao'yuan'ji'wu'tou'lu 又笑元济无头颅
'you'xun'yuan'xi'bu'ke'ji 幽寻远兮不可极
'you'yi'hua'gong'lun 犹以画工论
'you'yi'zhu'yu'zhui'wo'sai 又以珠玉缀我腮
'you'you'chun'feng'ji'guang'ling 犹有春风寄广陵
'you'you'di'qi'xuan 悠悠敌骑旋
'you'yu'wei'ye'lian'ren'wu'jian'yan 又于维也敛衽无间言
'you'zai'jiang'nan'song'yan'gui 又在江南送雁归
'you'zhen'dang'nian'hu'du'lou 犹枕当年虎髑髅
'yu'bang'jin'zun'dao'yu'hu 欲傍金尊倒玉壶
'yu'bao'luan'qing'zhou 雨雹乱晴昼
'yu'bie'jiu'yi'tao 鱼鳖久已逃
'yu'chong'jian'yue'zheng'xuan'fan 羽虫见月争翾翻
'yu'chuan'chun'xin'xi 欲传春信息
'yu'chuan'po'wu'ying'shu'jian 玉川破屋应数间
'yu'ci'lao'hu'su 御此老觳觫
'yu'di'xiu'san'nong 玉笛休三弄
'yu'fu'xiu'cheng'bao'yue'tuan 玉斧修成宝月团
'yu'guo'bai'quan'chu 雨过百泉出
'yu'han'jia'chun'feng 余寒驾春风
'yu'he'yi'cui'sha 羽翮一摧铩
'yu'hua'qi'wu'hao'yan'se 余花岂无好颜色
'yu'huan'wu'fu'si'dang'shi 欲欢无复似当时
'yu'ji'da'lei'shu 欲寄大雷书
'yu'jiang'qing'zhuo'fu 玉浆清浊腑
'yu'jiu'shi'neng'ao'you'huan 遇酒时能傲忧患
'yu'jun'san'sui'shi'huang'ju 与君三岁侍皇居
'yu'ke'hua'zhu'shi 与可画竹时
'yu'lao'wu'qi'shao'jian'qin 与老无期稍见侵
'yu'li'qing'ting'bu'zi'you 欲立蜻蜓不自由
'yu'ling'fu'lan'nuan'cui'qian'wan'zhuang 欲令浮岚暖翠千万状
'yu'ling'xue'ci'nan'nv'tai 欲令学此男女态
'yu'liu'hua'wu'sheng 余流滑无声
'yu'man'wu'di'dou 欲满无底窦
'yu'po'lu'yu'shuang'po'gan 玉破鲈鱼霜破柑
'yu'sheng'wu'suo'mu 余生无所慕
'yu'sheng'yu'lao'hai'nan'cun 余生欲老海南村
'yu'shi'ren'jia'man'xie'ri 鱼市人家满斜日
'yu'shu'yu'ji'he'you'da 鱼书欲寄何由达
'yu'tang'wo'dui'guo'xi'hua 玉堂卧对郭熙画
'yu'tu'jiang'se'bu'shang'bi 欲图江色不上笔
'yu'wen'xing'chao'jin'xiao'xi 欲问行朝近消息
'yu'wo'wan'feng'qian 雨卧万峰前
'yu'wo'xiang'bin'zhu 与我相宾主
'yu'wo'xiang'yu'xi 与我相娱嬉
'yu'xing'shan'yan'huang'ni'ban 雨行山崦黄泥坂
'yu'xun'gao'chu'tu'ming'zhu 欲寻高处吐明珠
'yu'yi'bu'du'chu 于义不独处
'yu'you'shui'di'liang 鱼游水底凉
'yu'yu'bu'de'wang 欲语不得往
'yu'yu'can'tian'cui'zhu'cong 郁郁参天翠竹丛
'yu'yu'wan'li'kuan 玉宇万里宽
'yu'yu'wu'xiu'li 雨余吴岫立
'yu'yuan'shen'long'jin 玉渊神龙近
'yu'zhang'ye'cheng'chao 欲涨冶城潮
'yu'zhi'yi'xian'lan 欲之意先阑
'yu'zhou'xin'qiu'yan'bei'lai 宇宙新秋雁北来
'yu'zhou'yi'ye'jiang'tun'tian 渔舟一叶江吞天
'yu'zhu'feng'nian'jin 欲住逢年尽
'yuan'dei'shang'lin'zhi 愿得上林枝
'yuan'guang'huang'ren'dao'hai'bin 愿广皇仁到海滨
'yuan'hua'bian'tai'han'kong'meng 元化变态含空濛
'yuan'ke'qi'zhi'jin'zai'dao 远客岂知今再到
'yuan'lin'xue'zheng'qing 园林雪正晴
'yuan'mo'chu'qiong'jian'du'tou 远陌初穷见渡头
'yuan'ren'ceng'dao'he'si'wu 远人曾到合思吴
'yuan'ren'xin'su'you'wei'zhi 远人信宿犹未知
'yuan'sui'qin'gao'sheng 愿随琴高生
'yuan'you'wu'chu'bu'xiao'hun 远游无处不消魂
'yue'bian'reng'you'nv'cheng'luan 月边仍有女乘鸾
'yue'chen'chao'tou'shang 月趁潮头上
'yue'chu'fei'qiao'dong 月出飞桥东
'yue'cong'hai'dong'lai 月从海东来
'yue'cong'xue'hou'jie'qi'ye 月从雪后皆奇夜
'yue'leng'yin'qiong'cao 月冷吟蛩草
'yue'li'gu'zhang'yu 月离孤嶂雨
'yue'luo'ji'hao'ming 月落鸡号鸣
'yue'ma'lie'jiu'san'wan'pi 阅马列厩三万匹
'yue'ma'xi'ru'jin'cheng'guan 跃马西入金城关
'yue'qi'han'chuang'hu 月气含窗户
'yue'se'ling'ling'tou'xiang'zhu 月色泠泠透湘竹
'yue'xia'gao'yi'lai'kou'men 月下缟衣来扣门
'yue'yang'lou'shang'dui'jun'shan 岳阳楼上对君山
'yue'ying'lin'tang'dan 月映林塘淡
'yun'fu'lu'nan'xin 云附泸南信
'yun'hai'xiang'wang'ji'ci'shen 云海相望寄此身
'yun'jian'yi'yan'ting 云间亦厌听
'yun'san'qing'tian'gua'yu'gou 云散青天挂玉钩
'yun'san'yue'ming'shui'dian'zhui 云散月明谁点缀
'yun'wai'yi'sheng'ji 云外一声鸡
'yun'xiao'feng'zhi'shui'jing'jing 云消风止水镜净
'yun'yan'yi'ao'xiang 云烟一翱翔
'zai'jiang'li'hen'guo'jiang'nan 载将离恨过江南
'zai'mu'yu'cang'cang 宰木郁苍苍
'zai'you'ying'juan'juan 再游应眷眷
'zan'wen'xiang'yu'po'shuai'yan 暂闻乡语破衰颜
'zao'jiao'si'mian'jie'cheng'shui 凿教四面皆成水
'zao'sui'na'zhi'shi'shi'jian 早岁那知世事艰
'zei'lei'huai'ruan'shen'you'shen 贼垒淮壖深又深
'zei'ma'qin'cheng'ji 贼马侵城急
'zhang'di'lu'hong'chou'xia'chuang 帐底炉红愁下床
'zhang'fu'zhuang'jie'si'jun'shao 丈夫壮节似君少
'zhang'hou'he'shi'dao'yan'qian 张侯何时到眼前
'zhang'lei'he'zhou'lian'yan 张耒和周廉彦
'zhang'lei'huai'jin'ling'xuan'yi'shou 张耒怀金陵选一首
'zhang'lei'li'huang'zhou 张耒离黄州
'zhang'lei'zai'he'ma'tu 张耒再和马图
'zhang'li'guan'wu'hua 杖藜观物化
'zhang'lv'huo'you'xun 杖履或幽寻
'zhang'qiu'yi'lao'bing 张求一老兵
'zhang'ren'dong'nan'lai 丈人东南来
'zhang'tai'ren'qu'gu'yi'xiang 章台人去骨遗香
'zhang'xian'wu'jiang 张先吴江
'zhang'yu'can'fu 张俞蚕妇
'zhang'yu'man'yan'bai'cao'sheng 瘴雨蛮烟白草生
'zhao'chen'liang'ou'yang 赵陈两欧阳
'zhao'ge'ai'nai'xia'wu'zhou 棹歌欸乃下吴舟
'zhao'shi'xiu'xue'shi'gua'lu 赵师秀薛氏瓜庐
'zhao'shi'xiu'yan'dang'bao'guan'si 赵师秀雁荡宝冠寺
'zhao'yan'qu'fu'dang 招延屈父党
'zhao'yang'chu'qu'xi'yang'hai 朝阳出去夕阳还
'zhao'yang'ru'bei'lin 朝阳入北林
'zhe'dong'fei'yu'guo'jiang'lai 浙东飞雨过江来
'zhe'gu'bu'xiang'shi 鹧鸪不相识
'zhe'kong'cong'bo'shao 折恐丛薄少
'zhe'lai'zhi'yun'sheng 折来知韵胜
'zhe'mao'ru'po'dou 着帽如破斗
'zhen'cheng'ai'chang'ri 真成爱长日
'zhen'cheng'lang'dang'you 真成浪荡游
'zhen'qing'qiu'xiang'jiong 砧清秋巷迥
'zhen'wa'zhan'kun'yang 震瓦战昆阳
'zhen'wei'jiu'yu'zai 真味久愈在
'zhen'wo'bu'ken'qi 枕我不肯起
'zhen'xiang'luo'fei'you 震响落飞狖
'zheng'bao'shu'tong'ye'ban'huang 正抱疏桐叶半黄
'zheng'duo'di'zhui'chen 争夺递追趁
'zheng'ku'wu'qian'dao 政苦无钱刀
'zheng'ru'qi'cai'yu'shi'jian 正如奇材遇事见
'zheng'ru'wan'shan'quan'zi'li 正入万山圈子里
'zheng'ru'xie'ti'xu'yi'di'yi'shan 郑汝谐题盱眙第一山
'zheng'shi'he'tun'yu'shang'shi 正是河豚欲上时
'zheng'wan'chang'tiao'luo'xiang'xue 争挽长条落香雪
'zheng'wen'bao'que'ti 郑文宝阙题
'zheng'zhou'jian'ji'dou 正昼见箕斗
'zhi'bing'bu'qi'san'zhe'gong 治病不蕲三折肱
'zhi'chou'feng'ri'sun'hong'fang 只愁风日损红芳
'zhi'dai'xing'ren'jiu'ban'han 只待行人酒半酣
'zhi'fan'si'hai'bo 炙翻四海波
'zhi'hou'ru'cheng'dao'zhong'za'xing 至后入城道中杂兴
'zhi'jian'kong'cheng'bu'jian'tai 只见空城不见台
'zhi'jin'he'shu'lian'yun'zhong 至今禾黍连云种
'zhi'jin'huang'wu'shang'dong'xun 至今黄屋尚东巡
'zhi'jin'rong'you'wei'kai'hua 只今容有未开花
'zhi'jin'si'xiang'yu 至今思项羽
'zhi'jin'tie'ma'huang'he'shang 至今铁马黄河上
'zhi'jin'xue'zi'duan'diao'qiu 至今血渍短貂裘
'zhi'jin'yu'xi'xia 至今余隙罅
'zhi'kan'ren'si'yi 只看人似螘
'zhi'kong'cong'ci'wu'nan'feng 只恐从此无南风
'zhi'kong'leng'yan'pai'dong'wen 直恐冷艳排冬温
'zhi'kong'ye'shen'hua'shui'qu 只恐夜深花睡去
'zhi'le'zai'shu'chuang 至乐在书床
'zhi'mei'jing'mai'you 雉媒竟卖友
'zhi'ren'gong'qi'wu 知人公岂误
'zhi'shi'qian'xi'yu 知是前溪雨
'zhi'shi'xu'juan'shao'zhuang'nian 志士虚捐少壮年
'zhi'yi'wan'lei'fan 直疑万类繁
'zhi'you'qing'xiang'si'jiu'shi 只有清香似旧时
'zhi'you'tan'sheng'si'jiu'shi 只有滩声似旧时
'zhi'yu'ou'lu'wu'ju'guan 只余鸥鹭无拘管
'zhi'yu'tian'di'zheng'chun'hui 直与天地争春回
'zhi'yuan'wu'lei'sa'xin'ting 只缘无泪洒新亭
'zhi'zai'cun'cun'da'dao'sheng 只在村村打稻声
'zhong'bai'dai'qi'cheng 种柏待其成
'zhong'cang'huo'wu'ya 中藏祸无涯
'zhong'cheng'zui'meng'xiang 重城醉梦乡
'zhong'ling'nan'pan'shi'pan'tuo 中泠南畔石盘陀
'zhong'liu'wang'chi'bi 中流望赤壁
'zhong'liu'yi'bei'ji'tian'ya 中流以北即天涯
'zhong'qi'ta'yue'lai 重期踏月来
'zhong'ri'ming'hui'hui 终日鸣哕哕
'zhong'shang'qiu'feng'you'yi'chui 冢上秋风又一吹
'zhong'shou'jue'zhi'qu 众手攫之去
'zhong'yan'ri'yue'hui 中岩日月回
'zhong'you'bai'dao'fei'lai'quan 中有百道飞来泉
'zhong'you'liu'chi'chuang 中有六尺床
'zhong'you'zhi'ren'tan'ji'mie 中有至人谈寂灭
'zhong'yuan'bei'wang'qi'ru'shan 中原北望气如山
'zhong'yuan'fu'lao'mo'kong'tan 中原父老莫空谈
'zhong'zuo'han'hua'ji'chou'jue 种作寒花寄愁绝
'zhou'er'fu'shi'wu'xiu'xi 周而复始无休息
'zhou'qiao'nan'bei'shi'tian'jie 州桥南北是天街
'zhou'ren'shui'niao'liang'tong'meng 舟人水鸟两同梦
'zhou'xian'reng'cui'gei'he'yi 州县仍催给河役
'zhou'xin'ye'bo'dui'yue'you'gan 周莘野泊对月有感
'zhou'zai'zhu'you'chang'zhou'xuan 舟载诸友长周旋
'zhou'zhong'zuo'qi'dai'can'geng 舟中坐起待残更
'zhu'gong'ju'kan'cheng'xian'lao 诸公聚看称贤劳
'zhu'gong'shang'shou'he'qin'ce 诸公尚守和亲策
'zhu'hai'zhi'min'he'ku'xin 煮海之民何苦辛
'zhu'hai'zhi'min'he'suo'ying 煮海之民何所营
'zhu'ji'fang'huai'ke 朱继芳淮客
'zhu'jiang'zheng'yin'gong 诸将争阴拱
'zhu'jing'shu'chu'jian'qian'cun 竹茎疏处见前村
'zhu'ke'you'zao'ping 逐客犹遭屏
'zhu'lan'yu'qi'qu'you'ming 朱栏玉砌渠有命
'zhu'li'bian'mao'yi'shi'gen 竹里编茅倚石根
'zhu'lou'yu'dian'yi'meng'po 朱楼玉殿一梦破
'zhu'lu'ren'yu'xi'fei'jian 舳舻人语夕霏间
'zhu'lun'hua'gu'he'ceng'fa 朱轮华毂何曾乏
'zhu'ming'han'quan'jing 煮茗寒泉井
'zhu'shu'rao'wu'lu 竹树绕吾庐
'zhu'shu'san'shu'ying 竹树散疏影
'zhu'wai'tao'hua'san'liang'zhi 竹外桃花三两枝
'zhu'wang'wu'mei'hun'gu'wu 蛛网屋煤昏故物
'zhu'xi'zai'deng'zhu'rong 朱熹再登祝融
'zhu'xian'de'de'lai 诸贤得得来
'zhu'xian'yi'wei'jia'ren'jue 朱弦已为佳人绝
'zhu'yi'chang'jian'da'liang'gong 拄颐长剑大梁公
'zhu'zhang'yan'xiao'wai 拄杖烟霄外
'zhuan'de'xing'ren'cuo'xi'huan 赚得行人错喜欢
'zhuan'zui'qing'tan'kong'wei'gong 专罪清谈恐未公
'zhuang'tu'kong'fu'dan'lun'qun 壮图空负胆轮囷
'zhuang'zhou'shi'wu'you 庄周世无有
'zhui'su'fan'hong'ge'zi'shang 坠素翻红各自伤
'zhui'sui'ping'geng'yi'mang'ran 追随萍梗意茫然
'zhui'yi'zheng'xi'mu'zhong'jiu'shi 追忆征西幕中旧事
'zhuo'fa'xi'cui'ling 濯发晞翠岭
'zhuo'jiu'hua'qian'song'wo'xing 酌酒花前送我行
'zhuo'zu'liao'xi'wu 濯足聊戏侮
'zi'cong'xiang'guan'xin'shang'lai 自从乡官新上来
'zi'cong'zhu'lu'zhi'fei'shuang 自从潴卤至飞霜
'zi'er'gui'wo'jia 自尔归我家
'zi'fei'qing'yun'bai'shi'you'shen'qu 自非青云白石有深趣
'zi'fei'tao'jing'jie 自非陶靖节
'zi'hou'ju'liu'zhou 子厚居柳州
'zi'jue'mian'mu'ru'dao'cai 自觉面目如刀裁
'zi'jun'zhi'chu'yi 自君之出矣
'zi'li'huang'gua'cun'lu'xiang 紫李黄瓜村路香
'zi'mei'qi'you'xiong 子美气尤雄
'zi'qi'tan'xiao'sao'hu'chen 自期谈笑扫胡尘
'zi'se'wa'sheng'zhen'jue'jiang 紫色蛙声真倔强
'zi'shu'xi'zi'da'bian'chen 自书细字答边臣
'zi'si'kong'duo'jie 自思空咄嗟
'zi'yan'you'lao'fu 自言有老父
'zi'you'chun'feng'wei'sao'men 自有春风为扫门
'zi'you'qi'jue'guan'ping'sheng 兹游奇绝冠平生
'zong'bei'dong'feng'chui'zuo'xue 纵被东风吹作雪
'zong'heng'cao'shu'lun'qian'du 纵横草疏论迁都
'zong'ji'sui'feng'ye 踪迹随风叶
'zong'you'zhi'dao'ling'ren'cai 纵有直道令人猜
'zou'ma'du'lai'kan'bu'yan 走马独来看不厌
'zu'sun'gan'bu'zao 祖孙甘餔糟
'zui'gui'ye'ce'yi'pai'huai 醉归曳策一徘徊
'zui'mo'sa'pang'pei 醉墨洒霶霈
'zui'shi'cheng'huang'ju'lv'shi 最是橙黄橘绿时
'zuo'ci'yi'han'suan 坐此益寒酸
'zuo'dai'qiu'qi'lao 坐待秋气老
'zuo'dui'zhen'cheng'bei'hua'nao 坐对真成被花恼
'zuo'gan'sui'shi'ge'kang'kai 坐感岁时歌慷慨
'zuo'jiu'jiang'nan'meng 坐久江南梦
'zuo'kan'tian'wei'sao'chu'le 坐看天威扫除了
'zuo'lin'gu'yu'fa'chuan'chi 坐临孤屿发船迟
'zuo'ri'dao'cheng'guo 昨日到城郭
'zuo'shi'gan'quan'zhao'xi'feng 坐使甘泉照夕烽
'zuo'shi'ou'cheng'xie 坐石偶成歇
'zuo'shi'san'shi'nian 作诗三十年
'zuo'si'huang'gan'dong'ting'shuang 坐思黄柑洞庭霜
'zuo'wo'chang'dui'hu'xuan'chuang 坐卧常对乎轩窗
'zuo'ye'san'geng'hou 昨夜三更后
'zuo'yi'pu'he'chan 坐依蒲褐禅
'zuo'yong'tan'tian'weng 坐咏谈天翁
