'a'mu'bu'jia'nv 阿母不嫁女
'xiao'qiao'ye'dian'ren'zheng'xi 小桥野店人争席
'xiao'quan'ge'hua'kong'fei'ying 小犬隔花空吠影
'xiao'ri'si'ming'xia'qi'zhong 晓日四明霞气重
'xiao'sa'qin'ting'lei'yi'hui 潇洒秦庭泪已挥
'xiao'tiao'dian'hai'qu 萧条滇海曲
'xiao'tiao'gu'li'ju 萧条故篱菊
'xiao'ting'zai'qin'hang 小艇载琴行
'xiao'xiang'qiu'yu'sheng 潇湘秋欲生
'xiao'xiang'you'lan'ce 小像幽兰侧
'xiao'xiao'dong'bai'cao 萧萧动百草
'xiao'xiao'yan'shu'jian 萧萧檐树间
'xiao'yan'di'hu'ye'ren'jia 晓烟低护野人家
'xiao'yao'tai'shang'yi'ping'lan 逍遥台上一凭阑
'xiao'zhai'bu'jin'han'qi'bi 小斋不禁寒气逼
'xiao'zhou'man'yi'bai'ou'tian 小舟漫倚白鸥天
'xiao'zi'yi'he'chi 笑姊一何痴
'xie'chu'xi'feng'yu'yi'li 写出西风雨一篱
'xie'dan'bu'gan'jing 挟弹不敢惊
'xie'kui'shu'xi'zhao'li'zun 斜窥树隙照离尊
'xie'se'han'dan'lv'shi'chang 挟瑟邯郸吕氏倡
'xie'zhao'zhe'gu'shan'cai'cha'qu 谢肇淛鼓山采茶曲
'xie'zhao'zhe'qiu'yuan 谢肇淛秋怨
'xie'zhao'zhe'song'lian'zhong'cheng 谢肇淛送练中丞
'xie'zhen'dao'yi'qu 谢榛捣衣曲
'xie'zhen'du'huang'he 谢榛渡黄河
'xie'zhen'gong'ci 谢榛宫词
'xie'zhen'guo'qing'yuan'gu'ju'you'gan 谢榛过清源故居有感
'xie'zhen'ku'yu'hou'gan'huai 谢榛苦雨后感怀
'xie'zhen'qiu'ri'huai'di 谢榛秋日怀弟
'xie'zhen'song'liu'jiang'jun'fu'nan'du 谢榛送刘将军赴南都
'xie'zhen'zhang'he'you'gan 谢榛漳河有感
'xin'feng'jun'wang'biao'mu'men 新奉君王表墓门
'xin'fu'chong'liang'du'shui'chi 新妇舂粮独睡迟
'xin'fu'gu'ru'hua 新妇固如花
'xin'fu'yan'ci'yan'he'meng 心复艳此阉何蒙
'xin'guan'xia'ma'jiu'guan'xing 新官下马旧官行
'xin'han'ru'gao'shu 新寒入高树
'xin'ku'feng'sha'wan'li'an 辛苦风沙万里鞍
'xin'ku'shu'guan'ba 辛苦输官罢
'xin'ku'zhao'zhao'li'gao'ji 辛苦朝朝理高髻
'xin'ning'cheng'dong'shan'jie'nie 新宁城东山巀嶭
'xin'pu'ni'chang'shi'chu'an 新谱霓裳试初按
'xin'tian'ji'zhu'liu 新添几株柳
'xin'wu'si'li'ti'shi'chu 新吴寺里题诗处
'xin'yue'dang'chuang'di 新月当窗低
'xin'yue'ru'shao'nv 新月如少女
'xin'zhi'bu'shi'pi'pa'nv 心知不是琵琶女
'xin'zhuan'pai'zi'ci'zhao'rong 新传牌子赐昭容
'xing'cang'yu'wo'gu'you'ran 行藏于我固悠然
'xing'cheng'zhong'xiao'geng'he'yi 行成忠孝更何疑
'xing'cun'qian'sui'zi 幸存千岁姿
'xing'fei'dian'che'ge'feng'ming 星飞电掣各奉命
'xing'feng'shi'dao'ping 幸逢世道平
'xing'jin'li'ku'wei'shi'su 杏尽梨苦惟食粟
'xing'jing'bai'du'shui 行经百度水
'xing'li'jie'lu'qi 行李戒路歧
'xing'lian'ge'dao'shan'zhu'qi 星连阁道闪朱旗
'xing'lin'wu'chu'jing'zhong'fen 星临吴楚镜中分
'xing'lou'zi'ye'han 星楼子夜寒
'xing'lu'wen'zhi'jie'xu'xi 行路闻之皆歔欷
'xing'luo'ying'kong'zai 星落营空在
'xing'ming'bu'ru'xuan'he'pu 姓名不入宣和谱
'xing'ren'qian'shang'duo'ling'xing 行人褰裳掇菱荇
'xing'ren'zhi'shi'gu'jiang'jun 行人指是故将军
'xing'rong'bu'shi'shi'xiang'yin 形容不识识乡音
'xing'sheng'zheng'kua'tian'xia'zhuang 形胜争夸天下壮
'xing'xing'ji'mu'chun 行行及暮春
'xing'xing'wu'bie'yu 行行无别语
'xing'yin'zuo'xiao'du'bei'qiu 行吟坐啸独悲秋
'xing'zhuo'ming'fu'qiong 性拙命复穷
'xiong'di'ge'feng'chen 兄弟各风尘
'xiong'zhong'mo'sun'zhan'xie'dao 胸中磨损斩邪刀
'xiu'bi'hua'jing'piao'yan'xue 绣陛花惊飘艳雪
'xiu'lang'bian'xing'que 修廊遍行却
'xiu'luo'wa'xiao'bu'sheng'fu 绣罗袜小不胜扶
'xiu'man'tian'wu'yi 修蔓殄无遗
'xiu'xiu'yuan'shang'feng 修修原上风
'xiu'zhe'you'cun'ju'an'hen 袖摺犹存举案痕
'xu'ben'nong'fu'yao 徐贲农父谣
'xu'ben'qi'xi'you'yu 徐贲七夕有雨
'xu'ben'yu'hou'wei'chi'shang'fu'rong 徐贲雨后慰池上芙蓉
'xu'bi'shu'deng'yi'sui'hong 虚壁疏灯一穗红
'xu'dai'chun'shui'qi 须待春水起
'xu'jie'jin'xi'qi'yi'shi 吁嗟今昔岂异时
'xu'jie'mao'si'nan'zai'de 吁嗟猫死难再得
'xu'jie'tian'shang'qi'shi'shen'xian'ju 吁嗟天上岂是神仙居
'xu'ri'qian'wan'feng 旭日千万峰
'xu'ri'qiu'guang'dan 旭日秋光淡
'xu'teng'jia'wu'wen'shang'chu'xi 徐熥甲午汶上除夕
'xu'teng'qing'ming'you'gan 徐熥清明有感
'xu'teng'qiu'ye'ji'shi 徐熥秋夜即事
'xu'teng'you'ting'can'hua 徐熥邮亭残花
'xu'wei'dao'zhi'mei'hua 徐渭倒枝梅花
'xu'wei'nei'zi'wang'shi'nian 徐渭内子亡十年
'xu'wei'tao'ye'du 徐渭桃叶渡
'xu'wei'yan'xian'sheng'ci 徐渭严先生祠
'xu'wei'yin'feng'chui'huo'pian 徐渭阴风吹火篇
'xu'wei'yue'gong'ci 徐渭岳公祠
'xu'xi 吁嚱
'xu'yi'jia'ke'zhou 虚疑贾客舟
'xu'yu'gu'jin'shi 须臾古今事
'xu'yu'huan'sheng'dong'di'qi 须臾欢声动地起
'xu'yu'yun'po'ri'guang'tu 须臾云破日光吐
'xu'zhen'qing'ji'hua'yu 徐祯卿寄华玉
'xu'zhen'qing'ji'shang'zuo 徐祯卿济上作
'xu'zhen'qing'jiang'nan'le'ba'shou 徐祯卿江南乐八首
'xu'zhen'qing'ou'jian 徐祯卿偶见
'xu'zhen'qing'song'shi'xuan'shi'yu 徐祯卿送士选侍御
'xu'zhen'qing'wang'zhao'jun 徐祯卿王昭君
'xu'zhen'qing'yue 徐祯卿月
'xu'zhen'qing'zai'wu'chang'zuo 徐祯卿在武昌作
'xu'zhong'hang'gan'jiu 徐中行感旧
'xu'zhong'hang'shan'ling'dao'zhong'feng'yu 徐中行山陵道中风雨
'xuan'chan'yan'qiu'wu'shu'sheng 玄蝉咽秋无数声
'xuan'di'an'can'shi 选地安蚕室
'xuan'e'ju'sheng'ci 悬额俱生祠
'xuan'kan'yu'ji'shi'yi'zhi 旋看雨霁势亦止
'xuan'pi'cong'guan'bai'xian'sheng 旋披丛灌拜先生
'xuan'yuan'zhu'jing'yu'zhu'ding 轩辕铸镜禹铸鼎
'xue'chang'qing'shang'zuo'guan'xian 学唱清商作管弦
'xue'fei'beng'zuo'fen'liu'zi 血飞迸作汾流紫
'xue'hui'huang'di'xing'xing'nan'jing'ge 薛蕙皇帝行幸南京歌
'xue'hui'xue 薛蕙雪
'xue'hui'zhao'wang'tai 薛蕙昭王台
'xue'man'liang'yuan'shang'wei'gui 雪满梁园尚未归
'xun'you'ri'ri'shui'xi'cun 寻幽日日水西村
'ya'ya'xiang'ren'you'suo'ru 哑哑向人犹索乳
'ya'zhao'sui'cun'gan'chi'zhou 牙爪虽存敢驰骤
'yan'chu'zhuo 燕出啄
'yan'di'he'ren'bian'zhen'wei 眼底何人辨真伪
'yan'fei'zai'gao'dian 燕飞在高殿
'yan'guo'jia'ren'hao'shun'shi 燕国佳人号顺时
'yan'hai'san'qian'bai'fa'chen 炎海三千白发臣
'yan'he'li'jin'bu'de'ding 严诃力禁不得定
'yan'ji'yu'xiu'bao'kong'hou 燕姬玉袖抱箜篌
'yan'jian'shi'suo'chi 偃蹇世所嗤
'yan'jing'an'xiang'luan 掩镜暗翔鸾
'yan'lai'pai'huai'bu'gan'tong 燕来徘徊不敢通
'yan'lan'chu'chu'he 烟岚处处合
'yan'lei'qi'ku'long 岩雷起窟龙
'yan'leng'jiang'kong'gu'yue'ming 烟冷江空孤月明
'yan'li'wen'sheng'bian'xiang'yu 烟里闻声辨乡语
'yan'liu'ri'yue'cu 淹留日月促
'yan'nan'zhao'bei'qi'qiu'feng 燕南赵北起秋风
'yan'qian'xi'e'ju'yi'wang 眼前喜愕俱已忘
'yan'qiu'men'shang'wu'ti'shuang 延秋门上乌啼霜
'yan'ran'kou'chun'zi 嫣然口唇紫
'yan'ru'shan'yue'xiang'tian'zhong 俨如山岳翔天中
'yan'shan'ci'ri'xue'fen'fen 燕山此日雪雰雰
'yan'shan'ri'hei'huang'chen'qi 燕山日黑黄尘起
'yan'shan'xue'an'qin'yun'bai 燕山雪暗秦云白
'yan'shuang'duan'xi'huan 烟霜断昔欢
'yan'shuang'yi'shi'en 烟霜亦是恩
'yan'song'chu'yang'shan 严嵩出仰山
'yan'song'wan'ci'bao'ying'hu 严嵩晚次宝应湖
'yan'song'zeng'xiang'ming'yan'sheng 严嵩赠相命颜生
'yan'tian'bing'xue'hu'jiang'chuan 炎天冰雪护江船
'yan'wo'qiang'dong'hao 偃卧墙东蒿
'yan'xia'shi'hu'chuang 檐下施胡床
'yan'yang'fang'cao'fa 艳阳芳草发
'yan'yong'guan'yuan'ru'xu'duo 焉用官员如许多
'yan'zhao'wu'gu'guo 燕昭无故国
'yan'zhong'ku'le'ge'you'qing 眼中苦乐各有情
'yan'zhong'shu'se'fu'gua'bu 烟中树色浮瓜步
'yan'zhu'du'han'qing 延伫独含情
'yan'zhu'shun'mo'lou'xin'gan 研朱吮墨镂心肝
'yang'de'ba'jiao'si'wu'zhi 养得芭蕉四五枝
'yang'dui'xiang'lu'bai 佯对香炉拜
'yang'hua'luo 扬花落
'yang'hua'zuo'xue'cao'lian'tian 杨花作雪草连天
'yang'ji'bai'tou'mu'yin 杨基白头母吟
'yang'ji'chun'cao 杨基春草
'yang'ji'ji'nei'wan'su 杨基寄内婉素
'yang'ji'tan'dao'bang'fei'zhai 杨基叹道傍废宅
'yang'ji'yue'yang'lou 杨基岳阳楼
'yang'liu'bu'zhe'ming'yue'chou 杨柳不遮明月愁
'yang'shen'bing'zhong'gan'huai 杨慎病中感怀
'yang'shen'jiang'ling'bie'nei 杨慎江陵别内
'yang'shen'sai'yuan'zhe'gu'ci 杨慎塞垣鹧鸪词
'yang'shen'su'jin'sha'jiang 杨慎宿金沙江
'yang'shen'xia'dong'qu 杨慎峡东曲
'yang'shen'yan'gu'yan 杨慎衍古谚
'yang'shen'zhu'zhi'ci'xuan'liang'shou 杨慎竹枝词选两首
'yang'shi'qi'fa'huai'an 杨士奇发淮安
'yang'xun'ji'chao'shu 杨循吉钞书
'yang'yi'qing'du'jiang 杨一清渡江
'yang'yi'qing'shan'dan'ti'bi 杨一清山丹题壁
'yang'zi'jiang'tou'ji'wen'jin 扬子江头几问津
'yang'zi'jin'tou'feng'se'qi 扬子津头风色起
'yao'er'bu'de'shi 药饵不得施
'yao'fu'he'bian'xing'qie'ku 徭夫河边行且哭
'yao'gong'dan'gu'ying 瑶宫但孤影
'yao'huang'jiu'fu'jin'wei'dai 腰黄久负金为带
'yao'jian'wu'shen'que'shi'nan 要见吾身却是难
'yao'lian'shi'cai'duo 腰镰逝采掇
'yao'qin'bu'fu'li 瑶琴不复理
'yao'si'mu'tian'zi 遥思穆天子
'yao'tao'chuang'xia'lai'chun'feng 夭桃窗下来春风
'yao'wang'shou'zhang'yi 遥望寿张邑
'yao'wen'shi'tou'cheng 遥闻石头城
'yao'xiang'gu'yuan'hui'ti'lei 遥想故园挥涕泪
'yao'yao'xiang'nan'cu 杳杳向南徂
'yao'zhe'yi'zu'bei 夭折亦足悲
'yao'zhi'bai'guo'wei'mang'wai 遥知百国微茫外
'ye'ban'li'yu'lai'shang'tan 夜半鲤鱼来上滩
'ye'ban'xun'cheng'lei'bu'zhi 夜半巡城泪不止
'ye'chong'huang'mi'wei'xin'jiu 夜舂黄米为新酒
'ye'fu'you'huai'duo'gan'ji 野夫有怀多感激
'ye'ge'bu'zi'diao'hua'long 野鸽哺子雕花栊
'ye'gui'hai'xiang'niu'bian'wo 夜归还向牛边卧
'ye'han'mao'wu'yu'lai'shi 夜寒茅屋雨来时
'ye'hua'ting'cao'wei'shui'xin 野花汀草为谁新
'ye'huo'shao'sang'sang'shu'dao 野火烧桑桑树倒
'ye'kuo'tian'zheng'hun 野阔天正昏
'ye'lai'meng'dong'li 夜来梦东篱
'ye'lang'ren'zi'ri'bian'lai 夜郎人自日边来
'ye'lao'xiang'hu'hou'shi'qing 野老相呼后世情
'ye'lu'yi'zhao'san'zhen'luan 野鹿已招三镇乱
'ye'ren'zhi'tian'bu'zhi'lie 野人知田不知猎
'ye'shen'bei'guang'ming 夜深倍光明
'ye'shen'deng'huo'su'wei'yang 夜深灯火宿维扬
'ye'shen'feng'huo'lie'chang'yang 夜深烽火猎长杨
'ye'shen'gong'jin'you'shui'lai 夜深宫禁有谁来
'ye'shen'ren'jing'lang'chu'ping 夜深人静浪初平
'ye'shen'yue'shang'dang'gan'ding 夜深月上当竿顶
'ye'shu'cen'ci'mu'jiao'cui 野戍参差暮角催
'ye'shui'ying'yu'shi'jing'xie 野水萦纡石径斜
'ye'tian'chui'huo'shi'ku'shu 野田吹火拾枯树
'ye'ting'dai'zhao'shang'jiao'chu 掖庭待诏上椒除
'ye'wen'jia'ma'kong'zhong'si 夜闻甲马空中嘶
'ye'yan'mo'mo'zhe'you'ren 野烟漠漠遮游人
'ye'ye'gu'er'chuang'xia'ti 夜夜孤儿床下啼
'ye'ye'meng'yan'luo 夜夜梦烟萝
'ye'ye'yin'he'dao'bu'liu 夜夜银河倒不流
'ye'ye'yue'zhong'mian 夜夜月中眠
'ye'yu'can'deng'meng'you'wu 夜雨残灯梦有无
'yi'ban'qing'che'sui'kuan'duan 已办轻车随款段
'yi'ban'wei'shao'za'shan'yu 一半煨烧杂山芋
'yi'ban'xing'le'wei'zhi'ji 一般行乐未知极
'yi'bao'sui'suo'zao 一饱随所遭
'yi'bei'bai'ye'jiu 一杯柏叶酒
'yi'bei'quan'er'jiu 一杯劝尔酒
'yi'bi'qian'wan'nian 一闭千万年
'yi'bu'yi'hui'gu 一步一回顾
'yi'chong'bo'ge'wan'zhong'qing 一重薄隔万重情
'yi'ci'guan'sai'yuan 已辞关塞远
'yi'cu'shi'e'mo'yong'bei 衣粗食恶莫用悲
'yi'dai'hong'yan'yi'zhi'qing 一代红颜一掷轻
'yi'dan'huan'ji'jiang'nai'he 一旦缓急将奈何
'yi'dian'liu'ying'zhao'mu'hua 一点流萤照暮花
'yi'dong'jin'bang'ci'geng'chi 以东金榜祠更侈
'yi'du'bie'zhi'ti 已度别枝啼
'yi'fan'ling'luo'you'qing'ming 一番零落又清明
'yi'fen'fa'wu'bai'ri'hei 夷坟伐屋白日黑
'yi'ge'shu'gen'fei'ba'zuo 一个树根非八座
'yi'huan'zuo'e'mei 亦唤作峨嵋
'yi'jia'di'fu'hun'xian'shi 一加帝腹浑闲事
'yi'jian'heng'qiu'zhi'zi'kan 一剑横秋只自看
'yi'jian'jie'shen'shi 倚剑嗟身事
'yi'jian'shi'you'du'zhui'sui 谊兼师友独追随
'yi'jiu'xie'gong'xie'ji'chu 依旧谢公携伎处
'yi'jiu'zhong'sheng'dao'ke'zhou 依旧钟声到客舟
'yi'juan'you'zhen'wei 一卷有真味
'yi'jun'liang'du'ku 忆君良独苦
'yi'liang'yi'zhi'qian'tong'qian 一两已值千铜钱
'yi'lou'dong'pan'lan'gan'qu 驿楼东畔阑干曲
'yi'lu'zhi'jiao'jin'yan'men 一路知交尽掩门
'yi'men'bai'kou'gui'ming'ming 一门百口归冥冥
'yi'meng'peng'you'xiao 亦蒙朋友笑
'yi'ming'si'bi'shu'xue'kong 一鸣四壁鼠穴空
'yi'mu'lao'cun'shen 一木老存身
'yi'nian'zheng'qiu'bu'shao'juan 一年征求不少蠲
'yi'pian'wang'lai'yun 一片往来云
'yi'po'jian'chuan'zu'wu'li 衣破肩穿足无力
'yi'qi'fang'sheng'hao 意气方盛豪
'yi'qi'si'yu'wu'peng'hu 意气似欲无彭湖
'yi'qian'er'bai'li 一千二百里
'yi'qiong'yu'jin'wei'jing'fei 移笻欲近畏惊飞
'yi'qu'mo'chou'hua'bu'huo 移去莫愁花不活
'yi'qu'pi'pa'ma'shang'bei 一曲琵琶马上悲
'yi'ran'wo'mao'ci 依然卧茅茨
'yi'ren'fen'gui'jian 一人分贵贱
'yi'ri'shang'si'cui'yi'pi 一日上丝催一匹
'yi'ri'tian'hui'di'zhuan'shi 一日天回地转时
'yi'ru'shi'wo'chu 忆汝事我初
'yi'shan'mao'ci'ying 亦善貌此鹰
'yi'shang'bu'zi'wei 一觞不自慰
'yi'shen'du'shi'jiu'lu'bang 一身独侍酒垆傍
'yi'shen'duo'bing'bu'kan'zhi 一身多病不堪支
'yi'sheng'bai'yan'du'jiang'lai 一声白雁度江来
'yi'sheng'yan'se'fu'xi'feng 一生颜色付西风
'yi'shi'chu'mu'zong'shang'shen 一时触目总伤神
'yi'shi'dou'xiang'hu'xin'si 义师都向湖心死
'yi'shuang'shi'ta'li'dong'xi 一双石塔立东西
'yi'sui'feng'ye'guo'lin'jia 已随风叶过邻家
'yi'tai'ru'sheng'zhuang'qi'gui 意态如生状奇诡
'yi'wu'fu'lao'tan'yi'shi 已无父老谈遗事
'yi'xi'ci'yan'wo'qian'bing 忆昔此阉握乾柄
'yi'xi'nan'xun'han'wu'huang 忆昔南巡汉武皇
'yi'xi'pian'zhou'huan'ke'yi 一系扁舟换客衣
'yi'xi'tou'huang'xiang'wan'li 忆昔投荒向万里
'yi'xiang'jun'ku'le 异乡均苦乐
'yi'xiao'shan'rong'kai 一笑山容开
'yi'xiu'san'chun'yan 已羞三春艳
'yi'yan'de'suo'yu 一言得所欲
'yi'yang'guang'zhou'ju'ci'shi 一样广州俱刺史
'yi'ye'gui'hua'he'chu'luo 一夜桂花何处落
'yi'ye'qi'feng'dao'qi'shu 一夜凄风到绮疏
'yi'ye'qian'xi'ban'gao'shui 一夜前溪半篙水
'yi'ye'yin'feng'yun 一夜因风陨
'yi'yi'liang'fu'fu 依依两夫妇
'yi'ying'diao'tou'fu'yu'xia 一鹰掉头复欲下
'yi'ying'xia'shi'jing'bu'zhuan 一鹰下视睛不转
'yi'you'du'er'jin'yi'ming 亦有妒尔金衣明
'yi'you'qu'niu'zhong'tian'zhe 亦有驱牛种田者
'yi'yu'kuai'xi'feng 一雨快西风
'yi'yu'mai'xiu'jin'ji'zai 瘗玉埋秀今几载
'yi'yu'wang'lin'qu 遗语望邻曲
'yi'yu'xian'sheng'jiu'xiang'shi 亦与先生旧相识
'yi'yue'yin'cheng'bing'li'xian 一月吟成病里闲
'yi'zhi'han'yu'gong'jiao'liao 一枝寒雨共鹪鹩
'yi'zhi'liang'yan'wu'qiu'hao 已知两眼无秋毫
'yi'zhu'fei'bai'qian 一株费百钱
'yi'zi'shang'fang'ting'jin'gong 一自尚方停进贡
'yi'zi'yan'yun'gu'qi'ru 一自燕云孤骑入
'yi'zui'geng'yi'mian 宜醉更宜眠
'yi'zuo'ceng'wei'wan'li'xing 忆昨曾为万里行
'yin'ci'wan'lv'duan 引此万虑端
'yin'feng'chu'du'zhuan'chou'chu 因逢初度转踌躇
'yin'feng'chui'huo'huo'yu'ran 阴风吹火火欲燃
'yin'feng'sa'sa'chui'ling'qi 阴风飒飒吹灵旗
'yin'lang'shang'hui'bo'yan'jun 阴廊尚绘伯颜军
'yin'lin'xi'gu'kan'lian'ru 银鳞细骨堪怜汝
'yin'qiao'qi'gan'chen'wang'qian 淫巧岂敢陈王前
'yin'qin'fang'zi'zi 殷勤方自兹
'yin'qin'zai'bai'guan'dao'pang 殷勤再拜官道旁
'yin'yang'jiu'dao'cuo'hei'bai 阴阳九道错黑白
'yin'yin'yin'han'pang 隐隐银汉旁
'ying'bu'yan'chong'lai 应不厌重来
'ying'de'feng'liu'hou'dai'kua 赢得风流后代夸
'ying'dong'long'she'xiao'ri'rong 影动龙蛇晓日融
'ying'ge'neng'yan'yu 鹦哥能言语
'ying'gui'yan'ge'nian'san'wu 莺闺燕阁年三五
'ying'guo'huai'yin'diao'han'xin 应过淮阴吊韩信
'ying'hua'jia'dao'jing'chun'lao 莺花夹道惊春老
'ying'shi'yuan'chun'feng 应是怨春风
'ying'tao'shu'shi'lang'bu'gui 樱桃熟时郎不归
'ying'xiong'cheng'shi'wu'ge'ju 英雄乘时务割据
'ying'xiong'ji'ye'qian'kun'bo 英雄几夜乾坤博
'ying'xiong'you'hen'he'shi'wang 英雄有恨何时忘
'ying'yi'meng'chang'an 应已梦长安
'ying'zhou'jian'hai'se 瀛洲见海色
'yong'men'zhi'qin'liang'ke'ai 雍门之琴良可哀
'yong'qi'ye'ye'qiu'ran'zhang 勇气烨烨虬髯张
'yong'si'you'kan'cang'li'xie 佣肆犹堪藏李燮
'you'dai'wang'luo'jing 犹带网罗惊
'you'dao'neng'yan'si'zuo'shi 犹道能言似昨时
'you'du'zi'xiang'cun 幽独自相存
'you'huai'mei'cheng'yi 忧怀每成怡
'you'jian'dong'feng'yu'liu'xie 又见东风御柳斜
'you'jiang'neng'hui'shu 有江能绘树
'you'ke'pian'zhou'bu'xi'lan 有客扁舟不系缆
'you'ke'xiang'ci'bian'zhou'qu 有客相辞汴州去
'you'mu'bu'de'jiang 有母不得将
'you'neng'bu'fei'xiao'yu'ge 犹能不废啸与歌
'you'qin'cha'ke'wei 有亲差可慰
'you'ren'ceng'xue'yin'shen'shu 有人曾学隐身术
'you'ren'ming'yu'xia'yun'zhong 有人鸣玉下云中
'you'ren'yue'chu'mei'gu'wang 幽人月出每孤往
'you'shen'he'gu'bu'neng'jian 有身何故不能见
'you'shen'wu'shou'zhi'shi'shui 有身无首知是谁
'you'sheng'bei'jun'li'luan'shi 犹胜北军离乱时
'you'shi'feng'ren'shuo'gu'xiang 犹是逢人说故乡
'you'ting'you'bao'guan'yuan'guo 邮亭又报官员过
'you'wang'jun'gui'guo'ban'qiao 犹望君归过板桥
'you'wu'zhang'ren'shi 有无丈人石
'you'xi'duo'qing'jin'ye'yue 犹喜多情今夜月
'you'xian'chun'hen'dao'tian'ya 又衔春恨到天涯
'you'yao'wei'neng'xian'nong'yu 有药未能仙弄玉
'you'you'feng'die'xiang'sui'fei 犹有蜂蝶相随飞
'you'you'kui'yu'yi'dian'ji 犹有窥鱼一点机
'you'you'zai'chang'dao 悠悠在长道
'you'zhan'ceng'feng'jian 优旃曾讽谏
'you'zhao'dang'nian'jiu'jiu'lu 犹照当年旧酒垆
'you'zi'shuo'wang'sun 犹自说王孙
'you'zi'sui'er'ren 有子虽二人
'you'zi'zheng'xin'yi 犹自整新衣
'yu'bi'ti'qian'biao'juan'mian 御笔题签标卷面
'yu'bian'reng'zi'shi 欲辩仍自失
'yu'chai'duo'bin'bu'cheng'zhuang 玉钗堕鬓不成妆
'yu'chou'pi'lian'jiang'nan'dao 预愁匹练江南道
'yu'chuang'yi'lv'shu 雨窗倚绿树
'yu'ci'fa'chong'guan 于此发冲冠
'yu'deng'feng'ye'xia 渔灯枫叶下
'yu'du'si'pai'huai 欲渡思徘徊
'yu'duo'yang'mei'lan 雨多杨梅烂
'yu'gong'tong'du'wu'jiang'shui 与公同渡吴江水
'yu'guan'ren'lao'diao'qiu'bi 玉关人老貂裘敝
'yu'gui'bu'fen'nian 与鬼不分年
'yu'gui'bu'gui'zai'lang'zu 欲归不归在郎足
'yu'hua'tai'xia'kai'you'gong 雨花台下开幽宫
'yu'hui'kuang'ji'quan'yu'zhu 余惠况及犬与猪
'yu'ji'qian'hang'lei 欲寄千行泪
'yu'jian'shuang'hao'hai'nei'jing 玉简霜毫海内惊
'yu'jin'lin'tiao'yi'duo'wei 于今临眺意多违
'yu'jing'chong'lai'zhe 欲竟重来者
'yu'jue'san'ti'wang'bu'yu 玉玦三提王不语
'yu'lang'ji'shui'cheng 与郎计水程
'yu'lin'zhu'jiang'zai'heng'ge 羽林诸将在横戈
'yu'ling'feng'yu'si'wang'hui 禹陵风雨思王会
'yu'long'song'jun'zhi'wo'qian 鱼龙送君置我前
'yu'nian'xiao'you'chu 玉辇宵游处
'yu'nu'qian'shou'juan'xia'xu 玉奴纤手卷虾须
'yu'po'ju'lang'cheng'chang'feng 欲破巨浪乘长风
'yu'qi'ping'zhi'hen'wu'li 欲起平之恨无力
'yu'qian'chu'chu'ban'yan'xiang 雨前初出半岩香
'yu'qian'chu'du 于谦初度
'yu'qian'cun'she'tao'hua 于谦村舍桃花
'yu'qian'gu'yun 于谦孤云
'yu'qian'shang'tai'hang 于谦上太行
'yu'qiu'xing'shi'wu'ren'shi 欲求姓氏无人识
'yu'ren'xin'cheng'ming 圉人新承命
'yu'sheng'ruo'zhi'che'sheng'xi 雨声若止车声息
'yu'shi'da'fu'lian'zi'ning 御史大夫练子宁
'yu'shi'yi'ri'cheng 欲试一日程
'yu'sui'bei'shang'chuan 予随北上船
'yu'teng'xiang'ying'xi 与藤相萦系
'yu'tu'zai'he'fang 玉兔在何方
'yu'wan'chang'tiao'yi'bu'kan 欲挽长条已不堪
'yu'xi'ju'jing'da'ju'ni 予昔居京大拘泥
'yu'xiang'kuang'lu'wo'bai'yun 欲向匡庐卧白云
'yu'xiang'man'lu'ri'mu'gui 余香满路日暮归
'yu'xuan'mi'hong'wan'lai'chao 鱼喧米哄晚来潮
'yu'xue'zou'lu'qi 雨雪走路歧
'yu'yan'jin'he'ru 玉颜近何如
'yu'yan'qiao'cui'du'chun'hui 玉颜憔悴度春晖
'yu'yi'gu'fan'xia'dong'ting 予亦孤帆下洞庭
'yu'yi'tuo'wu'shi 于以托吾室
'yu'yi'wu'fu'ci'guan'hu 玉衣无复祠官护
'yu'yin'bu'yin'he'wei'zai 欲饮不饮何为哉
'yu'yu'zhi'gao'xiu 郁纡陟高岫
'yu'zhang'cheng'lou'ji'zhuo'wu 豫章城楼饥啄乌
'yu'zhi'huan'du'jia'jia'le 欲知环堵家家乐
'yu'zhong'de'zi'yi'xian'sheng 狱中得自艾先生
'yu'zhu'jin'pan'gan'wang'chuan 玉箸金盘敢望传
'yu'zhuan'qian'pan'mi'ji'qi 欲转千盘迷积气
'yu'zi'yue'bi'lin 浴子约比邻
'yuan'ci'jing'guo'ke'shu'fang 远辞京国客殊方
'yuan'de'le'tu'gong'bu'mi 愿得乐土共哺糜
'yuan'er'rou'jue'fen'yi'xing 愿尔肉攫分遗腥
'yuan'feng'qian'jin'cong'li'shu 愿奉千金从吏赎
'yuan'hong'dao'chu'zhi'xi'hu 袁宏道初至西湖
'yuan'hong'dao'guo'huang'liang'ci 袁宏道过黄粱祠
'yuan'hong'dao'heng'tang'du 袁宏道横塘渡
'yuan'hong'dao'jing'xia'pi 袁宏道经下邳
'yuan'hong'dao'qie'bo'ming 袁宏道妾薄命
'yuan'hong'dao'shuo'shui'hu'zhuan 袁宏道说水浒传
'yuan'ji'chui'yin'cheng 愿及垂阴成
'yuan'jian'gan'ge'chu'chu'xiao 愿见干戈处处销
'yuan'kai'bai'yan 袁凯白燕
